id_venta,id_cliente,id_propiedad,fecha_venta,canal_venta,estado_venta,precio_venta,comision_pct,comision_usd,descuento_pct,precio_m2,probabilidad_cierre,fecha_primera_compra,cohorte_cliente
SALE000453,CUST00345,PROP00374,2024-08-28,Digital,Cerrada,222990.0,0.03,6689.7,0.1606,4744.47,1.0,2022-04-26,2022-04
SALE000454,CUST00622,PROP00367,2024-01-19,Direct,Cerrada,227814.0,0.025,5695.35,0.0897,3504.83,1.0,2022-04-08,2022-04
SALE000455,CUST00376,PROP00459,2024-01-25,Referral,En negociación,469690.0,0.04,18787.6,0.1562,2096.83,0.4,2023-03-11,2023-03
SALE000456,CUST00007,PROP00694,2023-07-03,Broker,Cerrada,151107.0,0.05,7555.35,0.1476,1171.37,1.0,2023-04-07,2023-04
SALE000457,CUST00455,PROP00423,2023-11-27,Digital,Cerrada,353384.0,0.03,10601.52,0.1081,2294.7,1.0,2022-02-09,2022-02
SALE000458,CUST00279,PROP00157,2022-11-18,Digital,Cerrada,377348.0,0.03,11320.44,0.1904,1699.77,1.0,2022-09-23,2022-09
SALE000459,CUST00416,PROP00389,2022-04-06,Referral,En negociación,277912.0,0.04,11116.48,0.0823,1064.8,0.4,2024-03-08,2024-03
SALE000460,CUST00228,PROP00230,2024-06-25,Broker,Cerrada,236620.0,0.05,11831.0,0.0779,1226.01,1.0,2022-04-02,2022-04
SALE000461,CUST00006,PROP00616,2024-11-02,Direct,Cerrada,516868.0,0.025,12921.7,0.027,5117.5,1.0,2024-01-11,2024-01
SALE000462,CUST00012,PROP00129,2024-07-31,Digital,Cerrada,211123.0,0.03,6333.69,0.1577,3016.04,1.0,2022-08-06,2022-08
SALE000463,CUST00411,PROP00548,2023-01-02,Digital,Cerrada,327177.0,0.03,9815.31,0.1526,2320.4,1.0,2023-01-02,2023-01
SALE000464,CUST00413,PROP00117,2022-04-11,Digital,Cerrada,354737.0,0.03,10642.11,0.1392,2931.71,1.0,2022-04-11,2022-04
SALE000465,CUST00210,PROP00875,2022-11-05,Digital,Cerrada,721597.0,0.03,21647.91,0.0396,2818.74,1.0,2022-11-05,2022-11
SALE000466,CUST00054,PROP00577,2024-07-13,Digital,Cerrada,256874.0,0.03,7706.22,0.1179,867.82,1.0,2022-03-25,2022-03
SALE000467,CUST00503,PROP00126,2023-12-19,Digital,Cerrada,943749.0,0.03,28312.47,0.1456,2353.49,1.0,2022-09-24,2022-09
SALE000468,CUST00099,PROP00864,2024-11-23,Broker,En negociación,385676.0,0.05,19283.8,0.0922,5671.71,0.44,2023-04-04,2023-04
SALE000469,CUST00123,PROP00517,2023-01-12,Digital,Cerrada,561250.0,0.03,16837.5,0.1764,2272.27,1.0,2023-01-12,2023-01
SALE000470,CUST00295,PROP00546,2023-09-04,Broker,Cerrada,615352.0,0.05,30767.6,0.1108,1887.58,1.0,2022-01-03,2022-01
SALE000471,CUST00466,PROP00057,2024-05-10,Digital,Cerrada,303959.0,0.03,9118.77,0.1153,1230.6,1.0,2022-08-24,2022-08
SALE000472,CUST00647,PROP00169,2022-09-23,Digital,Cerrada,328729.0,0.03,9861.87,0.0952,1651.9,1.0,2022-09-23,2022-09
SALE000473,CUST00407,PROP00728,2024-11-21,Broker,Cerrada,479255.0,0.05,23962.75,0.0831,1516.63,1.0,2023-10-23,2023-10
SALE000474,CUST00625,PROP00421,2023-10-18,Referral,Cerrada,194068.0,0.04,7762.72,0.128,1347.69,1.0,2022-06-02,2022-06
SALE000475,CUST00424,PROP00555,2022-01-10,Digital,Cerrada,196613.0,0.03,5898.39,0.0916,1908.86,1.0,2022-01-10,2022-01
SALE000476,CUST00552,PROP00889,2022-01-31,Digital,Cerrada,676535.0,0.03,20296.05,0.0966,1730.27,1.0,2022-01-31,2022-01
SALE000477,CUST00115,PROP00386,2024-08-31,Digital,Cerrada,411931.0,0.03,12357.93,0.1715,1128.58,1.0,2022-09-30,2022-09
SALE000478,CUST00037,PROP00343,2023-12-06,Digital,Cerrada,719026.0,0.03,21570.78,0.0406,1649.14,1.0,2023-06-28,2023-06
SALE000479,CUST00435,PROP00723,2024-04-13,Referral,En negociación,695912.0,0.04,27836.48,0.0593,9665.44,0.45,2023-05-30,2023-05
SALE000480,CUST00634,PROP00060,2024-05-02,Broker,Cerrada,369855.0,0.05,18492.75,0.0566,1673.55,1.0,2023-01-14,2023-01
SALE000481,CUST00480,PROP00410,2023-04-05,Broker,En negociación,834992.0,0.05,41749.6,0.0779,3694.65,0.64,2024-05-13,2024-05
SALE000482,CUST00224,PROP00770,2024-05-20,Digital,Cerrada,268808.0,0.03,8064.24,0.1472,2661.47,1.0,2022-03-01,2022-03
SALE000483,CUST00319,PROP00206,2024-10-28,Broker,Cerrada,294639.0,0.05,14731.95,0.1366,1264.55,1.0,2022-06-28,2022-06
SALE000484,CUST00073,PROP00274,2022-07-09,Broker,Cerrada,260205.0,0.05,13010.25,0.1528,1723.21,1.0,2022-07-09,2022-07
SALE000485,CUST00222,PROP00426,2024-04-14,Broker,Cerrada,255834.0,0.05,12791.7,0.1855,2780.8,1.0,2022-07-19,2022-07
SALE000486,CUST00444,PROP00067,2022-12-01,Broker,Cancelada,216303.0,0.05,10815.15,0.1288,142.96,0.0,2024-04-25,2024-04
SALE000487,CUST00109,PROP00064,2022-12-17,Direct,Cerrada,182157.0,0.025,4553.92,0.1247,1175.21,1.0,2022-08-15,2022-08
SALE000488,CUST00314,PROP00227,2023-03-29,Broker,Cerrada,287931.0,0.05,14396.55,0.1987,1142.58,1.0,2022-04-27,2022-04
SALE000489,CUST00189,PROP00809,2024-08-08,Broker,Cerrada,257968.0,0.05,12898.4,0.0768,1791.44,1.0,2022-03-30,2022-03
SALE000490,CUST00320,PROP00200,2022-01-27,Direct,Cerrada,165817.0,0.025,4145.42,0.157,2047.12,1.0,2022-01-27,2022-01
SALE000491,CUST00497,PROP00658,2023-04-17,Direct,Cerrada,567145.0,0.025,14178.62,0.0998,2305.47,1.0,2022-11-05,2022-11
SALE000492,CUST00576,PROP00384,2024-01-18,Broker,Cerrada,187996.0,0.05,9399.8,0.0863,846.83,1.0,2022-02-13,2022-02
SALE000493,CUST00267,PROP00685,2022-04-26,Direct,Cancelada,116512.0,0.025,2912.8,0.0833,74.74,0.0,2024-10-02,2024-10
SALE000494,CUST00538,PROP00298,2024-05-13,Broker,Cerrada,373687.0,0.05,18684.35,0.1776,834.12,1.0,2024-05-13,2024-05
SALE000495,CUST00457,PROP00788,2024-11-01,Referral,Cerrada,867897.0,0.04,34715.88,0.0811,3457.76,1.0,2022-07-09,2022-07
SALE000496,CUST00600,PROP00334,2022-04-08,Broker,Cerrada,617031.0,0.05,30851.55,0.0831,1383.48,1.0,2022-03-09,2022-03
SALE000497,CUST00482,PROP00713,2022-06-15,Digital,Cerrada,430816.0,0.03,12924.48,0.0434,1849.0,1.0,2022-06-15,2022-06
SALE000498,CUST00359,PROP00749,2024-11-30,Broker,Cerrada,354584.0,0.05,17729.2,0.1544,3253.06,1.0,2022-02-01,2022-02
SALE000499,CUST00439,PROP00389,2022-08-09,Referral,Cerrada,249964.0,0.04,9998.56,0.1746,957.72,1.0,2022-03-15,2022-03
SALE000500,CUST00207,PROP00601,2022-03-28,Broker,Cerrada,594252.0,0.05,29712.6,0.1003,2137.6,1.0,2022-03-28,2022-03
SALE000501,CUST00438,PROP00107,2024-11-10,Digital,Cerrada,385594.0,0.03,11567.82,0.1596,851.2,1.0,2024-11-10,2024-11
SALE000502,CUST00461,PROP00447,2024-09-12,Referral,Cancelada,300513.0,0.04,12020.52,0.0551,2177.63,0.0,2023-06-15,2023-06
SALE000503,CUST00398,PROP00337,2023-12-19,Broker,Cerrada,263301.0,0.05,13165.05,0.0867,582.52,1.0,2022-05-03,2022-05
SALE000504,CUST00067,PROP00859,2023-09-03,Direct,Cerrada,250288.0,0.025,6257.2,0.0563,1480.99,1.0,2023-07-16,2023-07
SALE000505,CUST00337,PROP00841,2024-10-11,Broker,En negociación,354308.0,0.05,17715.4,0.0415,3578.87,0.37,2022-01-29,2022-01
SALE000506,CUST00463,PROP00706,2023-12-19,Broker,En negociación,401255.0,0.05,20062.75,0.1074,3235.93,0.39,2023-08-04,2023-08
SALE000507,CUST00129,PROP00855,2023-12-22,Broker,Cancelada,582044.0,0.05,29102.2,0.0532,5196.82,0.0,2022-09-15,2022-09
SALE000508,CUST00512,PROP00879,2024-07-15,Broker,Cerrada,744059.0,0.05,37202.95,0.1027,3292.3,1.0,2022-03-24,2022-03
SALE000509,CUST00548,PROP00692,2023-12-16,Broker,Cerrada,200467.0,0.05,10023.35,0.1831,1474.02,1.0,2022-09-30,2022-09
SALE000510,CUST00351,PROP00535,2023-07-07,Digital,Cerrada,162190.0,0.03,4865.7,0.0573,2221.78,1.0,2022-02-28,2022-02
SALE000511,CUST00627,PROP00184,2023-03-08,Digital,Cerrada,184007.0,0.03,5520.21,0.0843,867.96,1.0,2022-04-22,2022-04
SALE000512,CUST00558,PROP00734,2023-07-06,Digital,Cerrada,397458.0,0.03,11923.74,0.033,4621.6,1.0,2022-01-10,2022-01
SALE000513,CUST00304,PROP00176,2023-07-30,Digital,Cerrada,529162.0,0.03,15874.86,0.1423,5137.5,1.0,2022-05-02,2022-05
SALE000514,CUST00575,PROP00167,2023-02-03,Referral,Cerrada,307711.0,0.04,12308.44,0.1267,824.96,1.0,2022-06-27,2022-06
SALE000515,CUST00607,PROP00792,2023-04-30,Broker,En negociación,980578.0,0.05,49028.9,0.0656,5802.24,0.74,2022-01-31,2022-01
SALE000516,CUST00071,PROP00103,2024-05-24,Digital,Cerrada,385239.0,0.03,11557.17,0.1706,1528.73,1.0,2022-10-09,2022-10
SALE000517,CUST00649,PROP00128,2023-04-01,Direct,En negociación,338422.0,0.025,8460.55,0.0787,2796.88,0.66,2022-09-09,2022-09
SALE000518,CUST00004,PROP00460,2022-02-01,Broker,Cerrada,300358.0,0.05,15017.9,0.1058,5667.13,1.0,2022-02-01,2022-02
SALE000519,CUST00317,PROP00526,2022-11-08,Digital,Cerrada,245620.0,0.03,7368.6,0.1623,1126.7,1.0,2022-05-14,2022-05
SALE000520,CUST00610,PROP00042,2022-09-20,Direct,Cerrada,217071.0,0.025,5426.78,0.1536,878.83,1.0,2022-09-20,2022-09
SALE000521,CUST00471,PROP00341,2024-05-14,Digital,Cerrada,162177.0,0.03,4865.31,0.061,775.97,1.0,2023-07-11,2023-07
SALE000522,CUST00174,PROP00203,2023-05-01,Direct,Cerrada,153346.0,0.025,3833.65,0.1775,762.92,1.0,2023-03-12,2023-03
SALE000523,CUST00419,PROP00272,2022-11-06,Broker,En negociación,577597.0,0.05,28879.85,0.0841,3929.23,0.72,2023-02-02,2023-02
SALE000524,CUST00140,PROP00163,2024-06-04,Digital,Cerrada,150919.0,0.03,4527.57,0.063,2039.45,1.0,2022-01-10,2022-01
SALE000525,CUST00155,PROP00610,2022-01-24,Broker,Cerrada,392570.0,0.05,19628.5,0.1016,3703.49,1.0,2022-01-24,2022-01
SALE000526,CUST00593,PROP00426,2022-07-11,Broker,En negociación,269725.0,0.05,13486.25,0.1413,2931.79,0.73,2023-03-21,2023-03
SALE000527,CUST00031,PROP00864,2024-06-24,Direct,Cerrada,350312.0,0.025,8757.8,0.1755,5151.65,1.0,2023-06-22,2023-06
SALE000528,CUST00626,PROP00008,2023-09-03,Broker,Cerrada,390952.0,0.05,19547.6,0.0789,1818.38,1.0,2022-03-08,2022-03
SALE000529,CUST00295,PROP00700,2024-04-23,Direct,Cerrada,370917.0,0.025,9272.93,0.1599,1443.26,1.0,2022-01-03,2022-01
SALE000530,CUST00043,PROP00819,2024-07-08,Digital,Cerrada,220836.0,0.03,6625.08,0.1496,3397.48,1.0,2024-07-08,2024-07
SALE000531,CUST00512,PROP00438,2024-11-01,Direct,Cerrada,262492.0,0.025,6562.3,0.0285,272.58,1.0,2022-03-24,2022-03
SALE000532,CUST00032,PROP00630,2022-03-14,Direct,Cerrada,552665.0,0.025,13816.62,0.1317,3454.16,1.0,2022-03-14,2022-03
SALE000533,CUST00212,PROP00397,2024-05-21,Digital,Cerrada,575953.0,0.03,17278.59,0.1492,7999.35,1.0,2022-01-10,2022-01
SALE000534,CUST00157,PROP00536,2024-02-22,Direct,Cerrada,506541.0,0.025,12663.53,0.0243,1613.19,1.0,2023-06-05,2023-06
SALE000535,CUST00510,PROP00817,2022-08-21,Referral,Cerrada,633851.0,0.04,25354.04,0.1663,2515.28,1.0,2022-03-04,2022-03
SALE000536,CUST00258,PROP00478,2024-10-23,Digital,Cerrada,242448.0,0.03,7273.44,0.1605,347.35,1.0,2022-06-28,2022-06
SALE000537,CUST00426,PROP00521,2023-03-21,Digital,Cerrada,282648.0,0.03,8479.44,0.1215,1811.85,1.0,2022-04-18,2022-04
SALE000538,CUST00047,PROP00889,2024-09-06,Broker,Cerrada,700146.0,0.05,35007.3,0.0651,1790.65,1.0,2023-12-05,2023-12
SALE000539,CUST00453,PROP00447,2023-10-29,Broker,Cerrada,295887.0,0.05,14794.35,0.0696,2144.11,1.0,2023-10-29,2023-10
SALE000540,CUST00463,PROP00156,2023-08-04,Broker,Cerrada,352606.0,0.05,17630.3,0.0732,915.86,1.0,2023-08-04,2023-08
SALE000541,CUST00186,PROP00615,2022-06-23,Digital,Cerrada,382380.0,0.03,11471.4,0.0389,3540.56,1.0,2022-02-17,2022-02
SALE000542,CUST00573,PROP00624,2024-10-07,Broker,Cerrada,402499.0,0.05,20124.95,0.1921,2515.62,1.0,2023-03-23,2023-03
SALE000543,CUST00306,PROP00214,2023-09-10,Digital,Cerrada,368516.0,0.03,11055.48,0.0849,3319.96,1.0,2022-06-06,2022-06
SALE000544,CUST00434,PROP00656,2022-01-08,Digital,Cerrada,332829.0,0.03,9984.87,0.1711,3169.8,1.0,2022-01-08,2022-01
SALE000545,CUST00119,PROP00058,2022-01-23,Digital,Cerrada,611732.0,0.03,18351.96,0.0463,5771.06,1.0,2022-01-23,2022-01
SALE000546,CUST00607,PROP00289,2024-04-26,Direct,Cerrada,675912.0,0.025,16897.8,0.0304,3396.54,1.0,2022-01-31,2022-01
SALE000547,CUST00161,PROP00770,2022-06-26,Direct,Cerrada,273758.0,0.025,6843.95,0.1315,2710.48,1.0,2022-06-26,2022-06
SALE000548,CUST00407,PROP00556,2023-10-23,Direct,Cerrada,601851.0,0.025,15046.28,0.0476,1508.4,1.0,2023-10-23,2023-10
SALE000549,CUST00059,PROP00547,2024-01-19,Digital,Cerrada,513728.0,0.03,15411.84,0.0937,2223.93,1.0,2022-04-19,2022-04
SALE000550,CUST00030,PROP00559,2022-11-05,Broker,Cerrada,758016.0,0.05,37900.8,0.1786,1822.15,1.0,2022-11-05,2022-11
SALE000551,CUST00083,PROP00149,2023-09-25,Direct,Cerrada,161111.0,0.025,4027.78,0.0836,1810.24,1.0,2023-06-19,2023-06
SALE000552,CUST00613,PROP00866,2022-09-30,Broker,Cerrada,166815.0,0.05,8340.75,0.0486,1127.13,1.0,2022-09-30,2022-09
SALE000553,CUST00137,PROP00269,2024-11-05,Broker,Cerrada,259232.0,0.05,12961.6,0.1435,1132.02,1.0,2022-03-14,2022-03
SALE000554,CUST00572,PROP00708,2024-08-04,Broker,Cerrada,370782.0,0.05,18539.1,0.2045,1489.08,1.0,2024-04-23,2024-04
SALE000555,CUST00378,PROP00891,2022-11-13,Digital,Cerrada,455383.0,0.03,13661.49,0.0291,3959.85,1.0,2022-05-10,2022-05
SALE000556,CUST00058,PROP00217,2023-08-07,Referral,Cerrada,201051.0,0.04,8042.04,0.1138,3093.09,1.0,2023-02-09,2023-02
SALE000557,CUST00287,PROP00571,2023-07-03,Broker,Cerrada,282851.0,0.05,14142.55,0.13,1824.85,1.0,2023-07-03,2023-07
SALE000558,CUST00312,PROP00039,2024-11-17,Referral,En negociación,332076.0,0.04,13283.04,0.066,4956.36,0.36,,
SALE000559,CUST00174,PROP00573,2023-03-12,Broker,Cerrada,225570.0,0.05,11278.5,0.0962,1524.12,1.0,2023-03-12,2023-03
SALE000560,CUST00393,PROP00397,2023-09-17,Broker,Cerrada,569276.0,0.05,28463.8,0.159,7906.61,1.0,2022-04-01,2022-04
SALE000561,CUST00560,PROP00065,2024-10-20,Broker,En negociación,323067.0,0.05,16153.35,0.1936,2307.62,0.41,2023-09-29,2023-09
SALE000562,CUST00575,PROP00605,2022-06-27,Broker,Cerrada,233839.0,0.05,11691.95,0.0583,942.9,1.0,2022-06-27,2022-06
SALE000563,CUST00342,PROP00873,2023-09-02,Referral,Cerrada,632129.0,0.04,25285.16,0.1027,1898.29,1.0,2023-09-02,2023-09
SALE000564,CUST00581,PROP00075,2022-04-22,Broker,Cerrada,316442.0,0.05,15822.1,0.0904,1631.14,1.0,2022-04-22,2022-04
SALE000565,CUST00601,PROP00804,2023-11-09,Broker,En negociación,484318.0,0.05,24215.9,0.054,4363.23,0.66,2022-10-03,2022-10
SALE000566,CUST00058,PROP00760,2023-02-09,Broker,Cerrada,540298.0,0.05,27014.9,0.2061,1589.11,1.0,2023-02-09,2023-02
SALE000567,CUST00413,PROP00494,2024-11-24,Referral,Cerrada,672870.0,0.04,26914.8,0.0425,7158.19,1.0,2022-04-11,2022-04
SALE000568,CUST00503,PROP00812,2023-03-31,Direct,Cerrada,889606.0,0.025,22240.15,0.0597,3282.68,1.0,2022-09-24,2022-09
SALE000569,CUST00011,PROP00279,2022-05-26,Digital,Cerrada,486221.0,0.03,14586.63,0.0382,2826.87,1.0,2022-05-12,2022-05
SALE000570,CUST00393,PROP00649,2024-07-03,Digital,Cerrada,423409.0,0.03,12702.27,0.151,1135.14,1.0,2022-04-01,2022-04
SALE000571,CUST00594,PROP00629,2024-06-17,Direct,Cerrada,303808.0,0.025,7595.2,0.1284,1574.13,1.0,2023-01-08,2023-01
SALE000572,CUST00175,PROP00523,2024-02-05,Broker,Cerrada,168962.0,0.05,8448.1,0.1111,2484.74,1.0,2022-12-04,2022-12
SALE000573,CUST00558,PROP00751,2024-03-31,Broker,Cerrada,377514.0,0.05,18875.7,0.0593,2796.4,1.0,2022-01-10,2022-01
SALE000574,CUST00608,PROP00789,2022-10-22,Digital,Cerrada,407271.0,0.03,12218.13,0.0302,3085.39,1.0,2022-04-25,2022-04
SALE000575,CUST00413,PROP00708,2023-12-02,Broker,Cerrada,404072.0,0.05,20203.6,0.1331,1622.78,1.0,2022-04-11,2022-04
SALE000576,CUST00410,PROP00530,2022-02-16,Digital,Cerrada,470883.0,0.03,14126.49,0.1117,4130.55,1.0,2022-02-16,2022-02
SALE000577,CUST00348,PROP00880,2022-08-08,Digital,Cerrada,819236.0,0.03,24577.08,0.1666,2048.09,1.0,2022-05-06,2022-05
SALE000578,CUST00266,PROP00501,2024-10-23,Broker,Cerrada,447909.0,0.05,22395.45,0.0972,1279.74,1.0,2023-04-05,2023-04
SALE000579,CUST00295,PROP00574,2024-03-22,Digital,Cerrada,244738.0,0.03,7342.14,0.0467,406.54,1.0,2022-01-03,2022-01
SALE000580,CUST00340,PROP00170,2022-09-19,Digital,Cerrada,286848.0,0.03,8605.44,0.0678,185.42,1.0,2022-02-26,2022-02
SALE000581,CUST00314,PROP00290,2022-04-27,Broker,Cerrada,255400.0,0.05,12770.0,0.1464,2011.02,1.0,2022-04-27,2022-04
SALE000582,CUST00537,PROP00815,2024-11-07,Referral,Cerrada,192258.0,0.04,7690.32,0.0259,869.95,1.0,2023-06-03,2023-06
SALE000583,CUST00500,PROP00449,2022-04-28,Referral,Cerrada,786884.0,0.04,31475.36,0.1607,2216.57,1.0,2022-04-28,2022-04
SALE000584,CUST00226,PROP00461,2022-10-16,Broker,Cerrada,152614.0,0.05,7630.7,0.1362,620.38,1.0,2022-04-12,2022-04
SALE000585,CUST00334,PROP00735,2022-07-22,Broker,Cerrada,412312.0,0.05,20615.6,0.1261,1431.64,1.0,2022-07-22,2022-07
SALE000586,CUST00140,PROP00294,2022-01-10,Broker,Cerrada,392504.0,0.05,19625.2,0.1203,2453.15,1.0,2022-01-10,2022-01
SALE000587,CUST00115,PROP00239,2022-12-08,Broker,Cerrada,468716.0,0.05,23435.8,0.0714,1775.44,1.0,2022-09-30,2022-09
SALE000588,CUST00240,PROP00008,2024-11-30,Broker,Cerrada,383099.0,0.05,19154.95,0.0974,1781.86,1.0,2023-11-01,2023-11
SALE000589,CUST00038,PROP00209,2023-01-11,Broker,Cerrada,265999.0,0.05,13299.95,0.1982,660.05,1.0,2023-01-11,2023-01
SALE000590,CUST00556,PROP00461,2023-07-08,Referral,Cerrada,149955.0,0.04,5998.2,0.1512,609.57,1.0,2022-03-11,2022-03
SALE000591,CUST00083,PROP00653,2024-03-28,Referral,Cerrada,919079.0,0.04,36763.16,0.0948,5638.52,1.0,2023-06-19,2023-06
SALE000592,CUST00213,PROP00297,2023-09-03,Referral,Cerrada,160192.0,0.04,6407.68,0.0689,1930.02,1.0,2022-09-27,2022-09
SALE000593,CUST00164,PROP00400,2024-03-26,Digital,Cerrada,313430.0,0.03,9402.9,0.1005,760.75,1.0,2024-03-26,2024-03
SALE000594,CUST00135,PROP00200,2023-12-26,Referral,Cancelada,172477.0,0.04,6899.08,0.1231,2129.35,0.0,2023-02-04,2023-02
SALE000595,CUST00240,PROP00735,2023-11-01,Referral,Cerrada,390755.0,0.04,15630.2,0.1718,1356.79,1.0,2023-11-01,2023-11
SALE000596,CUST00468,PROP00473,2023-12-11,Direct,Cancelada,757613.0,0.025,18940.32,0.0543,3905.22,0.0,2022-01-31,2022-01
SALE000597,CUST00581,PROP00130,2024-05-21,Referral,Cancelada,177192.0,0.04,7087.68,0.1004,703.14,0.0,2022-04-22,2022-04
SALE000598,CUST00123,PROP00549,2024-02-23,Referral,Cancelada,851461.0,0.04,34058.44,0.0938,2956.46,0.0,2023-01-12,2023-01
SALE000599,CUST00156,PROP00303,2024-05-12,Referral,Cerrada,178619.0,0.04,7144.76,0.105,1464.09,1.0,2022-01-13,2022-01
SALE000600,CUST00306,PROP00779,2022-06-06,Digital,Cerrada,498710.0,0.03,14961.3,0.1496,4795.29,1.0,2022-06-06,2022-06
SALE000601,CUST00208,PROP00242,2024-01-15,Broker,Cerrada,768809.0,0.05,38440.45,0.1692,6926.21,1.0,2023-01-04,2023-01
SALE000602,CUST00520,PROP00779,2024-03-20,Broker,Cerrada,478177.0,0.05,23908.85,0.1846,4597.86,1.0,2022-10-06,2022-10
SALE000603,CUST00145,PROP00629,2022-11-23,Digital,Cerrada,325107.0,0.03,9753.21,0.0673,1684.49,1.0,2022-03-03,2022-03
SALE000604,CUST00262,PROP00122,2024-08-21,Broker,En negociación,355732.0,0.05,17786.6,0.1625,3522.1,0.39,2022-01-18,2022-01
SALE000605,CUST00355,PROP00684,2022-11-28,Broker,Cerrada,411321.0,0.05,20566.05,0.1412,2876.37,1.0,2022-11-19,2022-11
SALE000606,CUST00248,PROP00649,2022-10-04,Broker,Cerrada,480847.0,0.05,24042.35,0.0359,1289.13,1.0,2022-02-05,2022-02
SALE000607,CUST00402,PROP00411,2024-08-12,Broker,Cerrada,285605.0,0.05,14280.25,0.1393,5192.82,1.0,2022-12-06,2022-12
SALE000608,CUST00520,PROP00145,2022-10-06,Direct,Cerrada,355357.0,0.025,8883.93,0.0983,2520.26,1.0,2022-10-06,2022-10
SALE000609,CUST00346,PROP00431,2023-04-01,Broker,Cerrada,725555.0,0.05,36277.75,0.1315,1884.56,1.0,2022-03-25,2022-03
SALE000610,CUST00297,PROP00548,2023-02-12,Broker,Cerrada,322517.0,0.05,16125.85,0.1646,2287.35,1.0,2023-02-12,2023-02
SALE000611,CUST00619,PROP00119,2024-09-19,Digital,Cerrada,198145.0,0.03,5944.35,0.1796,1572.58,1.0,2022-12-17,2022-12
SALE000612,CUST00639,PROP00307,2023-05-09,Broker,Cerrada,987126.0,0.05,49356.3,0.0648,10501.34,1.0,2022-05-14,2022-05
SALE000613,CUST00647,PROP00632,2024-02-04,Digital,Cerrada,168929.0,0.03,5067.87,0.1076,2165.76,1.0,2022-09-23,2022-09
SALE000614,CUST00011,PROP00498,2024-05-15,Digital,Cerrada,324491.0,0.03,9734.73,0.0687,832.03,1.0,2022-05-12,2022-05
SALE000615,CUST00545,PROP00894,2023-11-19,Broker,Cerrada,369373.0,0.05,18468.65,0.0512,2147.52,1.0,2022-02-27,2022-02
SALE000616,CUST00585,PROP00196,2024-11-02,Digital,Cerrada,181653.0,0.03,5449.59,0.1836,1651.39,1.0,2022-07-12,2022-07
SALE000617,CUST00524,PROP00701,2024-05-25,Broker,Cerrada,366402.0,0.05,18320.1,0.0958,2319.0,1.0,2022-03-07,2022-03
SALE000618,CUST00488,PROP00383,2023-03-18,Digital,Cerrada,366465.0,0.03,10993.95,0.1625,2617.61,1.0,2022-08-20,2022-08
SALE000619,CUST00238,PROP00201,2024-11-09,Direct,En negociación,405912.0,0.025,10147.8,0.1067,2670.47,0.38,2022-03-21,2022-03
SALE000620,CUST00472,PROP00857,2023-08-02,Direct,Cerrada,339228.0,0.025,8480.7,0.0445,3141.0,1.0,2022-03-03,2022-03
SALE000621,CUST00377,PROP00561,2022-01-28,Broker,Cerrada,735125.0,0.05,36756.25,0.1943,4153.25,1.0,2022-01-28,2022-01
SALE000622,CUST00541,PROP00482,2022-10-18,Referral,Cerrada,291689.0,0.04,11667.56,0.0217,1957.64,1.0,2022-10-18,2022-10
SALE000623,CUST00229,PROP00266,2023-11-13,Referral,Cerrada,374704.0,0.04,14988.16,0.0871,1993.11,1.0,2022-07-21,2022-07
SALE000624,CUST00483,PROP00794,2022-06-20,Referral,Cerrada,377596.0,0.04,15103.84,0.1168,1262.86,1.0,2022-06-20,2022-06
SALE000625,CUST00510,PROP00028,2023-10-10,Broker,En negociación,715584.0,0.05,35779.2,0.2065,4390.09,0.74,2022-03-04,2022-03
SALE000626,CUST00543,PROP00104,2023-02-04,Digital,Cerrada,379060.0,0.03,11371.8,0.0989,4622.68,1.0,2023-02-04,2023-02
SALE000627,CUST00112,PROP00162,2023-08-14,Broker,Cerrada,332064.0,0.05,16603.2,0.133,1021.74,1.0,2022-09-14,2022-09
SALE000628,CUST00562,PROP00588,2022-01-03,Broker,Cerrada,350209.0,0.05,17510.45,0.1769,7782.42,1.0,2022-01-03,2022-01
SALE000629,CUST00141,PROP00093,2024-07-20,Digital,En negociación,702072.0,0.03,21062.16,0.1081,2317.07,0.62,2022-09-26,2022-09
SALE000630,CUST00610,PROP00718,2023-02-05,Digital,En negociación,296962.0,0.03,8908.86,0.1921,1821.85,0.55,2022-09-20,2022-09
SALE000631,CUST00026,PROP00177,2022-05-31,Broker,Cerrada,237093.0,0.05,11854.65,0.0547,1324.54,1.0,2022-05-31,2022-05
SALE000632,CUST00146,PROP00609,2023-04-21,Referral,Cerrada,890552.0,0.04,35622.08,0.1269,6957.44,1.0,2023-03-21,2023-03
SALE000633,CUST00396,PROP00717,2023-06-16,Digital,Cerrada,354324.0,0.03,10629.72,0.1114,1845.44,1.0,2022-11-30,2022-11
SALE000634,CUST00354,PROP00791,2023-11-27,Direct,Cerrada,194996.0,0.025,4874.9,0.0544,809.11,1.0,2022-04-05,2022-04
SALE000635,CUST00448,PROP00264,2023-08-02,Referral,Cerrada,500664.0,0.04,20026.56,0.066,4279.18,1.0,2023-06-06,2023-06
SALE000636,CUST00263,PROP00068,2022-02-23,Referral,Cerrada,793306.0,0.04,31732.24,0.0378,4335.01,1.0,2022-02-23,2022-02
SALE000637,CUST00003,PROP00682,2024-08-18,Referral,Cerrada,805714.0,0.04,32228.56,0.0294,2582.42,1.0,2022-01-01,2022-01
SALE000638,CUST00402,PROP00404,2023-05-10,Broker,Cerrada,315549.0,0.05,15777.45,0.1584,4507.84,1.0,2022-12-06,2022-12
