order_id,cliente_id,producto_id,fecha,cantidad,precio_unitario,descuento_pct,canal,ingreso_neto
ORD003267,CLI0016,PRD007,2022-06-17,4,547.23,0.05,Tienda Física,2079.47
ORD003268,CLI0136,PRD026,2023-05-08,4,36.31,0.1,App Móvil,130.72
ORD003269,CLI0105,PRD068,2023-10-16,2,461.98,0.0,Online,923.96
ORD003270,CLI0400,PRD053,2022-11-25,2,290.91,0.0,Online,581.82
ORD003271,CLI0410,PRD034,2023-12-12,5,426.71,0.0,Tienda Física,2133.55
ORD003272,CLI0318,PRD053,2022-11-26,4,290.91,0.1,Online,1047.28
ORD003273,CLI0455,PRD026,2022-06-23,1,36.31,0.0,Online,36.31
ORD003274,CLI0233,PRD025,2023-05-14,3,523.4,0.15,App Móvil,1334.67
ORD003275,CLI0121,PRD068,2022-12-16,4,461.98,0.0,Tienda Física,1847.92
ORD003276,CLI0166,PRD044,2022-01-16,2,194.96,0.05,Marketplace,370.42
ORD003277,CLI0071,PRD027,2022-03-15,4,340.37,0.0,Tienda Física,1361.48
ORD003278,CLI0451,PRD044,2022-07-09,4,194.96,0.0,Online,779.84
ORD003279,CLI0303,PRD075,2023-11-01,2,168.7,0.0,App Móvil,337.4
ORD003280,CLI0387,PRD018,2023-12-22,1,311.99,0.1,Marketplace,280.79
ORD003281,CLI0141,PRD019,2023-04-04,1,438.21,0.0,Tienda Física,438.21
ORD003282,CLI0360,PRD038,2022-04-22,4,462.06,0.0,Online,1848.24
ORD003283,CLI0166,PRD007,2023-03-23,4,547.23,0.15,Online,1860.58
ORD003284,CLI0224,PRD008,2023-12-07,2,479.3,0.05,App Móvil,910.67
ORD003285,CLI0326,PRD003,2023-10-11,3,236.64,0.1,Online,638.93
ORD003286,CLI0491,PRD015,2022-10-10,3,343.78,0.1,Online,928.21
ORD003287,CLI0280,PRD059,2022-05-11,5,364.93,0.05,Online,1733.42
ORD003288,CLI0356,PRD021,2023-12-26,3,382.93,0.0,App Móvil,1148.79
ORD003289,CLI0298,PRD041,2023-12-06,3,583.66,0.0,Online,1750.98
ORD003290,CLI0212,PRD062,2022-02-26,3,61.06,0.0,Tienda Física,183.18
ORD003291,CLI0467,PRD005,2023-11-24,1,580.23,0.0,Tienda Física,580.23
ORD003292,CLI0481,PRD022,2022-04-13,4,373.28,0.05,App Móvil,1418.46
ORD003293,CLI0156,PRD080,2022-03-08,5,306.33,0.15,Online,1301.9
ORD003294,CLI0448,PRD055,2023-10-21,1,270.14,0.05,Online,256.63
ORD003295,CLI0226,PRD059,2023-03-25,1,364.93,0.0,Online,364.93
ORD003296,CLI0370,PRD051,2022-12-14,3,570.09,0.1,Online,1539.24
ORD003297,CLI0259,PRD078,2023-12-27,4,130.9,0.0,Online,523.6
ORD003298,CLI0384,PRD015,2023-11-30,1,343.78,0.0,Online,343.78
ORD003299,CLI0436,PRD008,2022-03-02,4,479.3,0.0,Online,1917.2
ORD003300,CLI0212,PRD068,2023-06-12,2,461.98,0.1,App Móvil,831.56
ORD003301,CLI0351,PRD003,2023-11-02,1,236.64,0.05,Online,224.81
ORD003302,CLI0254,PRD053,2023-04-09,1,290.91,0.05,Marketplace,276.36
ORD003303,CLI0400,PRD003,2024-03-14,3,236.64,0.1,Online,638.93
ORD003304,CLI0096,PRD037,2023-08-05,3,534.5,0.05,Online,1523.32
ORD003305,CLI0365,PRD059,2022-04-20,3,364.93,0.0,App Móvil,1094.79
ORD003306,CLI0298,PRD053,2022-07-12,4,290.91,0.05,App Móvil,1105.46
ORD003307,CLI0226,PRD053,2023-11-25,5,290.91,0.0,Online,1454.55
ORD003308,CLI0185,PRD017,2024-03-28,5,454.64,0.0,App Móvil,2273.2
ORD003309,CLI0351,PRD028,2022-04-14,4,141.52,0.05,App Móvil,537.78
ORD003310,CLI0174,PRD062,2022-04-16,3,61.06,0.0,Tienda Física,183.18
ORD003311,CLI0017,PRD004,2023-10-26,2,358.7,0.1,Tienda Física,645.66
ORD003312,CLI0475,PRD054,2022-03-09,4,299.34,0.0,Online,1197.36
ORD003313,CLI0224,PRD051,2022-03-14,4,570.09,0.0,Online,2280.36
ORD003314,CLI0083,PRD037,2023-12-21,5,534.5,0.0,Online,2672.5
ORD003315,CLI0113,PRD034,2023-11-14,4,426.71,0.05,Online,1621.5
ORD003316,CLI0415,PRD068,2023-12-18,1,461.98,0.0,Tienda Física,461.98
ORD003317,CLI0166,PRD041,2023-07-08,3,583.66,0.1,Online,1575.88
ORD003318,CLI0141,PRD009,2022-11-05,4,49.35,0.0,Online,197.4
ORD003319,CLI0244,PRD078,2023-12-28,5,130.9,0.0,Online,654.5
ORD003320,CLI0015,PRD014,2022-10-18,2,69.28,0.0,Tienda Física,138.56
ORD003321,CLI0281,PRD068,2022-09-23,5,461.98,0.15,Tienda Física,1963.42
ORD003322,CLI0021,PRD004,2023-12-20,2,358.7,0.0,App Móvil,717.4
ORD003323,CLI0418,PRD040,2023-07-31,2,186.0,0.0,Marketplace,372.0
ORD003324,CLI0215,PRD051,2023-12-24,5,570.09,0.0,Marketplace,2850.45
ORD003325,CLI0110,PRD005,2022-06-10,1,580.23,0.05,Online,551.22
ORD003326,CLI0228,PRD062,2024-02-10,2,61.06,0.0,Online,122.12
ORD003327,CLI0088,PRD026,2023-06-10,5,36.31,0.0,Tienda Física,181.55
ORD003328,CLI0161,PRD052,2023-07-22,5,457.55,0.1,Online,2058.98
ORD003329,CLI0066,PRD068,2024-01-01,1,461.98,0.15,Online,392.68
ORD003330,CLI0335,PRD054,2022-11-29,5,299.34,0.0,App Móvil,1496.7
ORD003331,CLI0489,PRD048,2023-09-10,3,40.26,0.0,Online,120.78
ORD003332,CLI0243,PRD034,2023-07-01,5,426.71,0.0,Tienda Física,2133.55
ORD003333,CLI0050,PRD006,2023-11-09,3,320.36,0.15,App Móvil,816.92
ORD003334,CLI0038,PRD075,2023-12-25,3,168.7,0.05,App Móvil,480.79
ORD003335,CLI0417,PRD054,2023-07-31,2,299.34,0.0,App Móvil,598.68
ORD003336,CLI0175,PRD058,2022-03-13,3,267.22,0.05,App Móvil,761.58
ORD003337,CLI0149,PRD047,2022-06-30,3,441.16,0.0,Online,1323.48
ORD003338,CLI0051,PRD041,2024-02-12,3,583.66,0.0,Tienda Física,1750.98
ORD003339,CLI0332,PRD006,2024-02-27,2,320.36,0.2,Online,512.58
ORD003340,CLI0032,PRD018,2024-02-26,3,311.99,0.0,Marketplace,935.97
ORD003341,CLI0453,PRD046,2022-02-08,1,38.12,0.0,Online,38.12
ORD003342,CLI0105,PRD025,2022-11-30,5,523.4,0.05,Online,2486.15
ORD003343,CLI0035,PRD006,2023-10-22,3,320.36,0.05,Marketplace,913.03
ORD003344,CLI0351,PRD053,2023-10-15,2,290.91,0.0,Tienda Física,581.82
ORD003345,CLI0178,PRD048,2022-04-01,5,40.26,0.05,Online,191.24
ORD003346,CLI0349,PRD046,2023-06-07,3,38.12,0.1,Online,102.92
ORD003347,CLI0020,PRD066,2022-05-31,4,183.17,0.1,Tienda Física,659.41
ORD003348,CLI0431,PRD056,2023-02-08,5,204.92,0.0,Tienda Física,1024.6
ORD003349,CLI0155,PRD003,2022-08-16,5,236.64,0.0,Tienda Física,1183.2
ORD003350,CLI0379,PRD064,2022-02-25,2,120.71,0.15,Online,205.21
ORD003351,CLI0468,PRD049,2022-03-26,3,17.84,0.05,App Móvil,50.84
ORD003352,CLI0268,PRD051,2023-12-30,5,570.09,0.0,Online,2850.45
ORD003353,CLI0168,PRD075,2023-10-06,3,168.7,0.1,Marketplace,455.49
ORD003354,CLI0157,PRD012,2024-01-20,2,592.23,0.0,Tienda Física,1184.46
ORD003355,CLI0344,PRD056,2023-01-14,3,204.92,0.2,Marketplace,491.81
ORD003356,CLI0003,PRD027,2022-12-13,1,340.37,0.05,Online,323.35
ORD003357,CLI0074,PRD006,2022-11-20,5,320.36,0.15,Marketplace,1361.53
ORD003358,CLI0324,PRD047,2023-06-13,3,441.16,0.05,App Móvil,1257.31
ORD003359,CLI0013,PRD027,2022-11-17,2,340.37,0.1,Tienda Física,612.67
ORD003360,CLI0145,PRD003,2023-10-08,3,236.64,0.0,Marketplace,709.92
ORD003361,CLI0324,PRD050,2023-11-14,1,441.75,0.0,App Móvil,441.75
ORD003362,CLI0126,PRD031,2023-12-16,4,260.83,0.0,Marketplace,1043.32
ORD003363,CLI0466,PRD047,2022-08-20,3,441.16,0.15,App Móvil,1124.96
ORD003364,CLI0488,PRD003,2023-03-15,1,236.64,0.05,Marketplace,224.81
ORD003365,CLI0017,PRD044,2022-07-31,3,194.96,0.0,Online,584.88
ORD003366,CLI0088,PRD048,2022-02-09,1,40.26,0.0,Online,40.26
ORD003367,CLI0454,PRD048,2023-08-28,2,40.26,0.05,Tienda Física,76.49
ORD003368,CLI0017,PRD062,2023-04-08,5,61.06,0.05,App Móvil,290.04
ORD003369,CLI0244,PRD079,2023-09-14,4,350.58,0.05,Online,1332.2
ORD003370,CLI0475,PRD005,2022-04-03,3,580.23,0.1,Online,1566.62
ORD003371,CLI0295,PRD044,2024-03-27,3,194.96,0.0,Online,584.88
ORD003372,CLI0154,PRD069,2024-03-26,3,305.33,0.05,Marketplace,870.19
ORD003373,CLI0004,PRD056,2023-01-09,1,204.92,0.0,App Móvil,204.92
ORD003374,CLI0197,PRD079,2023-12-11,2,350.58,0.0,Online,701.16
ORD003375,CLI0271,PRD062,2022-08-21,5,61.06,0.0,Online,305.3
ORD003376,CLI0041,PRD062,2023-09-29,5,61.06,0.1,Marketplace,274.77
ORD003377,CLI0265,PRD009,2023-12-17,1,49.35,0.0,Online,49.35
ORD003378,CLI0203,PRD027,2023-11-20,5,340.37,0.0,Tienda Física,1701.85
ORD003379,CLI0163,PRD053,2023-11-19,1,290.91,0.05,Marketplace,276.36
ORD003380,CLI0487,PRD051,2023-01-07,3,570.09,0.0,Marketplace,1710.27
ORD003381,CLI0447,PRD064,2023-11-22,5,120.71,0.1,Online,543.19
ORD003382,CLI0348,PRD079,2023-08-10,2,350.58,0.1,Tienda Física,631.04
ORD003383,CLI0296,PRD022,2022-05-20,5,373.28,0.05,Marketplace,1773.08
ORD003384,CLI0237,PRD046,2022-05-01,5,38.12,0.0,Online,190.6
ORD003385,CLI0036,PRD069,2023-11-02,3,305.33,0.0,Tienda Física,915.99
ORD003386,CLI0154,PRD068,2023-06-19,5,461.98,0.0,App Móvil,2309.9
ORD003387,CLI0006,PRD068,2023-03-07,1,461.98,0.05,Online,438.88
ORD003388,CLI0184,PRD056,2023-12-29,3,204.92,0.0,Online,614.76
ORD003389,CLI0237,PRD079,2023-07-15,2,350.58,0.1,Online,631.04
ORD003390,CLI0306,PRD039,2022-12-06,4,131.88,0.2,Online,422.02
ORD003391,CLI0178,PRD012,2022-12-13,2,592.23,0.1,Online,1066.01
ORD003392,CLI0128,PRD014,2023-06-04,3,69.28,0.0,Online,207.84
ORD003393,CLI0356,PRD047,2023-10-23,4,441.16,0.1,Tienda Física,1588.18
ORD003394,CLI0076,PRD068,2023-04-24,2,461.98,0.0,Marketplace,923.96
ORD003395,CLI0063,PRD048,2023-02-24,5,40.26,0.2,Marketplace,161.04
ORD003396,CLI0349,PRD056,2023-09-17,4,204.92,0.0,App Móvil,819.68
ORD003397,CLI0293,PRD039,2023-08-26,2,131.88,0.05,App Móvil,250.57
ORD003398,CLI0435,PRD062,2023-11-26,4,61.06,0.0,Online,244.24
ORD003399,CLI0370,PRD016,2022-03-07,2,89.04,0.05,Online,169.18
ORD003400,CLI0451,PRD051,2023-10-17,3,570.09,0.0,App Móvil,1710.27
ORD003401,CLI0333,PRD019,2023-03-01,4,438.21,0.0,Marketplace,1752.84
ORD003402,CLI0421,PRD048,2022-03-20,5,40.26,0.0,Tienda Física,201.3
ORD003403,CLI0085,PRD046,2023-07-30,2,38.12,0.0,App Móvil,76.24
ORD003404,CLI0266,PRD056,2023-09-07,3,204.92,0.0,Marketplace,614.76
ORD003405,CLI0473,PRD050,2023-03-12,3,441.75,0.15,Tienda Física,1126.46
ORD003406,CLI0395,PRD078,2023-11-11,5,130.9,0.0,App Móvil,654.5
ORD003407,CLI0202,PRD075,2022-10-19,5,168.7,0.05,Marketplace,801.32
ORD003408,CLI0464,PRD028,2022-07-14,2,141.52,0.0,App Móvil,283.04
ORD003409,CLI0157,PRD012,2022-11-17,1,592.23,0.1,Online,533.01
ORD003410,CLI0012,PRD008,2022-12-12,5,479.3,0.2,Marketplace,1917.2
ORD003411,CLI0399,PRD021,2023-08-16,1,382.93,0.0,App Móvil,382.93
ORD003412,CLI0207,PRD022,2023-12-03,2,373.28,0.2,Online,597.25
ORD003413,CLI0018,PRD075,2023-09-11,1,168.7,0.05,Marketplace,160.26
ORD003414,CLI0103,PRD075,2022-06-23,1,168.7,0.05,Online,160.26
ORD003415,CLI0036,PRD023,2022-11-23,1,456.42,0.0,Marketplace,456.42
ORD003416,CLI0499,PRD064,2022-06-12,4,120.71,0.2,App Móvil,386.27
ORD003417,CLI0424,PRD068,2023-08-06,3,461.98,0.15,Online,1178.05
ORD003418,CLI0465,PRD041,2022-08-25,1,583.66,0.0,App Móvil,583.66
ORD003419,CLI0092,PRD070,2023-03-14,4,552.76,0.0,Online,2211.04
ORD003420,CLI0402,PRD079,2023-11-10,1,350.58,0.0,Marketplace,350.58
ORD003421,CLI0282,PRD078,2023-07-24,3,130.9,0.0,Tienda Física,392.7
ORD003422,CLI0148,PRD063,2022-10-17,4,240.04,0.0,Tienda Física,960.16
ORD003423,CLI0335,PRD040,2022-11-09,3,186.0,0.2,Marketplace,446.4
ORD003424,CLI0477,PRD023,2023-07-10,2,456.42,0.15,Online,775.91
ORD003425,CLI0231,PRD079,2023-04-08,5,350.58,0.0,Tienda Física,1752.9
ORD003426,CLI0015,PRD027,2022-04-12,5,340.37,0.0,App Móvil,1701.85
ORD003427,CLI0422,PRD047,2023-12-15,5,441.16,0.05,Online,2095.51
ORD003428,CLI0095,PRD026,2023-02-28,1,36.31,0.15,Online,30.86
ORD003429,CLI0092,PRD050,2023-01-18,2,441.75,0.1,Tienda Física,795.15
ORD003430,CLI0309,PRD012,2022-07-12,2,592.23,0.15,Online,1006.79
ORD003431,CLI0400,PRD068,2022-11-28,1,461.98,0.1,Tienda Física,415.78
ORD003432,CLI0397,PRD050,2022-11-09,2,441.75,0.05,Tienda Física,839.32
ORD003433,CLI0434,PRD046,2022-09-18,2,38.12,0.0,Online,76.24
ORD003434,CLI0442,PRD039,2023-04-27,3,131.88,0.1,Online,356.08
ORD003435,CLI0065,PRD053,2023-01-06,4,290.91,0.05,Online,1105.46
ORD003436,CLI0151,PRD065,2023-12-21,3,220.99,0.1,Online,596.67
ORD003437,CLI0361,PRD075,2024-01-30,4,168.7,0.1,App Móvil,607.32
ORD003438,CLI0196,PRD068,2022-07-28,2,461.98,0.0,Online,923.96
ORD003439,CLI0358,PRD047,2022-04-16,3,441.16,0.0,Marketplace,1323.48
ORD003440,CLI0228,PRD068,2023-11-08,2,461.98,0.15,Online,785.37
ORD003441,CLI0226,PRD051,2024-03-26,1,570.09,0.0,Online,570.09
ORD003442,CLI0014,PRD059,2023-12-10,1,364.93,0.0,App Móvil,364.93
ORD003443,CLI0305,PRD061,2022-01-25,1,597.08,0.05,Online,567.23
ORD003444,CLI0432,PRD044,2022-08-29,4,194.96,0.0,Tienda Física,779.84
ORD003445,CLI0410,PRD050,2022-02-15,1,441.75,0.05,Online,419.66
ORD003446,CLI0169,PRD062,2023-11-22,3,61.06,0.05,Marketplace,174.02
ORD003447,CLI0339,PRD031,2023-05-12,1,260.83,0.05,Online,247.79
ORD003448,CLI0100,PRD063,2023-03-01,2,240.04,0.2,Online,384.06
ORD003449,CLI0317,PRD038,2023-04-13,2,462.06,0.0,Tienda Física,924.12
ORD003450,CLI0205,PRD053,2022-08-30,2,290.91,0.2,Online,465.46
ORD003451,CLI0464,PRD068,2023-06-02,3,461.98,0.1,Marketplace,1247.35
ORD003452,CLI0356,PRD004,2022-02-02,5,358.7,0.15,Marketplace,1524.48
ORD003453,CLI0037,PRD024,2023-07-05,4,507.84,0.1,App Móvil,1828.22
ORD003454,CLI0436,PRD053,2023-09-25,2,290.91,0.0,Online,581.82
ORD003455,CLI0363,PRD011,2023-07-25,5,423.52,0.05,Tienda Física,2011.72
ORD003456,CLI0108,PRD022,2022-11-09,5,373.28,0.0,Online,1866.4
ORD003457,CLI0142,PRD063,2023-11-25,4,240.04,0.05,Online,912.15
ORD003458,CLI0087,PRD005,2023-09-06,2,580.23,0.0,Online,1160.46
ORD003459,CLI0156,PRD056,2022-05-16,1,204.92,0.0,Tienda Física,204.92
ORD003460,CLI0472,PRD006,2022-07-09,5,320.36,0.15,Tienda Física,1361.53
ORD003461,CLI0452,PRD012,2023-06-28,5,592.23,0.15,App Móvil,2516.98
ORD003462,CLI0276,PRD043,2022-10-08,3,372.16,0.05,Tienda Física,1060.66
ORD003463,CLI0182,PRD078,2022-05-06,3,130.9,0.0,Online,392.7
ORD003464,CLI0183,PRD053,2022-06-09,3,290.91,0.1,Online,785.46
ORD003465,CLI0479,PRD031,2022-06-17,5,260.83,0.2,Tienda Física,1043.32
ORD003466,CLI0100,PRD046,2023-01-23,2,38.12,0.0,Tienda Física,76.24
ORD003467,CLI0379,PRD053,2023-06-06,4,290.91,0.0,Online,1163.64
ORD003468,CLI0498,PRD056,2022-06-25,5,204.92,0.15,Tienda Física,870.91
ORD003469,CLI0428,PRD026,2023-09-02,2,36.31,0.0,App Móvil,72.62
ORD003470,CLI0360,PRD021,2022-09-29,2,382.93,0.1,Online,689.27
ORD003471,CLI0450,PRD050,2022-10-31,1,441.75,0.05,App Móvil,419.66
ORD003472,CLI0109,PRD059,2022-07-31,4,364.93,0.05,Marketplace,1386.73
ORD003473,CLI0492,PRD068,2023-11-07,2,461.98,0.0,Marketplace,923.96
ORD003474,CLI0046,PRD054,2024-02-18,1,299.34,0.1,Online,269.41
ORD003475,CLI0007,PRD062,2023-02-07,3,61.06,0.05,Online,174.02
ORD003476,CLI0100,PRD049,2022-02-14,3,17.84,0.15,App Móvil,45.49
ORD003477,CLI0305,PRD053,2022-09-07,1,290.91,0.0,Online,290.91
ORD003478,CLI0124,PRD059,2022-06-11,4,364.93,0.15,Online,1240.76
ORD003479,CLI0317,PRD024,2023-12-02,3,507.84,0.0,Online,1523.52
ORD003480,CLI0056,PRD076,2022-03-31,3,591.83,0.0,Tienda Física,1775.49
ORD003481,CLI0349,PRD037,2024-02-25,2,534.5,0.15,Online,908.65
ORD003482,CLI0115,PRD056,2023-05-19,4,204.92,0.0,Online,819.68
ORD003483,CLI0262,PRD053,2023-03-06,4,290.91,0.0,App Móvil,1163.64
ORD003484,CLI0059,PRD069,2023-12-04,4,305.33,0.0,Tienda Física,1221.32
ORD003485,CLI0486,PRD012,2022-01-30,2,592.23,0.1,Online,1066.01
ORD003486,CLI0189,PRD074,2023-11-04,3,61.96,0.1,Marketplace,167.29
ORD003487,CLI0303,PRD014,2022-05-03,2,69.28,0.15,App Móvil,117.78
ORD003488,CLI0244,PRD015,2023-12-01,2,343.78,0.0,Online,687.56
ORD003489,CLI0298,PRD069,2023-03-18,5,305.33,0.0,Online,1526.65
ORD003490,CLI0228,PRD026,2022-03-06,2,36.31,0.0,App Móvil,72.62
ORD003491,CLI0037,PRD056,2023-11-28,2,204.92,0.2,App Móvil,327.87
ORD003492,CLI0415,PRD048,2022-01-29,4,40.26,0.05,App Móvil,152.99
ORD003493,CLI0322,PRD076,2022-05-26,4,591.83,0.0,Online,2367.32
ORD003494,CLI0127,PRD066,2023-11-13,2,183.17,0.0,Tienda Física,366.34
ORD003495,CLI0043,PRD034,2023-01-09,1,426.71,0.0,Online,426.71
ORD003496,CLI0444,PRD068,2023-12-18,4,461.98,0.1,Marketplace,1663.13
ORD003497,CLI0167,PRD022,2023-06-27,5,373.28,0.05,Online,1773.08
ORD003498,CLI0455,PRD056,2023-06-18,1,204.92,0.05,Tienda Física,194.67
ORD003499,CLI0383,PRD063,2022-10-11,2,240.04,0.0,App Móvil,480.08
ORD003500,CLI0480,PRD062,2022-05-21,5,61.06,0.0,App Móvil,305.3
ORD003501,CLI0330,PRD059,2024-02-20,4,364.93,0.05,Tienda Física,1386.73
ORD003502,CLI0091,PRD068,2022-04-21,4,461.98,0.1,Tienda Física,1663.13
ORD003503,CLI0018,PRD053,2023-03-18,2,290.91,0.0,Marketplace,581.82
ORD003504,CLI0123,PRD075,2022-09-20,3,168.7,0.05,Tienda Física,480.79
ORD003505,CLI0220,PRD015,2022-09-11,1,343.78,0.15,Tienda Física,292.21
ORD003506,CLI0312,PRD039,2023-05-26,5,131.88,0.05,App Móvil,626.43
ORD003507,CLI0448,PRD066,2023-11-13,3,183.17,0.05,Online,522.03
ORD003508,CLI0071,PRD031,2023-11-04,4,260.83,0.1,Tienda Física,938.99
ORD003509,CLI0318,PRD047,2023-12-13,5,441.16,0.0,Online,2205.8
ORD003510,CLI0043,PRD065,2022-10-11,1,220.99,0.0,Online,220.99
ORD003511,CLI0241,PRD051,2023-01-10,5,570.09,0.0,Tienda Física,2850.45
ORD003512,CLI0037,PRD019,2022-01-10,2,438.21,0.0,Online,876.42
ORD003513,CLI0187,PRD018,2023-10-08,2,311.99,0.05,Online,592.78
ORD003514,CLI0304,PRD029,2022-10-21,3,518.3,0.1,Tienda Física,1399.41
ORD003515,CLI0370,PRD029,2023-04-21,2,518.3,0.0,Tienda Física,1036.6
ORD003516,CLI0403,PRD014,2022-06-20,2,69.28,0.2,Online,110.85
ORD003517,CLI0263,PRD068,2023-11-22,4,461.98,0.15,Tienda Física,1570.73
ORD003518,CLI0130,PRD027,2023-11-21,2,340.37,0.0,Online,680.74
ORD003519,CLI0457,PRD068,2023-12-16,4,461.98,0.0,Online,1847.92
ORD003520,CLI0467,PRD078,2022-02-18,2,130.9,0.0,Online,261.8
ORD003521,CLI0484,PRD034,2024-03-24,2,426.71,0.2,App Móvil,682.74
ORD003522,CLI0396,PRD078,2022-08-25,1,130.9,0.05,Tienda Física,124.36
ORD003523,CLI0389,PRD019,2022-10-29,5,438.21,0.1,Marketplace,1971.94
ORD003524,CLI0039,PRD059,2022-08-27,1,364.93,0.2,Tienda Física,291.94
ORD003525,CLI0287,PRD079,2022-09-15,3,350.58,0.05,Marketplace,999.15
ORD003526,CLI0204,PRD068,2023-04-11,2,461.98,0.15,Online,785.37
ORD003527,CLI0130,PRD023,2022-08-17,5,456.42,0.0,Tienda Física,2282.1
ORD003528,CLI0035,PRD026,2022-12-05,1,36.31,0.0,Tienda Física,36.31
ORD003529,CLI0107,PRD026,2023-07-12,3,36.31,0.0,Tienda Física,108.93
ORD003530,CLI0458,PRD076,2023-11-29,3,591.83,0.15,App Móvil,1509.17
ORD003531,CLI0455,PRD025,2023-08-13,5,523.4,0.0,Tienda Física,2617.0
ORD003532,CLI0372,PRD050,2023-05-25,1,441.75,0.0,Online,441.75
ORD003533,CLI0051,PRD038,2022-06-04,5,462.06,0.1,App Móvil,2079.27
ORD003534,CLI0344,PRD039,2023-11-20,1,131.88,0.0,Online,131.88
ORD003535,CLI0064,PRD044,2022-02-09,2,194.96,0.05,Online,370.42
ORD003536,CLI0342,PRD037,2022-09-11,5,534.5,0.0,Tienda Física,2672.5
ORD003537,CLI0017,PRD056,2022-03-02,2,204.92,0.0,Online,409.84
ORD003538,CLI0143,PRD046,2023-07-21,3,38.12,0.0,App Móvil,114.36
ORD003539,CLI0062,PRD047,2022-11-24,2,441.16,0.1,Online,794.09
ORD003540,CLI0467,PRD050,2023-07-09,5,441.75,0.0,App Móvil,2208.75
ORD003541,CLI0285,PRD039,2022-11-15,1,131.88,0.0,Online,131.88
ORD003542,CLI0462,PRD063,2022-12-31,5,240.04,0.1,Online,1080.18
ORD003543,CLI0011,PRD050,2023-01-02,2,441.75,0.0,Online,883.5
ORD003544,CLI0370,PRD050,2022-02-17,3,441.75,0.0,App Móvil,1325.25
ORD003545,CLI0240,PRD022,2022-12-20,2,373.28,0.05,Online,709.23
ORD003546,CLI0235,PRD005,2023-07-01,4,580.23,0.15,Online,1972.78
ORD003547,CLI0437,PRD068,2023-04-04,4,461.98,0.15,Online,1570.73
ORD003548,CLI0024,PRD069,2022-03-21,1,305.33,0.0,Online,305.33
ORD003549,CLI0473,PRD025,2023-07-22,2,523.4,0.05,Marketplace,994.46
ORD003550,CLI0015,PRD039,2022-10-28,4,131.88,0.05,Tienda Física,501.14
ORD003551,CLI0182,PRD039,2022-01-16,3,131.88,0.0,Tienda Física,395.64
ORD003552,CLI0070,PRD061,2022-06-10,3,597.08,0.0,Online,1791.24
ORD003553,CLI0262,PRD019,2023-02-12,2,438.21,0.15,Tienda Física,744.96
ORD003554,CLI0298,PRD078,2022-10-30,4,130.9,0.1,App Móvil,471.24
ORD003555,CLI0322,PRD008,2023-08-14,5,479.3,0.05,Online,2276.67
ORD003556,CLI0400,PRD078,2022-08-17,1,130.9,0.0,Marketplace,130.9
ORD003557,CLI0376,PRD008,2023-11-02,4,479.3,0.05,Online,1821.34
ORD003558,CLI0475,PRD032,2022-10-05,5,125.04,0.0,Online,625.2
ORD003559,CLI0225,PRD025,2023-06-16,2,523.4,0.0,App Móvil,1046.8
ORD003560,CLI0088,PRD026,2023-11-13,3,36.31,0.15,Tienda Física,92.59
ORD003561,CLI0078,PRD080,2022-12-02,3,306.33,0.2,Tienda Física,735.19
ORD003562,CLI0138,PRD048,2022-02-19,4,40.26,0.2,Marketplace,128.83
ORD003563,CLI0302,PRD012,2023-03-24,4,592.23,0.1,App Móvil,2132.03
ORD003564,CLI0028,PRD079,2024-03-27,5,350.58,0.05,Marketplace,1665.26
ORD003565,CLI0478,PRD025,2024-02-28,3,523.4,0.0,Tienda Física,1570.2
ORD003566,CLI0495,PRD008,2022-07-29,5,479.3,0.15,Tienda Física,2037.02
ORD003567,CLI0083,PRD004,2023-10-18,3,358.7,0.0,Tienda Física,1076.1
ORD003568,CLI0391,PRD048,2022-11-14,2,40.26,0.0,Online,80.52
ORD003569,CLI0299,PRD075,2022-06-13,4,168.7,0.0,Online,674.8
ORD003570,CLI0241,PRD004,2023-07-20,3,358.7,0.1,App Móvil,968.49
ORD003571,CLI0368,PRD062,2023-02-16,4,61.06,0.0,Online,244.24
ORD003572,CLI0288,PRD026,2023-03-28,4,36.31,0.1,App Móvil,130.72
ORD003573,CLI0162,PRD022,2023-11-25,1,373.28,0.05,Online,354.62
ORD003574,CLI0282,PRD062,2022-11-11,3,61.06,0.0,Online,183.18
ORD003575,CLI0068,PRD063,2023-07-21,1,240.04,0.15,Online,204.03
ORD003576,CLI0128,PRD053,2022-11-23,3,290.91,0.1,Online,785.46
ORD003577,CLI0487,PRD022,2022-02-14,4,373.28,0.0,Online,1493.12
ORD003578,CLI0093,PRD003,2022-11-28,4,236.64,0.0,Online,946.56
ORD003579,CLI0300,PRD062,2024-02-08,1,61.06,0.05,Tienda Física,58.01
ORD003580,CLI0149,PRD056,2023-01-28,5,204.92,0.0,Online,1024.6
ORD003581,CLI0233,PRD046,2022-04-24,4,38.12,0.0,Online,152.48
ORD003582,CLI0124,PRD022,2023-08-07,2,373.28,0.15,Online,634.58
ORD003583,CLI0285,PRD064,2024-02-22,3,120.71,0.0,Online,362.13
ORD003584,CLI0279,PRD008,2023-12-29,1,479.3,0.0,Marketplace,479.3
ORD003585,CLI0309,PRD059,2023-05-02,2,364.93,0.0,App Móvil,729.86
ORD003586,CLI0155,PRD062,2022-11-28,4,61.06,0.0,Online,244.24
ORD003587,CLI0290,PRD022,2023-05-11,5,373.28,0.0,Online,1866.4
ORD003588,CLI0365,PRD049,2023-11-20,3,17.84,0.0,Online,53.52
