customer_id,signup_date,segment,age_group,region,country,city
100398,2025-01-23,Básico,18-24,Caribe,República Dominicana,Santiago
100399,2023-03-23,Básico,25-34,Caribe,Panamá,Ciudad de Panamá
100400,2024-12-03,Básico,55+,Caribe,Panamá,Ciudad de Panamá
100401,2023-02-18,Premium,55+,Cono Sur,Argentina,Buenos Aires
100402,2026-01-12,Básico,25-34,Cono Sur,Uruguay,Montevideo
100403,2025-10-24,Plus,25-34,Andina,Ecuador,Quito
100404,2024-08-10,Básico,35-44,Cono Sur,Argentina,Buenos Aires
100405,2024-03-08,Premium,25-34,Cono Sur,Paraguay,Asunción
100406,2025-04-25,Básico,55+,Caribe,República Dominicana,Santiago
100407,2025-01-06,Básico,25-34,Cono Sur,Argentina,Córdoba
100408,2025-03-25,Plus,25-34,Andina,Colombia,Bogotá
100409,2024-08-18,Básico,25-34,Cono Sur,Argentina,Rosario
100410,2023-09-30,Plus,18-24,Centroamérica,Guatemala,Ciudad de Guatemala
100411,2023-03-26,Básico,25-34,Centroamérica,Honduras,Tegucigalpa
100412,2023-11-24,Básico,45-54,Andina,Perú,Lima
100413,2024-09-02,Básico,18-24,Cono Sur,Paraguay,Asunción
100414,2024-05-04,Plus,35-44,Andina,Perú,Cusco
100415,2024-08-07,Básico,25-34,Andina,Perú,Arequipa
100416,2023-11-17,Básico,18-24,Andina,Perú,Cusco
100417,2025-12-19,Básico,18-24,Centroamérica,Guatemala,Ciudad de Guatemala
100418,2024-02-28,Básico,25-34,Andina,Ecuador,Guayaquil
100419,2025-09-04,Básico,18-24,Cono Sur,Argentina,Rosario
100420,2024-03-27,Premium,25-34,Centroamérica,El Salvador,San Salvador
100421,2024-05-27,Básico,45-54,Andina,Ecuador,Guayaquil
100422,2024-11-28,Plus,35-44,Andina,Ecuador,Quito
100423,2023-10-31,Básico,55+,Andina,Perú,Lima
100424,2023-09-11,Básico,25-34,Pacífica,Chile,Valparaíso
100425,2024-03-13,Básico,35-44,Cono Sur,Paraguay,Asunción
100426,2025-07-17,Básico,35-44,Andina,Colombia,Bogotá
100427,2023-06-17,Básico,25-34,Cono Sur,Uruguay,Montevideo
100428,2024-05-20,Básico,25-34,Andina,Ecuador,Quito
100429,2025-02-15,Básico,35-44,Cono Sur,Paraguay,Asunción
100430,2025-03-26,Premium,45-54,Cono Sur,Paraguay,Asunción
100431,2024-05-16,Básico,25-34,Centroamérica,Guatemala,Ciudad de Guatemala
100432,2023-04-05,Básico,25-34,Centroamérica,El Salvador,San Salvador
100433,2023-01-19,Básico,55+,Cono Sur,Argentina,Buenos Aires
100434,2024-06-26,Básico,18-24,Andina,Perú,Lima
100435,2025-07-24,Plus,55+,Andina,Ecuador,Guayaquil
100436,2023-02-02,Básico,45-54,Andina,Perú,Lima
100437,2025-10-22,Plus,45-54,Pacífica,México,Guadalajara
100438,2025-02-19,Básico,45-54,Centroamérica,Honduras,San Pedro Sula
100439,2023-01-10,Básico,25-34,Pacífica,Chile,Santiago
100440,2024-02-01,Premium,35-44,Cono Sur,Argentina,Buenos Aires
100441,2023-09-12,Básico,45-54,Andina,Perú,Lima
100442,2026-01-01,Plus,45-54,Centroamérica,El Salvador,San Salvador
100443,2024-10-02,Básico,25-34,Andina,Perú,Cusco
100444,2024-01-10,Premium,25-34,Andina,Ecuador,Quito
100445,2023-11-18,Básico,25-34,Centroamérica,Honduras,San Pedro Sula
100446,2024-10-13,Básico,25-34,Cono Sur,Argentina,Buenos Aires
100447,2023-01-06,Plus,35-44,Pacífica,Chile,Valparaíso
100448,2023-10-25,Básico,45-54,Andina,Perú,Lima
100449,2023-07-11,Básico,45-54,Pacífica,México,Monterrey
100450,2024-12-17,Premium,35-44,Andina,Ecuador,Quito
100451,2025-02-11,Plus,25-34,Cono Sur,Argentina,Rosario
100452,2024-06-23,Plus,25-34,Centroamérica,Honduras,Tegucigalpa
100453,2023-06-11,Plus,25-34,Andina,Ecuador,Quito
100454,2024-03-04,Plus,25-34,Andina,Perú,Arequipa
100455,2025-08-31,Premium,18-24,Andina,Colombia,Bogotá
100456,2023-08-24,Plus,25-34,Cono Sur,Uruguay,Montevideo
100457,2023-07-08,Básico,25-34,Caribe,República Dominicana,Santo Domingo
100458,2023-05-09,Básico,35-44,Cono Sur,Argentina,Córdoba
100459,2025-08-01,Plus,18-24,Pacífica,México,CDMX
100460,2023-05-19,Plus,25-34,Pacífica,Chile,Santiago
100461,2024-11-02,Básico,18-24,Andina,Perú,Cusco
100462,2026-02-27,Básico,35-44,Cono Sur,Uruguay,Montevideo
100463,2025-01-11,Básico,35-44,Caribe,Panamá,Ciudad de Panamá
100464,2024-04-21,Básico,25-34,Pacífica,Chile,Santiago
100465,2023-08-27,Plus,18-24,Centroamérica,Guatemala,Ciudad de Guatemala
100466,2023-01-03,Básico,55+,Centroamérica,El Salvador,San Salvador
100467,2023-06-29,Plus,35-44,Cono Sur,Paraguay,Asunción
100468,2026-01-05,Plus,35-44,Andina,Ecuador,Quito
100469,2023-06-15,Premium,35-44,Pacífica,México,CDMX
100470,2023-01-24,Básico,45-54,Caribe,Panamá,Ciudad de Panamá
100471,2025-07-31,Premium,45-54,Pacífica,México,Guadalajara
100472,2024-04-28,Plus,25-34,Andina,Perú,Lima
100473,2024-02-17,Plus,35-44,Andina,Colombia,Bogotá
100474,2025-04-08,Básico,25-34,Andina,Ecuador,Quito
100475,2024-08-27,Básico,35-44,Caribe,República Dominicana,Santiago
100476,2025-11-22,Plus,25-34,Caribe,Costa Rica,San José
100477,2024-06-24,Básico,18-24,Pacífica,Chile,Santiago
100478,2025-04-03,Básico,55+,Pacífica,México,Monterrey
100479,2025-10-12,Plus,45-54,Caribe,Panamá,Ciudad de Panamá
100480,2024-06-19,Plus,25-34,Caribe,Panamá,Ciudad de Panamá
100481,2023-11-25,Básico,55+,Andina,Colombia,Barranquilla
100482,2026-01-30,Básico,25-34,Pacífica,México,Guadalajara
100483,2023-09-19,Básico,25-34,Caribe,República Dominicana,Santo Domingo
100484,2023-02-15,Premium,45-54,Andina,Perú,Cusco
100485,2024-10-29,Premium,25-34,Caribe,Panamá,Ciudad de Panamá
100486,2026-02-13,Básico,25-34,Pacífica,México,Monterrey
100487,2023-04-10,Básico,35-44,Andina,Colombia,Bogotá
100488,2025-09-08,Básico,18-24,Pacífica,México,Monterrey
100489,2025-08-17,Básico,25-34,Pacífica,Chile,Valparaíso
100490,2025-12-08,Premium,25-34,Centroamérica,Guatemala,Ciudad de Guatemala
100491,2024-05-01,Básico,35-44,Centroamérica,Guatemala,Ciudad de Guatemala
100492,2023-10-22,Básico,18-24,Centroamérica,El Salvador,San Salvador
100493,2024-08-14,Básico,25-34,Caribe,República Dominicana,Santo Domingo
100494,2023-06-14,Básico,35-44,Cono Sur,Argentina,Buenos Aires
100495,2025-08-31,Plus,18-24,Pacífica,México,Monterrey
100496,2025-02-05,Plus,25-34,Caribe,República Dominicana,Santo Domingo
100497,2024-07-12,Plus,35-44,Pacífica,Chile,Valparaíso
100498,2024-08-18,Básico,45-54,Caribe,República Dominicana,Santo Domingo
100499,2025-04-02,Premium,18-24,Pacífica,Chile,Valparaíso
100500,2024-08-27,Básico,45-54,Centroamérica,El Salvador,San Salvador
100501,2025-08-27,Plus,35-44,Cono Sur,Uruguay,Montevideo
100502,2025-12-03,Premium,25-34,Cono Sur,Paraguay,Asunción
100503,2026-01-02,Básico,45-54,Pacífica,México,CDMX
100504,2024-12-17,Premium,35-44,Pacífica,Chile,Santiago
100505,2025-05-07,Básico,35-44,Cono Sur,Uruguay,Montevideo
100506,2023-12-26,Plus,35-44,Caribe,República Dominicana,Santo Domingo
100507,2023-02-14,Básico,35-44,Cono Sur,Uruguay,Montevideo
100508,2024-04-07,Básico,55+,Pacífica,Chile,Santiago
100509,2025-10-03,Básico,35-44,Andina,Ecuador,Guayaquil
100510,2023-06-04,Básico,45-54,Andina,Colombia,Bogotá
100511,2024-09-22,Básico,45-54,Cono Sur,Uruguay,Montevideo
100512,2023-08-11,Básico,45-54,Andina,Colombia,Barranquilla
100513,2024-05-10,Plus,55+,Caribe,Costa Rica,San José
100514,2023-06-15,Básico,25-34,Caribe,Costa Rica,San José
100515,2025-04-28,Básico,18-24,Andina,Ecuador,Guayaquil
100516,2025-07-24,Premium,35-44,Caribe,Panamá,Ciudad de Panamá
100517,2025-05-25,Premium,25-34,Centroamérica,Guatemala,Ciudad de Guatemala
100518,2025-03-25,Básico,35-44,Andina,Ecuador,Quito
100519,2023-09-29,Básico,45-54,Cono Sur,Uruguay,Montevideo
100520,2024-09-04,Plus,55+,Cono Sur,Paraguay,Asunción
100521,2023-05-02,Plus,25-34,Caribe,Costa Rica,San José
100522,2024-03-08,Básico,35-44,Andina,Perú,Cusco
100523,2024-08-07,Plus,25-34,Pacífica,México,Guadalajara
100524,2025-02-11,Básico,35-44,Andina,Ecuador,Guayaquil
100525,2023-04-22,Básico,18-24,Caribe,Panamá,Ciudad de Panamá
100526,2025-07-27,Plus,35-44,Cono Sur,Argentina,Buenos Aires
100527,2024-06-14,Plus,35-44,Cono Sur,Argentina,Rosario
100528,2025-10-14,Plus,35-44,Centroamérica,Honduras,San Pedro Sula
100529,2024-09-01,Básico,35-44,Caribe,Panamá,Ciudad de Panamá
100530,2024-09-23,Básico,25-34,Centroamérica,Guatemala,Ciudad de Guatemala
100531,2025-03-10,Básico,18-24,Centroamérica,Guatemala,Ciudad de Guatemala
100532,2025-08-04,Básico,18-24,Caribe,Costa Rica,San José
100533,2023-07-02,Básico,55+,Centroamérica,El Salvador,San Salvador
100534,2024-08-13,Básico,55+,Andina,Colombia,Barranquilla
100535,2023-02-04,Básico,25-34,Andina,Perú,Arequipa
100536,2024-07-02,Plus,25-34,Pacífica,Chile,Valparaíso
100537,2025-07-28,Básico,25-34,Andina,Ecuador,Quito
100538,2025-09-26,Básico,35-44,Andina,Ecuador,Quito
100539,2023-11-24,Plus,25-34,Cono Sur,Paraguay,Asunción
100540,2024-03-22,Básico,18-24,Cono Sur,Uruguay,Montevideo
100541,2024-09-29,Premium,25-34,Pacífica,México,CDMX
100542,2024-04-02,Básico,25-34,Cono Sur,Paraguay,Asunción
100543,2023-07-25,Básico,25-34,Cono Sur,Uruguay,Montevideo
100544,2023-12-19,Premium,18-24,Andina,Perú,Cusco
100545,2024-04-11,Plus,35-44,Caribe,Costa Rica,San José
100546,2024-08-22,Plus,35-44,Caribe,Panamá,Ciudad de Panamá
100547,2025-11-29,Plus,25-34,Andina,Ecuador,Guayaquil
100548,2024-09-21,Básico,35-44,Centroamérica,Honduras,Tegucigalpa
100549,2024-03-23,Plus,25-34,Caribe,Costa Rica,San José
100550,2025-02-01,Premium,45-54,Pacífica,Chile,Valparaíso
100551,2025-06-11,Premium,55+,Andina,Colombia,Bogotá
100552,2024-05-12,Básico,18-24,Andina,Colombia,Bogotá
100553,2024-07-19,Básico,45-54,Cono Sur,Uruguay,Montevideo
100554,2023-09-09,Plus,35-44,Andina,Ecuador,Guayaquil
100555,2025-09-25,Básico,35-44,Andina,Colombia,Cali
100556,2025-09-28,Básico,25-34,Caribe,República Dominicana,Santiago
100557,2023-07-22,Básico,25-34,Pacífica,México,Monterrey
100558,2024-02-04,Básico,18-24,Pacífica,México,CDMX
100559,2023-11-11,Básico,55+,Pacífica,México,Monterrey
100560,2025-12-01,Básico,35-44,Andina,Perú,Arequipa
100561,2023-03-17,Básico,25-34,Andina,Perú,Cusco
100562,2023-08-28,Básico,35-44,Cono Sur,Argentina,Buenos Aires
100563,2023-12-30,Premium,18-24,Pacífica,Chile,Santiago
100564,2024-10-08,Básico,18-24,Centroamérica,El Salvador,San Salvador
100565,2023-10-15,Básico,35-44,Centroamérica,Honduras,Tegucigalpa
100566,2024-09-11,Básico,35-44,Centroamérica,El Salvador,San Salvador
100567,2025-05-13,Básico,45-54,Andina,Ecuador,Guayaquil
100568,2025-08-15,Premium,35-44,Caribe,República Dominicana,Santo Domingo
100569,2023-04-25,Premium,35-44,Pacífica,Chile,Valparaíso
100570,2023-06-10,Básico,45-54,Caribe,Costa Rica,San José
100571,2023-04-20,Básico,18-24,Cono Sur,Argentina,Rosario
100572,2025-11-16,Básico,35-44,Pacífica,Chile,Santiago
100573,2025-01-23,Básico,35-44,Centroamérica,El Salvador,San Salvador
100574,2024-09-05,Básico,25-34,Cono Sur,Paraguay,Asunción
100575,2025-07-02,Básico,25-34,Pacífica,México,Monterrey
100576,2024-11-07,Básico,25-34,Cono Sur,Argentina,Buenos Aires
100577,2023-09-29,Plus,25-34,Pacífica,Chile,Santiago
100578,2024-08-12,Básico,35-44,Cono Sur,Argentina,Córdoba
100579,2025-03-23,Básico,18-24,Caribe,República Dominicana,Santo Domingo
100580,2023-02-11,Básico,35-44,Pacífica,Chile,Santiago
100581,2024-12-01,Básico,18-24,Pacífica,México,CDMX
100582,2024-07-28,Básico,18-24,Andina,Colombia,Cali
100583,2023-03-22,Básico,25-34,Caribe,Costa Rica,San José
100584,2023-11-01,Básico,25-34,Cono Sur,Uruguay,Montevideo
100585,2024-06-02,Básico,55+,Pacífica,México,CDMX
100586,2024-01-31,Plus,25-34,Andina,Colombia,Bogotá
100587,2023-12-02,Premium,25-34,Caribe,República Dominicana,Santiago
100588,2025-01-19,Básico,25-34,Andina,Perú,Arequipa
100589,2024-04-12,Básico,25-34,Andina,Colombia,Cali
100590,2024-07-28,Plus,35-44,Cono Sur,Paraguay,Asunción
100591,2025-07-11,Plus,45-54,Caribe,República Dominicana,Santo Domingo
100592,2023-04-18,Básico,25-34,Caribe,República Dominicana,Santiago
100593,2024-02-20,Básico,35-44,Pacífica,México,Monterrey
100594,2023-03-26,Básico,25-34,Andina,Perú,Arequipa
100595,2025-12-07,Plus,45-54,Andina,Colombia,Medellín
100596,2023-08-03,Básico,35-44,Centroamérica,El Salvador,San Salvador
100597,2025-08-04,Básico,25-34,Pacífica,Chile,Valparaíso
100598,2023-08-09,Básico,35-44,Cono Sur,Paraguay,Asunción
100599,2024-01-10,Básico,45-54,Pacífica,México,Guadalajara
100600,2024-12-03,Básico,25-34,Pacífica,México,CDMX
100601,2025-08-18,Plus,55+,Centroamérica,El Salvador,San Salvador
100602,2023-07-25,Básico,45-54,Cono Sur,Argentina,Córdoba
100603,2023-09-04,Básico,25-34,Centroamérica,El Salvador,San Salvador
100604,2025-10-15,Básico,45-54,Cono Sur,Argentina,Buenos Aires
100605,2024-01-07,Plus,35-44,Cono Sur,Uruguay,Montevideo
100606,2023-08-31,Básico,35-44,Cono Sur,Argentina,Córdoba
100607,2025-05-08,Básico,35-44,Andina,Perú,Cusco
100608,2023-04-16,Básico,45-54,Centroamérica,El Salvador,San Salvador
100609,2025-09-28,Plus,35-44,Caribe,Panamá,Ciudad de Panamá
100610,2025-10-08,Plus,35-44,Pacífica,Chile,Valparaíso
100611,2025-09-16,Premium,18-24,Centroamérica,Guatemala,Ciudad de Guatemala
100612,2023-12-08,Plus,25-34,Cono Sur,Paraguay,Asunción
100613,2023-05-12,Básico,55+,Cono Sur,Uruguay,Montevideo
100614,2024-05-06,Básico,35-44,Caribe,Panamá,Ciudad de Panamá
100615,2024-01-22,Básico,18-24,Centroamérica,Honduras,San Pedro Sula
100616,2026-01-12,Plus,45-54,Centroamérica,Guatemala,Ciudad de Guatemala
100617,2024-12-30,Plus,45-54,Caribe,Panamá,Ciudad de Panamá
100618,2025-12-26,Básico,35-44,Andina,Perú,Lima
100619,2025-05-17,Premium,18-24,Andina,Ecuador,Guayaquil
100620,2025-04-05,Básico,35-44,Centroamérica,Honduras,San Pedro Sula
100621,2023-05-10,Básico,18-24,Pacífica,México,Monterrey
100622,2023-03-21,Básico,25-34,Cono Sur,Paraguay,Asunción
100623,2023-02-23,Premium,35-44,Pacífica,Chile,Valparaíso
100624,2024-11-16,Premium,55+,Cono Sur,Uruguay,Montevideo
100625,2023-08-21,Básico,25-34,Caribe,Panamá,Ciudad de Panamá
100626,2026-02-16,Premium,45-54,Cono Sur,Argentina,Córdoba
100627,2023-06-03,Premium,55+,Andina,Colombia,Cali
100628,2025-12-29,Plus,18-24,Pacífica,México,Monterrey
100629,2025-02-10,Premium,25-34,Cono Sur,Uruguay,Montevideo
100630,2023-05-03,Básico,35-44,Cono Sur,Argentina,Rosario
100631,2023-03-09,Plus,45-54,Cono Sur,Argentina,Córdoba
100632,2024-04-02,Plus,25-34,Andina,Colombia,Bogotá
100633,2024-01-27,Plus,35-44,Caribe,República Dominicana,Santo Domingo
100634,2023-12-31,Básico,35-44,Andina,Colombia,Bogotá
100635,2024-09-02,Plus,35-44,Andina,Ecuador,Quito
100636,2023-05-30,Premium,35-44,Centroamérica,El Salvador,San Salvador
100637,2023-05-30,Básico,18-24,Centroamérica,Honduras,Tegucigalpa
100638,2025-03-13,Premium,18-24,Centroamérica,Honduras,Tegucigalpa
100639,2026-02-17,Básico,18-24,Cono Sur,Paraguay,Asunción
100640,2023-11-13,Básico,55+,Centroamérica,El Salvador,San Salvador
100641,2025-12-12,Básico,55+,Cono Sur,Argentina,Rosario
100642,2024-02-03,Plus,45-54,Andina,Ecuador,Quito
100643,2024-01-23,Plus,18-24,Andina,Colombia,Cali
100644,2023-04-15,Básico,35-44,Pacífica,Chile,Santiago
100645,2024-05-03,Plus,25-34,Cono Sur,Uruguay,Montevideo
100646,2024-07-29,Básico,25-34,Andina,Ecuador,Quito
100647,2025-02-05,Básico,25-34,Pacífica,Chile,Valparaíso
100648,2023-07-02,Premium,45-54,Centroamérica,Guatemala,Ciudad de Guatemala
100649,2023-08-06,Plus,18-24,Andina,Colombia,Barranquilla
100650,2024-05-14,Plus,35-44,Caribe,Panamá,Ciudad de Panamá
100651,2023-03-22,Plus,55+,Cono Sur,Paraguay,Asunción
100652,2023-06-15,Premium,35-44,Centroamérica,Guatemala,Ciudad de Guatemala
100653,2024-12-27,Básico,18-24,Andina,Colombia,Barranquilla
100654,2026-01-06,Básico,55+,Cono Sur,Argentina,Rosario
100655,2024-10-23,Básico,35-44,Caribe,República Dominicana,Santiago
100656,2023-06-17,Plus,25-34,Cono Sur,Argentina,Rosario
100657,2026-02-18,Plus,35-44,Caribe,Panamá,Ciudad de Panamá
100658,2024-08-25,Plus,45-54,Pacífica,Chile,Santiago
100659,2025-04-07,Básico,25-34,Caribe,Panamá,Ciudad de Panamá
100660,2023-08-16,Básico,35-44,Andina,Ecuador,Guayaquil
100661,2024-10-30,Plus,25-34,Cono Sur,Uruguay,Montevideo
100662,2023-03-30,Premium,18-24,Andina,Colombia,Cali
100663,2024-12-23,Básico,45-54,Andina,Perú,Lima
100664,2023-08-22,Básico,18-24,Caribe,República Dominicana,Santo Domingo
100665,2025-11-16,Básico,25-34,Centroamérica,El Salvador,San Salvador
100666,2023-03-05,Básico,25-34,Cono Sur,Argentina,Córdoba
100667,2025-01-23,Básico,25-34,Cono Sur,Argentina,Buenos Aires
100668,2023-06-11,Básico,25-34,Caribe,Costa Rica,San José
100669,2025-03-04,Plus,35-44,Caribe,Panamá,Ciudad de Panamá
100670,2024-07-23,Básico,25-34,Andina,Colombia,Barranquilla
100671,2026-01-22,Básico,18-24,Pacífica,México,CDMX
100672,2025-01-22,Básico,45-54,Cono Sur,Argentina,Buenos Aires
100673,2024-03-05,Premium,55+,Centroamérica,El Salvador,San Salvador
100674,2023-04-11,Básico,25-34,Pacífica,México,CDMX
100675,2024-11-19,Básico,25-34,Caribe,Panamá,Ciudad de Panamá
100676,2024-05-24,Básico,18-24,Cono Sur,Uruguay,Montevideo
100677,2023-03-02,Plus,18-24,Pacífica,México,Monterrey
100678,2024-11-02,Premium,25-34,Andina,Perú,Lima
100679,2023-08-31,Básico,55+,Caribe,República Dominicana,Santiago
100680,2023-09-28,Básico,35-44,Andina,Colombia,Barranquilla
100681,2023-01-11,Básico,25-34,Andina,Colombia,Bogotá
100682,2024-03-05,Plus,55+,Andina,Ecuador,Guayaquil
100683,2023-09-10,Premium,25-34,Caribe,República Dominicana,Santo Domingo
100684,2023-03-24,Básico,25-34,Pacífica,México,Monterrey
100685,2024-05-16,Básico,25-34,Caribe,Costa Rica,San José
100686,2023-09-12,Plus,25-34,Caribe,Costa Rica,San José
100687,2023-06-04,Plus,45-54,Cono Sur,Argentina,Buenos Aires
100688,2024-06-23,Básico,25-34,Centroamérica,Guatemala,Ciudad de Guatemala
100689,2023-03-15,Básico,35-44,Pacífica,México,CDMX
100690,2026-02-17,Básico,25-34,Caribe,República Dominicana,Santiago
100691,2024-06-27,Plus,55+,Cono Sur,Argentina,Rosario
100692,2026-02-24,Plus,35-44,Andina,Ecuador,Guayaquil
100693,2025-10-14,Plus,25-34,Caribe,Costa Rica,San José
100694,2026-02-05,Plus,18-24,Cono Sur,Paraguay,Asunción
100695,2024-09-18,Básico,55+,Pacífica,México,Monterrey
100696,2024-05-03,Básico,35-44,Centroamérica,Guatemala,Ciudad de Guatemala
100697,2025-04-11,Básico,25-34,Pacífica,Chile,Santiago
100698,2023-04-04,Premium,45-54,Centroamérica,Guatemala,Ciudad de Guatemala
100699,2025-08-28,Plus,18-24,Caribe,República Dominicana,Santo Domingo
100700,2024-01-09,Básico,25-34,Andina,Ecuador,Quito
100701,2023-01-09,Básico,35-44,Caribe,República Dominicana,Santiago
100702,2023-10-02,Plus,25-34,Andina,Perú,Arequipa
100703,2023-10-07,Plus,25-34,Cono Sur,Paraguay,Asunción
100704,2023-01-17,Plus,25-34,Caribe,Costa Rica,San José
100705,2025-02-11,Básico,18-24,Pacífica,Chile,Santiago
100706,2023-04-20,Premium,18-24,Cono Sur,Uruguay,Montevideo
100707,2025-09-04,Plus,18-24,Cono Sur,Uruguay,Montevideo
100708,2024-06-07,Plus,55+,Caribe,Costa Rica,San José
100709,2025-04-09,Plus,35-44,Pacífica,Chile,Santiago
100710,2024-01-28,Premium,25-34,Cono Sur,Argentina,Córdoba
100711,2023-06-02,Premium,25-34,Centroamérica,El Salvador,San Salvador
100712,2023-07-28,Plus,35-44,Cono Sur,Paraguay,Asunción
100713,2025-01-15,Básico,18-24,Cono Sur,Uruguay,Montevideo
100714,2025-04-07,Básico,25-34,Cono Sur,Argentina,Buenos Aires
100715,2023-11-05,Plus,35-44,Andina,Perú,Lima
100716,2024-02-17,Plus,25-34,Pacífica,México,CDMX
100717,2025-12-27,Básico,45-54,Andina,Ecuador,Guayaquil
100718,2025-09-10,Básico,45-54,Centroamérica,Honduras,Tegucigalpa
100719,2024-04-22,Premium,45-54,Cono Sur,Argentina,Buenos Aires
100720,2023-10-06,Premium,25-34,Pacífica,México,Guadalajara
100721,2023-12-15,Premium,18-24,Caribe,Costa Rica,San José
100722,2024-09-13,Básico,18-24,Andina,Ecuador,Quito
100723,2024-10-16,Plus,45-54,Cono Sur,Argentina,Buenos Aires
100724,2023-08-01,Plus,55+,Andina,Colombia,Bogotá
100725,2023-03-18,Básico,55+,Andina,Perú,Arequipa
100726,2024-07-26,Básico,25-34,Andina,Colombia,Barranquilla
100727,2025-07-10,Premium,45-54,Andina,Ecuador,Quito
100728,2023-06-26,Básico,35-44,Caribe,República Dominicana,Santo Domingo
100729,2024-04-16,Plus,45-54,Pacífica,México,CDMX
100730,2023-07-06,Plus,35-44,Caribe,Costa Rica,San José
100731,2023-10-07,Plus,18-24,Andina,Ecuador,Quito
100732,2024-12-08,Básico,18-24,Andina,Ecuador,Guayaquil
100733,2023-11-27,Plus,55+,Caribe,República Dominicana,Santo Domingo
100734,2023-11-01,Básico,25-34,Andina,Ecuador,Guayaquil
100735,2026-02-23,Plus,25-34,Centroamérica,Honduras,San Pedro Sula
100736,2023-07-19,Básico,25-34,Andina,Colombia,Barranquilla
100737,2023-08-07,Plus,25-34,Caribe,Panamá,Ciudad de Panamá
100738,2025-12-09,Plus,55+,Caribe,Panamá,Ciudad de Panamá
100739,2024-09-27,Básico,18-24,Caribe,Panamá,Ciudad de Panamá
100740,2023-02-19,Básico,18-24,Andina,Colombia,Cali
100741,2024-05-05,Plus,45-54,Andina,Perú,Cusco
100742,2024-10-14,Básico,35-44,Cono Sur,Uruguay,Montevideo
100743,2023-10-20,Básico,18-24,Andina,Colombia,Barranquilla
100744,2024-09-25,Básico,18-24,Pacífica,México,Monterrey
100745,2025-01-19,Premium,25-34,Pacífica,Chile,Santiago
100746,2023-10-17,Plus,25-34,Caribe,Costa Rica,San José
100747,2025-07-27,Básico,18-24,Caribe,República Dominicana,Santo Domingo
100748,2024-06-06,Premium,25-34,Cono Sur,Paraguay,Asunción
100749,2026-01-17,Básico,35-44,Cono Sur,Uruguay,Montevideo
100750,2023-04-12,Básico,45-54,Andina,Colombia,Bogotá
100751,2024-01-10,Básico,45-54,Caribe,República Dominicana,Santiago
100752,2025-04-13,Básico,25-34,Andina,Ecuador,Guayaquil
100753,2025-10-30,Básico,25-34,Pacífica,México,CDMX
100754,2023-09-14,Plus,55+,Centroamérica,Guatemala,Ciudad de Guatemala
100755,2026-02-06,Básico,45-54,Andina,Perú,Arequipa
100756,2023-08-12,Plus,35-44,Caribe,Panamá,Ciudad de Panamá
100757,2024-04-25,Básico,25-34,Cono Sur,Argentina,Buenos Aires
100758,2023-12-30,Básico,25-34,Andina,Perú,Cusco
100759,2024-05-05,Básico,35-44,Pacífica,México,Guadalajara
100760,2025-11-08,Plus,35-44,Centroamérica,El Salvador,San Salvador
100761,2025-04-26,Plus,18-24,Andina,Ecuador,Guayaquil
100762,2025-07-08,Básico,55+,Andina,Colombia,Medellín
100763,2023-10-21,Básico,35-44,Andina,Colombia,Medellín
100764,2025-12-29,Básico,35-44,Cono Sur,Uruguay,Montevideo
100765,2024-05-18,Plus,25-34,Andina,Colombia,Bogotá
100766,2025-01-23,Básico,45-54,Andina,Perú,Cusco
100767,2025-03-16,Plus,35-44,Andina,Colombia,Cali
100768,2025-02-04,Básico,18-24,Andina,Colombia,Cali
100769,2024-11-26,Básico,35-44,Pacífica,Chile,Santiago
100770,2024-07-08,Plus,35-44,Andina,Colombia,Medellín
100771,2025-01-18,Básico,45-54,Pacífica,México,Monterrey
100772,2025-11-11,Básico,25-34,Pacífica,Chile,Santiago
100773,2024-03-26,Premium,45-54,Cono Sur,Paraguay,Asunción
100774,2024-08-13,Básico,25-34,Andina,Colombia,Cali
100775,2023-07-27,Básico,18-24,Cono Sur,Argentina,Buenos Aires
100776,2024-02-15,Básico,18-24,Pacífica,Chile,Santiago
100777,2025-06-10,Básico,25-34,Andina,Ecuador,Guayaquil
100778,2025-01-09,Plus,25-34,Centroamérica,Guatemala,Ciudad de Guatemala
100779,2023-09-01,Básico,25-34,Cono Sur,Argentina,Buenos Aires
100780,2024-09-22,Premium,45-54,Andina,Ecuador,Quito
100781,2025-07-26,Plus,25-34,Cono Sur,Uruguay,Montevideo
100782,2023-05-24,Premium,55+,Caribe,Panamá,Ciudad de Panamá
100783,2023-03-13,Plus,18-24,Pacífica,México,Monterrey
100784,2024-03-29,Premium,35-44,Cono Sur,Paraguay,Asunción
100785,2025-01-28,Plus,55+,Caribe,Panamá,Ciudad de Panamá
100786,2023-12-28,Básico,45-54,Cono Sur,Uruguay,Montevideo
100787,2025-08-06,Básico,35-44,Caribe,República Dominicana,Santo Domingo
100788,2025-09-05,Plus,35-44,Cono Sur,Argentina,Buenos Aires
100789,2024-09-07,Básico,18-24,Pacífica,México,Guadalajara
100790,2024-03-13,Plus,18-24,Andina,Colombia,Bogotá
100791,2023-02-18,Básico,25-34,Caribe,Costa Rica,San José
100792,2025-08-06,Plus,18-24,Caribe,Costa Rica,San José
100793,2025-10-31,Básico,25-34,Andina,Colombia,Bogotá
100794,2024-05-25,Premium,25-34,Andina,Perú,Lima
100795,2024-08-19,Básico,55+,Caribe,República Dominicana,Santo Domingo
100796,2025-05-20,Básico,45-54,Andina,Perú,Lima
