order_item_id,order_id,order_date,customer_id,product_id,channel_id,quantity,unit_price,discount_pct,revenue,cost,profit,delivery_days,returned,rating
5056,502550,2024-03-12,101963,2013,21,3,89.08,0.0,267.24,172.05,95.19,7,0,4.1
5057,502551,2024-02-09,100648,2048,14,2,82.89,0.03,165.78,97.79,67.99,3,0,3.9
5058,502551,2024-02-09,100648,2013,14,3,85.56,0.03,256.68,152.66,104.02,3,0,3.7
5059,502551,2024-02-09,100648,2037,14,2,24.42,0.13,48.84,22.68,26.16,3,0,4.1
5060,502552,2024-04-10,101497,2025,10,3,91.09,0.0,273.27,179.08,94.19,6,0,3.7
5061,502552,2024-04-10,101497,2001,10,3,49.61,0.0,148.83,71.35,77.48,4,0,4.1
5062,502553,2024-10-25,101795,2007,19,2,26.73,0.0,53.46,23.49,29.97,1,0,4.2
5063,502553,2024-10-25,101795,2058,19,2,26.35,0.0,52.7,25.62,27.08,4,0,3.3
5064,502554,2024-05-09,101972,2043,11,1,18.63,0.0,18.63,8.9,9.73,1,0,5.0
5065,502555,2024-07-01,100232,2005,11,1,66.7,0.0,66.7,36.76,29.94,4,0,3.9
5066,502556,2024-08-26,100372,2003,20,3,40.9,0.05,122.7,54.2,68.5,1,0,3.3
5067,502556,2024-08-26,100372,2042,20,3,56.78,0.05,170.34,92.04,78.3,1,0,3.0
5068,502557,2024-08-18,101290,2043,14,3,17.03,0.05,51.09,22.21,28.88,5,0,3.8
5069,502557,2024-08-18,101290,2027,14,3,61.38,0.0,184.14,117.53,66.61,6,0,3.6
5070,502557,2024-08-18,101290,2044,14,1,27.63,0.1,27.63,17.27,10.36,2,0,3.6
5071,502558,2024-01-09,101523,2038,11,2,67.11,0.0,134.22,91.84,42.38,3,0,4.2
5072,502559,2024-04-02,101669,2044,21,3,29.28,0.05,87.84,56.66,31.18,3,0,3.8
5073,502559,2024-04-02,101669,2038,21,1,65.52,0.0,65.52,43.06,22.46,1,0,3.9
5074,502560,2026-01-20,101103,2022,13,1,159.36,0.03,159.36,119.39,39.97,5,0,3.5
5075,502560,2026-01-20,101103,2014,13,1,47.42,0.03,47.42,29.31,18.11,4,0,3.6
5076,502560,2026-01-20,101103,2043,13,2,18.86,0.03,37.72,15.85,21.87,7,0,4.0
5077,502561,2025-06-11,100317,2001,17,3,44.35,0.1,133.05,77.49,55.56,4,0,3.8
5078,502561,2025-06-11,100317,2014,17,3,49.89,0.0,149.67,95.15,54.52,3,0,4.9
5079,502562,2024-04-07,101425,2035,13,2,20.21,0.0,40.42,20.96,19.46,3,0,3.6
5080,502562,2024-04-07,101425,2007,13,2,24.37,0.0,48.74,24.19,24.55,4,0,3.8
5081,502562,2024-04-07,101425,2011,13,3,128.5,0.0,385.5,275.32,110.18,4,0,3.7
5082,502563,2024-08-12,101336,2050,16,2,34.8,0.0,69.6,42.74,26.86,4,0,5.0
5083,502564,2024-10-29,100935,2030,18,1,52.31,0.05,52.31,36.44,15.87,3,0,2.8
5084,502564,2024-10-29,100935,2018,18,2,162.18,0.0,324.36,252.21,72.15,3,0,3.8
5085,502564,2024-10-29,100935,2006,18,3,27.18,0.05,81.54,42.38,39.16,2,0,3.7
5086,502565,2025-12-16,101275,2041,19,1,66.05,0.0,66.05,36.37,29.68,4,0,3.1
5087,502566,2025-11-25,100424,2001,14,2,46.03,0.05,92.06,48.62,43.44,6,0,4.4
5088,502566,2025-11-25,100424,2047,14,3,49.9,0.05,149.7,80.02,69.68,3,0,4.3
5089,502566,2025-11-25,100424,2051,14,3,52.25,0.1,156.75,85.9,70.85,4,0,3.8
5090,502567,2025-08-31,101621,2032,17,2,96.35,0.05,192.7,126.61,66.09,3,0,4.0
5091,502567,2025-08-31,101621,2024,17,3,153.48,0.05,460.44,349.03,111.41,6,0,3.2
5092,502568,2024-03-25,100091,2012,20,2,91.26,0.05,182.52,107.74,74.78,4,0,4.5
5093,502568,2024-03-25,100091,2059,20,1,4.51,0.1,4.51,2.16,2.35,3,0,4.6
5094,502568,2024-03-25,100091,2034,20,1,51.03,0.05,51.03,31.31,19.72,3,0,3.8
5095,502569,2025-01-22,101677,2033,20,1,86.13,0.1,86.13,46.59,39.54,3,0,3.8
5096,502569,2025-01-22,101677,2056,20,2,21.04,0.05,42.08,17.68,24.4,3,0,4.4
5097,502569,2025-01-22,101677,2009,20,1,14.55,0.05,14.55,7.04,7.51,3,0,4.2
5098,502570,2025-01-17,101676,2029,18,1,76.32,0.05,76.32,47.16,29.16,3,0,4.7
5099,502570,2025-01-17,101676,2052,18,2,166.41,0.1,332.82,226.56,106.26,3,0,4.2
5100,502570,2025-01-17,101676,2036,18,1,95.91,0.0,95.91,72.63,23.28,7,0,4.4
5101,502571,2025-05-18,101374,2017,14,1,275.34,0.05,275.34,210.41,64.93,5,0,3.6
5102,502572,2025-10-29,101629,2043,16,2,19.41,0.0,38.82,20.25,18.57,1,0,4.1
5103,502573,2024-09-10,101825,2020,21,2,38.77,0.18,77.54,49.7,27.84,4,0,4.7
5104,502574,2025-03-16,100325,2034,12,3,55.59,0.0,166.77,92.19,74.58,5,0,3.7
5105,502575,2024-07-27,101089,2019,18,3,254.01,0.08,762.03,543.92,218.11,2,0,4.5
5106,502575,2024-07-27,101089,2031,18,1,46.51,0.03,46.51,27.41,19.1,4,0,4.3
5107,502575,2024-07-27,101089,2008,18,2,65.41,0.08,130.82,82.09,48.73,3,0,4.3
5108,502576,2024-06-15,101290,2025,19,3,83.0,0.0,249.0,148.7,100.3,6,0,3.1
5109,502576,2024-06-15,101290,2047,19,1,49.47,0.0,49.47,31.9,17.57,7,0,4.2
5110,502577,2024-09-04,101885,2030,15,1,50.87,0.1,50.87,30.13,20.74,3,0,4.1
5111,502577,2024-09-04,101885,2026,15,3,24.84,0.0,74.52,35.56,38.96,6,0,3.8
5112,502577,2024-09-04,101885,2031,15,3,47.47,0.05,142.41,90.94,51.47,7,0,4.3
5113,502578,2025-08-04,101475,2050,20,1,33.25,0.0,33.25,18.2,15.05,1,0,3.5
5114,502578,2025-08-04,101475,2034,20,1,46.04,0.1,46.04,29.7,16.34,2,0,3.7
5115,502579,2024-12-11,101188,2024,15,3,143.89,0.1,431.67,284.23,147.44,7,0,2.6
5116,502580,2025-06-22,101115,2036,20,2,93.46,0.05,186.92,117.93,68.99,5,0,3.9
5117,502580,2025-06-22,101115,2007,20,3,26.41,0.0,79.23,44.6,34.63,3,0,4.0
5118,502581,2025-06-30,100287,2011,17,1,143.79,0.0,143.79,97.11,46.68,2,0,4.2
5119,502581,2025-06-30,100287,2047,17,2,48.76,0.0,97.52,50.73,46.79,3,0,4.0
5120,502582,2024-10-13,100634,2032,10,3,99.76,0.0,299.28,185.63,113.65,4,0,4.8
5121,502582,2024-10-13,100634,2002,10,3,93.28,0.0,279.84,178.17,101.67,1,0,4.6
5122,502583,2026-01-24,100866,2026,19,1,25.13,0.0,25.13,9.06,16.07,6,0,3.0
5123,502583,2026-01-24,100866,2009,19,1,16.06,0.0,16.06,7.81,8.25,6,0,3.4
5124,502583,2026-01-24,100866,2051,19,2,57.13,0.0,114.26,71.29,42.97,6,0,4.4
5125,502584,2024-02-06,101761,2019,18,1,261.54,0.1,261.54,177.11,84.43,8,0,3.6
5126,502584,2024-02-06,101761,2048,18,3,80.96,0.05,242.88,153.96,88.92,4,0,4.2
5127,502585,2025-12-09,101723,2053,12,1,40.72,0.0,40.72,27.93,12.79,3,0,3.4
5128,502586,2024-01-07,101284,2046,18,1,86.94,0.03,86.94,50.02,36.92,5,0,3.2
5129,502587,2024-10-29,100211,2013,16,3,86.87,0.03,260.61,145.82,114.79,6,0,3.6
5130,502588,2025-10-14,101440,2003,21,1,41.52,0.0,41.52,19.6,21.92,2,0,4.8
5131,502588,2025-10-14,101440,2049,21,3,17.93,0.05,53.79,24.31,29.48,2,0,4.7
5132,502588,2025-10-14,101440,2011,21,1,137.61,0.0,137.61,71.7,65.91,5,0,4.0
5133,502589,2025-06-24,100917,2051,13,2,55.06,0.0,110.12,62.29,47.83,3,0,4.5
5134,502589,2025-06-24,100917,2013,13,1,91.86,0.0,91.86,51.79,40.07,3,0,4.1
5135,502589,2025-06-24,100917,2023,13,3,160.64,0.0,481.92,378.3,103.62,2,0,4.2
5136,502590,2024-09-11,101304,2008,13,1,75.2,0.0,75.2,38.43,36.77,6,0,3.8
5137,502591,2025-11-30,100866,2030,10,3,53.39,0.0,160.17,93.58,66.59,4,0,3.5
5138,502591,2025-11-30,100866,2041,10,3,64.31,0.0,192.93,110.75,82.18,7,0,3.1
5139,502592,2024-04-18,101442,2037,19,3,26.82,0.0,80.46,41.6,38.86,1,0,4.8
5140,502592,2024-04-18,101442,2014,19,2,49.16,0.0,98.32,60.68,37.64,2,0,4.4
5141,502592,2024-04-18,101442,2059,19,3,4.98,0.0,14.94,7.01,7.93,6,0,4.9
5142,502593,2025-06-13,100435,2003,21,3,41.91,0.0,125.73,53.34,72.39,5,0,3.9
5143,502594,2025-02-13,100290,2040,18,3,59.99,0.0,179.97,93.93,86.04,1,0,3.9
5144,502594,2025-02-13,100290,2019,18,3,271.86,0.0,815.58,607.53,208.05,7,0,3.6
5145,502595,2024-06-12,100439,2032,14,3,92.19,0.05,276.57,169.54,107.03,8,0,3.5
5146,502596,2025-12-28,101845,2044,20,3,27.04,0.08,81.12,49.16,31.96,5,0,4.7
5147,502597,2025-08-27,100150,2016,13,1,47.62,0.0,47.62,21.86,25.76,3,0,4.7
5148,502598,2024-01-07,100571,2018,18,3,148.31,0.1,444.93,337.18,107.75,6,0,4.4
5149,502598,2024-01-07,100571,2025,18,1,83.81,0.0,83.81,63.21,20.6,7,0,3.3
5150,502599,2024-03-09,100684,2029,17,2,79.41,0.05,158.82,108.64,50.18,2,0,4.2
5151,502600,2024-02-14,101673,2013,20,2,83.73,0.05,167.46,122.06,45.4,6,1,3.7
5152,502601,2024-11-24,100718,2056,21,2,21.24,0.05,42.48,17.95,24.53,3,0,3.8
5153,502601,2024-11-24,100718,2032,21,1,83.84,0.15,83.84,54.72,29.12,4,0,4.6
5154,502602,2024-11-25,101786,2001,14,1,48.78,0.0,48.78,22.7,26.08,8,0,3.5
5155,502603,2025-07-25,101976,2021,11,2,30.45,0.0,60.9,32.57,28.33,4,0,3.6
5156,502603,2025-07-25,101976,2051,11,3,55.05,0.0,165.15,96.64,68.51,2,0,4.7
5157,502604,2025-06-18,101302,2037,11,2,28.2,0.0,56.4,24.25,32.15,2,0,3.4
5158,502604,2025-06-18,101302,2022,11,2,157.44,0.0,314.88,229.05,85.83,1,1,1.8
5159,502605,2024-01-12,100686,2009,18,2,14.42,0.1,28.84,12.7,16.14,2,0,4.6
5160,502605,2024-01-12,100686,2011,18,3,124.95,0.1,374.85,233.91,140.94,4,0,4.3
5161,502605,2024-01-12,100686,2010,18,3,27.78,0.0,83.34,36.52,46.82,4,0,3.8
5162,502606,2025-01-11,101196,2054,14,1,68.81,0.05,68.81,49.75,19.06,5,0,3.0
5163,502606,2025-01-11,101196,2035,14,3,17.56,0.05,52.68,27.7,24.98,3,0,3.9
5164,502607,2025-09-11,101338,2031,11,1,45.47,0.0,45.47,27.51,17.96,4,0,2.5
5165,502607,2025-09-11,101338,2059,11,3,4.75,0.0,14.25,7.0,7.25,5,0,3.9
5166,502607,2025-09-11,101338,2018,11,2,154.44,0.0,308.88,189.82,119.06,4,0,3.9
5167,502608,2025-12-10,100218,2036,19,3,92.96,0.0,278.88,170.64,108.24,1,0,4.2
5168,502609,2024-08-18,101666,2053,17,2,40.81,0.05,81.62,43.29,38.33,1,0,4.9
5169,502610,2024-02-04,100872,2050,11,1,33.32,0.0,33.32,20.47,12.85,3,0,5.0
5170,502610,2024-02-04,100872,2034,11,3,53.42,0.0,160.26,93.32,66.94,1,1,4.9
5171,502610,2024-02-04,100872,2002,11,1,90.2,0.0,90.2,43.04,47.16,3,0,4.3
5172,502611,2024-04-30,101691,2041,18,3,53.33,0.15,159.99,95.21,64.78,6,0,3.8
5173,502611,2024-04-30,101691,2057,18,2,20.33,0.05,40.66,15.34,25.32,4,0,3.8
5174,502612,2024-09-25,101223,2032,17,3,101.79,0.0,305.37,164.5,140.87,3,0,3.2
5175,502612,2024-09-25,101223,2006,17,3,22.8,0.15,68.4,36.0,32.4,3,0,3.5
5176,502613,2024-12-16,101721,2041,21,2,57.05,0.1,114.1,63.99,50.11,3,0,2.9
5177,502613,2024-12-16,101721,2019,21,3,287.81,0.0,863.43,703.85,159.58,7,0,4.0
5178,502613,2024-12-16,101721,2009,21,1,13.68,0.1,13.68,6.74,6.94,4,0,2.6
5179,502614,2024-10-04,100163,2034,21,1,52.95,0.05,52.95,25.48,27.47,1,0,4.7
5180,502615,2024-03-12,100084,2015,21,1,65.96,0.0,65.96,36.5,29.46,2,0,3.8
5181,502615,2024-03-12,100084,2058,21,1,25.52,0.05,25.52,12.57,12.95,4,0,4.5
5182,502615,2024-03-12,100084,2017,21,1,270.84,0.05,270.84,202.47,68.37,1,0,4.0
5183,502616,2024-09-25,100222,2029,20,2,74.46,0.1,148.92,76.98,71.94,1,0,3.4
5184,502616,2024-09-25,100222,2057,20,1,18.43,0.1,18.43,8.42,10.01,1,0,4.6
5185,502616,2024-09-25,100222,2010,20,3,27.58,0.0,82.74,37.11,45.63,1,0,5.0
5186,502617,2024-08-17,101748,2052,19,2,194.0,0.0,388.0,271.72,116.28,3,0,4.7
5187,502617,2024-08-17,101748,2053,19,3,41.73,0.0,125.19,70.23,54.96,3,0,3.3
5188,502618,2025-01-20,101986,2054,18,3,72.8,0.0,218.4,136.22,82.18,4,0,4.5
5189,502619,2024-03-03,101997,2005,16,1,66.53,0.0,66.53,32.94,33.59,6,1,3.3
5190,502619,2024-03-03,101997,2037,16,2,27.22,0.0,54.44,26.86,27.58,4,0,4.0
5191,502620,2025-09-16,100664,2038,19,3,68.9,0.0,206.7,110.24,96.46,8,0,3.4
5192,502621,2024-11-25,100528,2006,21,1,27.74,0.0,27.74,18.81,8.93,6,1,2.3
5193,502621,2024-11-25,100528,2034,21,3,51.3,0.05,153.9,87.79,66.11,6,0,4.6
5194,502622,2024-09-08,100699,2009,11,1,16.47,0.0,16.47,7.23,9.24,2,0,5.0
5195,502622,2024-09-08,100699,2027,11,2,64.99,0.0,129.98,76.3,53.68,3,0,4.2
5196,502622,2024-09-08,100699,2023,11,1,167.44,0.0,167.44,130.58,36.86,8,0,3.5
5197,502623,2025-12-17,101634,2017,11,3,285.83,0.0,857.49,644.64,212.85,7,0,4.0
5198,502623,2025-12-17,101634,2008,11,2,75.2,0.0,150.4,110.86,39.54,4,0,3.5
5199,502624,2025-08-11,100503,2017,15,3,289.18,0.0,867.54,505.44,362.1,2,0,3.8
5200,502624,2025-08-11,100503,2029,15,2,69.06,0.15,138.12,85.19,52.93,4,0,4.2
5201,502624,2025-08-11,100503,2007,15,3,24.42,0.05,73.26,36.66,36.6,6,0,4.0
5202,502625,2024-04-18,101094,2028,13,1,36.05,0.03,36.05,19.49,16.56,2,0,4.4
5203,502625,2024-04-18,101094,2049,13,3,18.45,0.03,55.35,32.79,22.56,5,0,3.6
5204,502626,2024-04-25,101292,2052,16,1,178.27,0.0,178.27,137.61,40.66,3,0,4.0
5205,502626,2024-04-25,101292,2018,16,3,157.79,0.0,473.37,341.22,132.15,3,0,4.7
5206,502626,2024-04-25,101292,2055,16,1,58.17,0.0,58.17,29.62,28.55,4,0,4.8
5207,502627,2024-01-02,100722,2031,13,1,48.35,0.0,48.35,20.55,27.8,4,0,3.6
5208,502627,2024-01-02,100722,2036,13,2,93.72,0.0,187.44,110.38,77.06,3,0,3.9
5209,502628,2025-03-18,100946,2006,19,2,27.56,0.0,55.12,30.71,24.41,2,0,5.0
5210,502629,2024-10-07,101330,2047,20,3,45.42,0.08,136.26,88.99,47.27,3,0,2.9
5211,502629,2024-10-07,101330,2052,20,1,181.41,0.03,181.41,122.85,58.56,6,0,3.7
5212,502630,2024-10-23,101580,2052,13,1,170.51,0.0,170.51,150.23,20.28,2,0,3.9
5213,502631,2025-02-06,100379,2017,19,3,278.05,0.0,834.15,603.08,231.07,5,0,4.0
5214,502631,2025-02-06,100379,2005,19,3,65.16,0.0,195.48,103.68,91.8,3,0,5.0
5215,502631,2025-02-06,100379,2003,19,2,41.38,0.0,82.76,40.78,41.98,6,0,5.0
5216,502632,2025-03-01,101024,2058,11,1,27.42,0.0,27.42,15.41,12.01,3,0,3.8
5217,502632,2025-03-01,101024,2045,11,3,100.6,0.0,301.8,157.33,144.47,5,0,4.2
5218,502632,2025-03-01,101024,2020,11,1,46.47,0.0,46.47,26.77,19.7,7,0,3.4
5219,502633,2024-01-01,100308,2003,19,1,41.74,0.0,41.74,21.46,20.28,3,0,4.8
5220,502634,2024-03-26,100030,2013,18,3,91.9,0.0,275.7,179.73,95.97,3,0,3.5
5221,502634,2024-03-26,100030,2002,18,1,83.69,0.0,83.69,46.85,36.84,4,0,3.6
5222,502635,2025-09-15,101290,2051,18,1,54.3,0.05,54.3,27.32,26.98,5,0,2.9
5223,502635,2025-09-15,101290,2041,18,2,61.97,0.0,123.94,77.88,46.06,8,1,2.9
5224,502635,2025-09-15,101290,2056,18,2,22.96,0.0,45.92,21.61,24.31,5,0,4.0
5225,502636,2026-01-23,100965,2033,15,2,95.97,0.05,191.94,116.32,75.62,2,0,5.0
5226,502636,2026-01-23,100965,2052,15,1,173.5,0.05,173.5,113.51,59.99,7,0,4.5
5227,502636,2026-01-23,100965,2032,15,3,87.87,0.05,263.61,168.76,94.85,4,0,3.8
5228,502637,2025-10-23,100518,2000,11,1,124.87,0.0,124.87,92.42,32.45,3,0,4.6
5229,502638,2025-12-16,100110,2043,20,1,18.61,0.03,18.61,6.55,12.06,4,0,4.5
5230,502638,2025-12-16,100110,2007,20,2,23.67,0.08,47.34,23.45,23.89,3,0,4.1
5231,502639,2025-01-01,101891,2029,11,1,80.09,0.0,80.09,44.44,35.65,2,0,3.8
5232,502640,2025-10-14,101653,2012,15,1,91.97,0.05,91.97,68.12,23.85,1,0,4.5
5233,502640,2025-10-14,101653,2038,15,1,64.52,0.0,64.52,41.76,22.76,4,0,3.4
5234,502640,2025-10-14,101653,2044,15,2,31.79,0.0,63.58,36.43,27.15,2,0,3.7
5235,502641,2025-11-27,101870,2051,12,2,56.28,0.0,112.56,63.55,49.01,5,0,3.9
5236,502641,2025-11-27,101870,2033,12,3,98.66,0.0,295.98,184.56,111.42,1,0,3.5
5237,502642,2025-12-06,100227,2013,20,1,91.13,0.0,91.13,60.38,30.75,5,0,4.5
5238,502642,2025-12-06,100227,2058,20,3,24.41,0.0,73.23,36.98,36.25,4,0,5.0
5239,502643,2024-04-28,100028,2031,16,3,48.41,0.0,145.23,73.86,71.37,6,0,4.8
5240,502643,2024-04-28,100028,2022,16,3,165.42,0.0,496.26,341.74,154.52,2,0,3.9
5241,502644,2024-04-25,100433,2036,16,3,98.5,0.0,295.5,159.26,136.24,2,0,3.9
5242,502644,2024-04-25,100433,2026,16,3,26.09,0.0,78.27,38.13,40.14,2,0,3.9
5243,502644,2024-04-25,100433,2004,16,1,29.56,0.0,29.56,17.45,12.11,3,0,4.0
5244,502645,2024-11-14,100200,2031,13,3,48.17,0.0,144.51,74.18,70.33,4,0,3.4
5245,502645,2024-11-14,100200,2007,13,1,26.98,0.0,26.98,15.36,11.62,3,0,4.8
5246,502646,2025-02-01,100919,2049,19,3,19.8,0.0,59.4,27.78,31.62,5,0,4.5
5247,502646,2025-02-01,100919,2034,19,1,52.95,0.0,52.95,32.35,20.6,4,0,4.0
5248,502647,2026-01-26,101290,2048,12,2,84.4,0.0,168.8,105.56,63.24,3,0,3.9
5249,502648,2024-09-08,100390,2055,18,1,53.52,0.05,53.52,33.58,19.94,8,0,4.0
5250,502649,2025-10-18,100793,2041,21,1,57.53,0.1,57.53,35.97,21.56,5,0,4.4
5251,502649,2025-10-18,100793,2019,21,3,268.35,0.05,805.05,512.32,292.73,3,0,4.4
5252,502650,2025-12-02,101078,2010,13,2,27.82,0.0,55.64,25.65,29.99,5,0,3.4
5253,502651,2026-02-01,100634,2056,18,3,18.87,0.1,56.61,34.18,22.43,6,0,2.9
5254,502651,2026-02-01,100634,2002,18,3,72.22,0.15,216.66,127.17,89.49,7,0,4.8
5255,502652,2024-05-29,100921,2019,13,1,273.12,0.0,273.12,211.78,61.34,2,0,4.5
5256,502652,2024-05-29,100921,2012,13,1,94.44,0.0,94.44,60.26,34.18,7,0,4.1
5257,502653,2024-07-10,101180,2026,21,3,24.12,0.05,72.36,32.92,39.44,1,0,4.4
5258,502654,2024-06-22,101905,2048,20,3,75.79,0.1,227.37,154.02,73.35,6,0,3.5
5259,502655,2025-08-03,100620,2031,13,2,48.98,0.0,97.96,56.84,41.12,6,1,2.9
5260,502656,2025-06-26,100176,2005,12,3,65.93,0.0,197.79,98.06,99.73,7,0,4.0
5261,502657,2024-11-17,101737,2025,10,2,80.58,0.03,161.16,104.88,56.28,1,0,3.2
5262,502657,2024-11-17,101737,2058,10,1,24.55,0.03,24.55,10.2,14.35,6,0,4.8
5263,502658,2024-03-11,101153,2038,18,1,62.96,0.08,62.96,25.92,37.04,2,0,3.3
5264,502659,2025-02-15,100944,2005,21,3,59.3,0.1,177.9,84.98,92.92,4,0,5.0
5265,502659,2025-02-15,100944,2030,21,2,45.27,0.15,90.54,61.02,29.52,4,0,4.8
5266,502659,2025-02-15,100944,2015,21,2,59.89,0.05,119.78,95.27,24.51,3,0,3.8
5267,502660,2025-08-01,101440,2055,11,2,54.63,0.0,109.26,62.29,46.97,5,0,4.0
5268,502660,2025-08-01,101440,2052,11,3,174.75,0.0,524.25,415.85,108.4,6,0,4.1
5269,502661,2025-01-09,101962,2055,19,3,56.64,0.03,169.92,118.16,51.76,2,0,3.0
5270,502661,2025-01-09,101962,2016,19,2,46.45,0.03,92.9,59.19,33.71,1,0,3.2
5271,502662,2024-07-30,100255,2032,19,3,98.15,0.0,294.45,203.33,91.12,3,0,4.0
5272,502662,2024-07-30,100255,2038,19,3,66.45,0.0,199.35,121.12,78.23,4,0,4.7
5273,502662,2024-07-30,100255,2002,19,1,81.18,0.0,81.18,43.47,37.71,7,0,3.7
5274,502663,2025-04-12,101721,2022,15,3,167.91,0.0,503.73,371.37,132.36,5,0,3.8
5275,502663,2025-04-12,101721,2044,15,3,28.04,0.1,84.12,50.9,33.22,4,0,3.6
5276,502664,2025-06-06,101272,2042,12,1,61.99,0.0,61.99,33.65,28.34,4,0,4.9
5277,502664,2025-06-06,101272,2047,12,1,52.16,0.0,52.16,33.53,18.63,4,0,2.8
5278,502665,2025-04-12,101170,2042,17,1,63.0,0.0,63.0,36.33,26.67,6,0,3.7
5279,502665,2025-04-12,101170,2046,17,2,85.57,0.1,171.14,109.56,61.58,7,1,4.5
5280,502665,2025-04-12,101170,2031,17,1,39.31,0.15,39.31,17.45,21.86,2,0,4.1
5281,502666,2025-11-20,101728,2032,17,3,88.48,0.13,265.44,170.19,95.25,4,0,3.5
5282,502667,2024-09-05,100608,2023,19,2,167.29,0.0,334.58,233.78,100.8,5,0,3.6
5283,502668,2025-04-26,101575,2040,16,2,58.7,0.0,117.4,63.57,53.83,1,0,4.7
5284,502668,2025-04-26,101575,2050,16,3,34.88,0.0,104.64,56.2,48.44,5,0,4.3
5285,502669,2025-11-06,101141,2041,10,1,64.66,0.0,64.66,41.13,23.53,5,0,2.8
5286,502670,2024-06-17,101870,2047,12,3,48.18,0.0,144.54,85.15,59.39,5,0,3.8
5287,502670,2024-06-17,101870,2022,12,3,177.59,0.0,532.77,422.31,110.46,4,0,4.8
5288,502671,2024-08-10,100935,2004,14,2,26.32,0.1,52.64,30.42,22.22,1,0,4.9
5289,502671,2024-08-10,100935,2057,14,2,20.81,0.05,41.62,20.79,20.83,6,0,3.6
5290,502671,2024-08-10,100935,2028,14,2,35.35,0.05,70.7,33.54,37.16,5,1,4.4
5291,502672,2024-02-08,101441,2041,15,3,52.57,0.15,157.71,82.95,74.76,4,0,4.1
5292,502672,2024-02-08,101441,2040,15,1,52.41,0.05,52.41,30.65,21.76,3,0,4.5
5293,502673,2024-10-23,100994,2055,14,2,54.04,0.05,108.08,75.34,32.74,2,0,3.9
5294,502673,2024-10-23,100994,2024,14,3,148.75,0.1,446.25,317.93,128.32,4,0,4.0
5295,502673,2024-10-23,100994,2053,14,2,36.63,0.05,73.26,37.43,35.83,4,0,3.9
5296,502674,2024-02-05,100787,2049,20,3,17.55,0.05,52.65,23.73,28.92,4,0,3.9
5297,502674,2024-02-05,100787,2014,20,3,48.15,0.05,144.45,84.39,60.06,3,0,4.5
5298,502675,2025-08-12,100750,2033,13,3,96.14,0.0,288.42,204.57,83.85,5,0,3.6
5299,502675,2025-08-12,100750,2053,13,2,39.52,0.0,79.04,45.51,33.53,4,0,3.4
5300,502676,2024-03-11,101840,2004,18,1,25.73,0.08,25.73,13.22,12.51,7,0,3.1
5301,502677,2025-07-01,101675,2015,14,2,61.76,0.05,123.52,91.85,31.67,2,0,4.3
5302,502677,2025-07-01,101675,2049,14,1,18.6,0.05,18.6,8.34,10.26,2,0,5.0
5303,502678,2025-04-03,100450,2021,21,2,28.67,0.13,57.34,40.9,16.44,1,0,4.2
5304,502678,2025-04-03,100450,2011,21,1,127.93,0.03,127.93,82.97,44.96,1,0,4.5
5305,502678,2025-04-03,100450,2034,21,1,52.09,0.03,52.09,30.1,21.99,2,0,4.0
5306,502679,2026-02-19,101731,2000,20,2,124.43,0.05,248.86,194.03,54.83,6,0,3.7
5307,502679,2026-02-19,101731,2025,20,3,74.78,0.15,224.34,165.17,59.17,4,0,3.4
5308,502680,2024-10-02,101167,2042,19,2,63.21,0.0,126.42,79.0,47.42,4,0,4.7
5309,502680,2024-10-02,101167,2020,19,1,49.33,0.0,49.33,29.19,20.14,1,0,4.0
5310,502680,2024-10-02,101167,2057,19,1,22.09,0.0,22.09,10.0,12.09,2,0,5.0
5311,502681,2024-09-29,100208,2039,19,1,230.24,0.0,230.24,139.82,90.42,3,0,3.0
5312,502681,2024-09-29,100208,2018,19,1,146.34,0.0,146.34,107.74,38.6,4,0,2.9
5313,502681,2024-09-29,100208,2041,19,2,66.94,0.0,133.88,68.31,65.57,6,0,4.7
5314,502682,2024-07-11,101531,2025,17,2,81.1,0.08,162.2,115.12,47.08,2,0,4.1
5315,502683,2025-02-28,100324,2011,17,2,137.49,0.05,274.98,178.13,96.85,4,0,3.1
5316,502684,2024-06-22,101744,2036,16,3,92.25,0.03,276.75,159.49,117.26,6,0,5.0
5317,502684,2024-06-22,101744,2002,16,1,88.63,0.03,88.63,51.27,37.36,2,1,4.3
5318,502684,2024-06-22,101744,2034,16,3,53.84,0.03,161.52,95.01,66.51,4,0,4.9
5319,502685,2024-03-30,100908,2015,10,2,63.58,0.0,127.16,67.72,59.44,6,1,4.0
5320,502686,2026-01-19,101833,2016,21,2,45.23,0.0,90.46,55.67,34.79,6,0,3.3
5321,502686,2026-01-19,101833,2018,21,1,164.61,0.0,164.61,104.09,60.52,4,0,5.0
5322,502686,2026-01-19,101833,2005,21,1,68.18,0.05,68.18,42.5,25.68,4,0,3.0
5323,502687,2025-06-20,100966,2048,21,3,75.84,0.15,227.52,158.48,69.04,1,0,4.1
5324,502687,2025-06-20,100966,2000,21,2,126.19,0.0,252.38,187.92,64.46,2,0,3.9
5325,502687,2025-06-20,100966,2007,21,3,23.16,0.1,69.48,30.93,38.55,6,0,3.8
5326,502688,2024-04-03,100169,2027,16,1,59.73,0.03,59.73,38.03,21.7,1,0,4.3
5327,502689,2025-05-03,101533,2058,20,3,26.66,0.0,79.98,35.4,44.58,6,0,3.3
5328,502690,2024-08-28,101452,2041,14,3,56.2,0.1,168.6,91.37,77.23,4,0,4.2
