ID_Pedido,Fecha_pedido,ID_Cliente,Segmento_Cliente,Pais,Region,Ciudad,Categoria_Producto,Producto,Canal,Campaña,Estación,Unidades,Descuento_pct,Ingresos,Costo,Ganancia
ORD-202404-00736,08/04/2024,CLI-6274,Basico,Peru,Sierra,Cusco,Deportes,Bicicleta,Tienda,Siempre activo,Otoño,4,0.0,1967.76,1421.9204506427452,545.8410324852737
ORD-202505-00737,25/05/2025,CLI-7878,Estandar,Colombia,Andina,Bogotá,Electronica,Tablet,Online,Siempre activo,Otoño,2,0.055612068139298,632.67,453.58914871902897,179.082507541476
ORD-202501-00738,19/01/2025,CLI-8179,Estandar,Peru,Costa,Lima,Moda,Bolso,Online,Siempre activo,Verano,2,0.09267232127830072,184.7159808743145,119.33990690833943,65.37607396597508
ORD-202502-00739,08/02/2025,CLI-1495,Estandar,Colombia,Andina,Bogotá,Moda,Bolso,Tienda,Siempre activo,Verano,1,0.08201950865524288,95.05509161064751,60.978569254452125,34.07652235619538
ORD-202506-00740,01/06/2025,CLI-6261,Basico,Colombia,Caribe,Barranquilla,Electronica,Smartwatch,Online,Siempre activo,Invierno,1,0.07784488500530348,109.58411881047392,76.95265927254384,32.631459537930084
ORD-202504-00741,20/04/2025,CLI-7116,Estandar,Chile,Centro,Valparaíso,Deportes,Guantes,Tienda,Temporada baja,Otoño,1,0.10532459246433443,36.00245261084758,25.445145038461387,10.55730757238619
ORD-202512-00742,09/12/2025,CLI-8108,Premium,Chile,Centro,Valparaíso,Moda,Jeans,Online,Temporada baja,Verano,1,0.11441500699406976,92.3059110130379,55.268432868492994,37.037478144544906
ORD-202510-00743,06/10/2025,CLI-2063,Basico,Chile,Sur,Concepción,Deportes,Guantes,Online,Black Friday,Primavera,1,0.2120258303440048,28.484740090758606,20.509300340021117,7.97543975073749
ORD-202503-00744,12/03/2025,CLI-8887,Premium,Peru,Costa,Lima,Hogar,Lampara,Tienda,Siempre activo,Otoño,1,0.0678000979889409,72.67574034331372,47.54284110748998,25.132899235823743
ORD-202401-00745,23/01/2024,CLI-2644,Basico,Chile,Sur,Concepción,Deportes,Cuerda,Tienda,Siempre activo,Verano,1,0.08835455622355017,15.687319938752424,10.131654169065978,5.5556657696864455
ORD-202507-00746,18/07/2025,CLI-9629,Estandar,Peru,Sierra,Cusco,Electronica,Tablet,Online,Siempre activo,Invierno,1,0.0006141109886387552,296.95,206.41290756501678,90.5359182136234
ORD-202511-00747,07/11/2025,CLI-8110,Estandar,Mexico,Norte,Monterrey,Hogar,Lampara,Online,Siempre activo,Primavera,2,0.024009901484364143,119.55,83.48707326389165,36.06625244250482
ORD-202512-00748,14/12/2025,CLI-7028,Basico,Mexico,Occidente,Guadalajara,Deportes,Bicicleta,Online,Siempre activo,Verano,1,0.04957818139397886,492.5490643895135,345.7287271665917,146.8203372229218
ORD-202504-00749,02/04/2025,CLI-7547,Basico,Peru,Sierra,Arequipa,Moda,Zapatillas,Online,Siempre activo,Otoño,3,0.11659175664876469,272.0804302363833,182.2938882583768,89.78654197800648
ORD-202403-00750,23/03/2024,CLI-7362,Premium,Colombia,Caribe,Barranquilla,Moda,Bolso,Online,Siempre activo,Otoño,2,0.0,241.75,153.60558889913096,88.13988439107356
ORD-202405-00751,24/05/2024,CLI-3925,Premium,Peru,Costa,Trujillo,Deportes,Cuerda,Online,Black Friday,Otoño,1,0.21664114797512082,17.273436130683507,12.11605662729493,5.157379503388578
ORD-202403-00752,25/03/2024,CLI-2790,Basico,Peru,Sierra,Cusco,Hogar,Cafetera,Online,Siempre activo,Otoño,1,0.012849043066186387,134.89,91.05169989851669,43.8351269897895
ORD-202403-00753,18/03/2024,CLI-6786,Estandar,Colombia,Pacífico,Cali,Hogar,Lampara,Online,Back to School,Otoño,1,0.06551779619373926,57.06516587928614,36.65611781056369,20.40904806872245
ORD-202504-00754,01/04/2025,CLI-9540,Basico,Chile,Sur,Concepción,Hogar,Lampara,Online,Siempre activo,Otoño,2,0.02438213256285928,118.19,79.10323100035886,39.08786574535992
ORD-202401-00755,01/01/2024,CLI-2726,Estandar,Peru,Costa,Trujillo,Moda,Bolso,Tienda,Siempre activo,Verano,2,0.033070911625681224,211.22,128.76985001841152,82.44703007719477
ORD-202402-00756,20/02/2024,CLI-4844,Basico,Peru,Sierra,Arequipa,Moda,Bolso,Online,Siempre activo,Verano,1,0.09340468520334602,89.19,55.80979651131613,33.37775973504508
ORD-202511-00757,15/11/2025,CLI-5652,Estandar,Peru,Costa,Trujillo,Deportes,Cuerda,Tienda,Siempre activo,Primavera,2,0.11396439380431105,34.69,23.60433705841888,11.081505136682853
ORD-202512-00758,17/12/2025,CLI-6016,Estandar,Mexico,Centro,CDMX,Hogar,Aspiradora,Online,Siempre activo,Verano,2,0.03565897962104753,441.146313567954,300.90528199184246,140.24103157611154
ORD-202503-00759,21/03/2025,CLI-7010,Estandar,Colombia,Andina,Bogotá,Deportes,Guantes,Online,Siempre activo,Otoño,1,0.08986224290297748,31.48,20.529955089810763,10.948472047317388
ORD-202503-00760,24/03/2025,CLI-1016,Basico,Colombia,Caribe,Barranquilla,Moda,Zapatillas,Online,Siempre activo,Otoño,1,0.014639266046112362,99.61120971613934,62.682817257032916,36.928392459106426
ORD-202505-00761,02/05/2025,CLI-5501,Estandar,Peru,Sierra,Cusco,Deportes,Guantes,Online,Back to School,Otoño,1,0.059478619088628754,36.79617067812975,25.767736807254824,11.028433870874924
ORD-202402-00762,03/02/2024,CLI-6197,Basico,Mexico,Norte,Monterrey,Hogar,Cafetera,Tienda,Siempre activo,Verano,2,0.05038442913699485,219.0020179574888,139.34688436591117,79.65513359157762
ORD-202412-00763,13/12/2024,CLI-4266,Estandar,Chile,Centro,Valparaíso,Deportes,Mancuernas,Tienda,Siempre activo,Verano,5,0.041530638742252116,360.507542674375,257.9833558192408,102.52418685513419
ORD-202404-00764,04/04/2024,CLI-8248,Estandar,Chile,Centro,Santiago,Deportes,Mancuernas,Online,Black Friday,Otoño,2,,100.18,68.85912342200885,31.316282643300852
ORD-202403-00765,12/03/2024,CLI-6405,Basico,Peru,Sierra,Cusco,Deportes,Bicicleta,Tienda,Siempre activo,Otoño,2,0.022450515880147966,1049.60,713.361615613078,336.23625791978986
ORD-202507-00766,04/07/2025,CLI-7986,Basico,Peru,Costa,Trujillo,Electronica,Audifonos,Tienda,Back to School,Invierno,3,0.0910534108668873,251.9963268407936,175.3609320465782,76.63539479421542
ORD-202406-00767,02/06/2024,CLI-9334,Premium,Chile,Centro,Valparaíso,Moda,Chaqueta,Online,Back to School,Invierno,1,0.10561920621434062,123.43731546304787,81.84749949332208,41.58981596972579
ORD-202409-00768,06/09/2024,CLI-5434,Estandar,Peru,Costa,Lima,Deportes,Cuerda,Online,Back to School,Primavera,2,0.06328610334204776,35.72419409896538,23.862560997055876,11.8616331019095
ORD-202511-00769,04/11/2025,CLI-2759,Premium,Colombia,Caribe,Barranquilla,Electronica,Audifonos,Online,Siempre activo,Primavera,1,0.11213397781282304,123.33639444320934,90.6942793200396,32.642115123169745
ORD-202503-00770,13/03/2025,CLI-9137,Estandar,Colombia,Andina,Bogotá,Moda,Chaqueta,Tienda,Black Friday,Otoño,2,0.17845056732326564,247.9962519951803,156.26103063865878,91.73522135652152
ORD-202404-00771,27/04/2024,CLI-2628,Premium,Peru,Sierra,Arequipa,Deportes,Cuerda,Online,Black Friday,Otoño,1,0.1783008485251814,17.68,12.839895595698245,4.844305226023771
ORD-202411-00772,01/11/2024,CLI-7162,Basico,Colombia,Caribe,Barranquilla,Deportes,Guantes,Online,Navidad,Primavera,1,0.11089235793537258,26.71,18.694435810577854,8.01335721097696
ORD-202409-00773,24/09/2024,CLI-4967,Estandar,Colombia,Pacífico,Cali,Electronica,Parlante,Online,Siempre activo,Primavera,1,0.06391802125962763,143.48,96.25299676731662,47.22930418750708
ORD-202402-00774,23/02/2024,CLI-1087,Estandar,Colombia,Andina,Bogotá,Moda,Bolso,Online,Temporada baja,Verano,2,0.0820494477671252,175.1599558498791,106.37349601532162,68.78645983455749
ORD-202408-00775,23/08/2024,CLI-4709,Basico,Chile,Centro,Santiago,Electronica,Smartwatch,Online,Navidad,Invierno,2,0.12713053284111303,214.91,139.68969449884196,75.21752780706876
ORD-202501-00776,23/01/2025,CLI-6851,Estandar,Chile,Sur,Concepción,Moda,Jeans,Online,Siempre activo,Verano,1,0.085120363661195,75.6037190906485,45.3026332766679,30.3010858139806
ORD-202502-00777,04/02/2025,CLI-7032,Estandar,Chile,Norte,Antofagasta,Hogar,Lampara,Online,Siempre activo,Verano,1,0.06729683361526984,59.05965692109794,40.59017321151726,18.46948370958068
ORD-202509-00778,15/09/2025,CLI-9063,Premium,Chile,Sur,Concepción,Deportes,Bicicleta,Tienda,Siempre activo,Primavera,4,0.06395461984480758,2277.2491332730638,1643.5234561546317,633.725677118432
ORD-202410-00779,29/10/2024,CLI-3205,Estandar,Peru,Sierra,Cusco,Deportes,Cuerda,Online,Siempre activo,Primavera,2,0.03537941182369822,37.205913772175165,25.735870346846504,11.470043425328662
ORD-202407-00780,25/07/2024,CLI-2286,Estandar,Colombia,Andina,Bogotá,Moda,Zapatillas,Online,Navidad,Invierno,2,0.13078457819321573,152.8747822145498,87.13862586229338,65.73615635225643
ORD-202408-00781,16/08/2024,CLI-2593,Estandar,Peru,Costa,Lima,Electronica,Tablet,Tienda,Siempre activo,Invierno,1,0.04281427049266795,285.6341369793576,200.5737654943191,85.0603714850385
ORD-202507-00782,31/07/2025,CLI-4658,Estandar,Peru,Costa,Lima,Hogar,Aspiradora,Online,Temporada baja,Invierno,5,0.09742017053064062,849.6417488744903,560.2283244001085,289.4134244743818
ORD-202403-00783,15/03/2024,CLI-8138,Estandar,Peru,Sierra,Arequipa,Hogar,Cafetera,Online,Siempre activo,Otoño,1,0.05695101859335067,134.93330561282738,86.8067680912048,48.12653752162258
ORD-202503-00784,10/03/2025,CLI-8064,Estandar,Colombia,Caribe,Barranquilla,Deportes,Guantes,Tienda,Siempre activo,Otoño,1,0.02724446610851609,37.84,25.219390765920668,12.617520384344285
ORD-202404-00785,12/04/2024,CLI-4201,Premium,Chile,Norte,Antofagasta,Hogar,Aspiradora,Online,Siempre activo,Otoño,4,0.07715969288225857,956.91,603.9355245359077,352.97772446838906
ORD-202502-00786,25/02/2025,CLI-6985,Premium,Peru,Sierra,Cusco,Deportes,Bicicleta,Online,Navidad,Verano,3,0.14002065853364035,1768.5503080475742,1255.7699563271058,512.7803517204684
ORD-202512-00787,04/12/2025,CLI-8459,Estandar,Chile,Centro,Valparaíso,Deportes,Mancuernas,Online,Temporada baja,Verano,1,0.10000481522221255,63.06,46.03137809070685,17.025304225329926
ORD-202411-00788,01/11/2024,CLI-5320,Estandar,Peru,Sierra,Cusco,Electronica,Smartwatch,Online,Black Friday,Primavera,1,0.1877300246232021,146.283300179614,105.77194440019076,40.51135577942324
ORD-202404-00789,07/04/2024,CLI-2705,Estandar,Chile,Centro,Valparaíso,Moda,Zapatillas,Online,Black Friday,Otoño,1,0.18991332757371407,97.17367084514352,61.96740861429583,35.20626223084769
ORD-202411-00790,30/11/2024,CLI-6097,Premium,Chile,Centro,Santiago,Hogar,Cafetera,Online,Siempre activo,Primavera,3,0.052777914456538046,430.9247918350911,283.5898036585596,147.3349881765315
ORD-202503-00791,10/03/2025,CLI-7632,Estandar,Colombia,Pacífico,Cali,Hogar,Lampara,Online,Navidad,Otoño,5,0.09371463963583385,279.16,194.05455782369347,85.10924973319447
ORD-202503-00792,22/03/2025,CLI-1699,Basico,Peru,Costa,Lima,Moda,Bolso,Online,Temporada baja,Otoño,1,0.06141760737254357,85.77675527254048,51.87955095719118,33.897204315349306
ORD-202411-00793,03/11/2024,CLI-7740,Estandar,Mexico,Norte,Monterrey,Deportes,Mancuernas,Tienda,Siempre activo,Primavera,1,0.11106652855353412,60.082880842046066,42.652469310153684,17.430411531892382
ORD-202409-00794,05/09/2024,CLI-6648,Estandar,Chile,Centro,Santiago,Moda,Jeans,Online,Back to School,Primavera,2,0.06466481096182379,160.68169147623308,101.70722435070773,58.97446712552535
ORD-202406-00795,14/06/2024,CLI-1188,Premium,Peru,Sierra,Cusco,Hogar,Cafetera,Tienda,Siempre activo,Invierno,1,0.04731333045996179,126.27624023655044,79.14923433443134,47.127005902119095
ORD-202504-00796,25/04/2025,CLI-5438,Estandar,Chile,Centro,Santiago,Hogar,Cafetera,Tienda,Temporada baja,Otoño,1,0.08924816550915929,113.48946526666768,80.57752033933406,32.91194492733362
ORD-202411-00797,30/11/2024,CLI-7893,Estandar,Chile,Centro,Santiago,Hogar,Cafetera,Online,Siempre activo,Primavera,4,0.04551244054047872,550.4243243199849,354.4312078393737,195.99311648061115
ORD-202506-00798,25/06/2025,CLI-4138,Premium,Colombia,Andina,Bogotá,Hogar,Cafetera,Online,Siempre activo,Invierno,1,0.054976492297047326,116.09006294334716,78.29032302006564,37.79973992328152
ORD-202404-00799,15/04/2024,CLI-7453,Estandar,Mexico,Occidente,Guadalajara,Deportes,Mancuernas,Tienda,Siempre activo,Otoño,2,0.09727865908251304,122.0325633941878,83.9892539729817,38.043309421206104
ORD-202507-00800,16/07/2025,CLI-7745,Premium,Mexico,Occidente,Guadalajara,Deportes,Mancuernas,Tienda,Back to School,Invierno,1,0.07311217458802782,49.376506526511996,34.09076978474957,15.285736741762427
ORD-202403-00801,21/03/2024,CLI-7490,Premium,Colombia,Andina,Medellín,Deportes,Guantes,Tienda,Siempre activo,Otoño,1,0.01175743958638905,41.42,26.350652076858964,15.073311047774482
ORD-202405-00802,12/05/2024,CLI-4334,Basico,Peru,Sierra,Arequipa,Deportes,Cuerda,Online,Black Friday,Otoño,1,0.15000000000000002,15.16665370235404,9.799314110159303,5.367339592194737
ORD-202405-00803,17/05/2024,CLI-5780,Basico,Peru,Sierra,Arequipa,Hogar,Cafetera,Online,Navidad,Otoño,1,0.09604348142835113,109.10293913106784,69.23777149754174,39.8651676335261
ORD-202407-00804,02/07/2024,CLI-4055,Estandar,Colombia,Caribe,Barranquilla,Electronica,Tablet,Tienda,Siempre activo,Invierno,1,0.07459920927040359,274.99,186.81446911667695,88.17249895453205
ORD-202502-00805,04/02/2025,CLI-8262,Estandar,Mexico,Centro,CDMX,Deportes,Guantes,Tienda,Siempre activo,Verano,2,0.044041935339395474,73.05210513317124,46.93969706495076,26.112408068220482
ORD-202411-00806,25/11/2024,CLI-5125,Estandar,Chile,Centro,Valparaíso,Deportes,Mancuernas,Tienda,Siempre activo,Primavera,2,0.01987877416939319,136.06,99.32614024187222,36.73706556891162
ORD-202505-00807,22/05/2025,CLI-9029,Basico,Mexico,Centro,Puebla,Deportes,Mancuernas,Online,Temporada baja,Otoño,2,0.18,95.27,66.80149615142734,28.465726718260257
ORD-202403-00808,09/03/2024,CLI-8839,Premium,Peru,Sierra,Cusco,Deportes,Guantes,Online,Siempre activo,Otoño,1,0.0,40.51523055328039,28.21298676859147,12.302243784688919
ORD-202506-00809,29/06/2025,CLI-2971,Basico,Peru,Costa,Lima,Electronica,Smartwatch,Online,Black Friday,Invierno,3,0.2054048643969945,312.87770896688335,214.22923811975556,98.64847084712778
ORD-202402-00810,22/02/2024,CLI-4366,Estandar,Mexico,Norte,Monterrey,Electronica,Tablet,Online,Navidad,Verano,1,0.12018129782875511,332.0777668891863,234.2481145252202,97.82965236396612
ORD-202503-00811,25/03/2025,CLI-6310,Estandar,Peru,Sierra,Arequipa,Moda,Chaqueta,Online,Siempre activo,Otoño,1,0.04825595915526254,165.19763971696398,103.3970593490101,61.80058036795387
ORD-202407-00812,23/07/2024,CLI-3640,Basico,Colombia,Caribe,Barranquilla,Deportes,Bicicleta,Online,Siempre activo,Invierno,2,0.09418950732889489,604.9581867974359,428.0206209691532,176.93756582828274
ORD-202405-00813,05/05/2024,CLI-7383,Premium,Colombia,Andina,Bogotá,Moda,Jeans,Online,Siempre activo,Otoño,3,0.004487808892831027,304.74,190.69393827714896,114.04299075612164
ORD-202402-00814,12/02/2024,CLI-6766,Estandar,Peru,Costa,Lima,Deportes,Guantes,Online,Back to School,Verano,1,0.05770165765525173,36.52,25.610511150376357,10.907018766780528
ORD-202404-00815,20/04/2024,CLI-2940,Estandar,Peru,Sierra,Cusco,Electronica,Smartwatch,Online,Black Friday,Otoño,1,0.1833215022134159,153.64,111.1206520190474,42.522455586674724
ORD-202510-00816,24/10/2025,CLI-3934,Estandar,Colombia,Pacífico,Cali,Electronica,Parlante,Tienda,Siempre activo,Primavera,1,0.03414647006298828,133.71,88.50952185626356,45.196182350757894
ORD-202407-00817,01/07/2024,CLI-5113,Premium,Colombia,Pacífico,Cali,Moda,Zapatillas,Online,Black Friday,Invierno,1,0.20482926492761466,76.21,51.059507441581076,25.148712620480225
ORD-202404-00818,04/04/2024,CLI-7003,Basico,Peru,Sierra,Cusco,Electronica,Smartwatch,Tienda,Siempre activo,Otoño,1,0.09359630215981063,168.83588326455336,121.58580824016337,47.250075024389986
ORD-202501-00819,08/01/2025,CLI-5453,Estandar,Mexico,Occidente,Guadalajara,Moda,Bolso,Online,Siempre activo,Verano,2,0.06152436006250389,184.86765288794055,117.42776555911797,67.43988732882258
ORD-202506-00820,03/06/2025,CLI-2883,Premium,Peru,Sierra,Arequipa,Hogar,Aspiradora,Tienda,Black Friday,Invierno,1,0.20769036064641694,194.58,127.34965530476225,67.22536955526729
ORD-202412-00821,25/12/2024,CLI-1544,Estandar,Chile,Centro,Valparaíso,Electronica,Tablet,Online,Siempre activo,Verano,1,0.05232244867206042,339.35717912240165,227.63378121929034,111.7233979031113
ORD-202511-00822,26/11/2025,CLI-5422,Basico,Peru,Costa,Trujillo,Hogar,Cafetera,Tienda,Black Friday,Primavera,5,0.21477828460439158,535.3648474304329,380.1090416756074,155.25580575482547
ORD-202410-00823,07/10/2024,CLI-9805,Basico,Chile,Sur,Concepción,Moda,Jeans,Tienda,Siempre activo,Primavera,1,0.04771442990144243,83.20868467409414,50.469514956416575,32.73916971767757
ORD-202407-00824,13/07/2024,CLI-7800,Estandar,Mexico,Centro,CDMX,Hogar,Lampara,Tienda,Siempre activo,Invierno,1,0.05086546684379555,44.016571901798386,28.782702165510297,15.233869736288089
ORD-202407-00825,13/07/2024,CLI-8169,Estandar,Colombia,Andina,Bogotá,Moda,Chaqueta,Online,Navidad,Invierno,2,0.1078921998903927,216.169429670203,138.06532456197206,78.10410510823093
ORD-202510-00826,28/10/2025,CLI-9863,Basico,Mexico,Occidente,Guadalajara,Hogar,Aspiradora,Online,Black Friday,Primavera,1,0.21351673722136677,153.56464557743428,100.60511397418658,52.9595316032477
ORD-202404-00827,02/04/2024,CLI-8671,Premium,Peru,Costa,Trujillo,Hogar,Lampara,Tienda,Siempre activo,Otoño,2,0.03974529714511884,150.1278773172681,106.59079289526035,43.53708442200774
ORD-202511-00828,02/11/2025,CLI-8992,Estandar,Peru,Sierra,Cusco,Hogar,Cafetera,Online,Temporada baja,Primavera,2,0.06510837195239676,249.11558112163164,164.89777418827296,84.21780693335867
ORD-202403-00829,01/03/2024,CLI-1202,Estandar,Chile,Norte,Antofagasta,Deportes,Mancuernas,Online,Black Friday,Otoño,2,0.2024513577878066,104.31,69.51523801827744,34.790858312282936
ORD-202509-00830,25/09/2025,CLI-6922,Basico,Peru,Costa,Lima,Electronica,Parlante,Tienda,Temporada baja,Primavera,4,0.18,444.32,318.016464688615,126.3041415187131
ORD-202402-00831,20/02/2024,CLI-7967,Estandar,Peru,Costa,Trujillo,Moda,Bolso,Online,Navidad,Verano,1,0.13206599407165354,93.7095750111892,60.97138465469062,32.738190356498585
ORD-202502-00832,06/02/2025,CLI-1039,Estandar,Mexico,Centro,Puebla,Moda,Zapatillas,Online,Navidad,Verano,2,0.11652711492822057,195.7274944971071,125.60624702958069,70.12124746752642
ORD-202401-00833,05/01/2024,CLI-1728,Basico,Colombia,Andina,Bogotá,Deportes,Cuerda,Online,Navidad,Verano,1,0.17375310873198319,12.73,8.027520869270143,4.7017528713511645
ORD-202504-00834,10/04/2025,CLI-4330,Basico,Peru,Costa,Lima,Deportes,Guantes,Online,Siempre activo,Otoño,2,0.05139150673749631,59.398017688946126,38.85190694053524,20.54611074841089
ORD-202508-00835,26/08/2025,CLI-3846,Estandar,Peru,Sierra,Cusco,Hogar,Lampara,Tienda,Navidad,Invierno,1,0.07028470919095298,52.30,33.04974450227802,19.245605897976667
ORD-202511-00836,12/11/2025,CLI-4741,Estandar,Colombia,Pacífico,Cali,Moda,Jeans,Online,Temporada baja,Primavera,1,0.07045667242452949,78.73565166871906,49.15794226274745,29.57770940597161
ORD-202506-00837,17/06/2025,CLI-2401,Premium,Chile,Sur,Concepción,Hogar,Lampara,Online,Siempre activo,Invierno,1,0.03354606118286915,54.17782955454217,34.181310553003286,19.996519001538886
ORD-202502-00838,08/02/2025,CLI-5568,Basico,Mexico,Norte,Monterrey,Electronica,Audifonos,Online,Siempre activo,Verano,3,0.07218868900232248,307.57,230.6764634776719,76.8921544925573
ORD-202505-00839,27/05/2025,CLI-8423,Estandar,Colombia,Andina,Bogotá,Deportes,Bicicleta,Tienda,Navidad,Otoño,1,0.1186604609661413,444.434545647853,315.76068424612487,128.67386140172812
ORD-202510-00840,06/10/2025,CLI-6850,Premium,Peru,Costa,Lima,Hogar,Lampara,Online,Navidad,Primavera,1,0.13835013182933592,62.05760711637138,38.83348540717065,23.22412170920073
ORD-202408-00841,20/08/2024,CLI-5956,Estandar,Mexico,Centro,Puebla,Electronica,Parlante,Tienda,Black Friday,Invierno,1,0.16282781081389613,92.67,62.963979157635734,29.71056141497961
ORD-202506-00842,07/06/2025,CLI-5661,Estandar,Peru,Sierra,Arequipa,Hogar,Cafetera,Online,Temporada baja,Invierno,1,0.09440347086982356,87.70,57.47993489259891,30.215380689656918
ORD-202412-00843,11/12/2024,CLI-9313,Premium,Peru,Sierra,Arequipa,Moda,Zapatillas,Tienda,Black Friday,Verano,2,0.2235243251974426,217.35388461981677,133.54951762090826,83.8043669989085
ORD-202402-00844,15/02/2024,CLI-5459,Premium,Peru,Costa,Trujillo,Moda,Zapatillas,Tienda,Siempre activo,Verano,1,0.057985335956125414,140.11971574942194,82.25898986743907,57.86072588198287
ORD-202506-00845,29/06/2025,CLI-1957,Estandar,Peru,Costa,Trujillo,Hogar,Licuadora,Online,Navidad,Invierno,1,0.12782118485913826,71.17892208283673,45.74394737148966,25.434974711347074
ORD-202403-00846,18/03/2024,CLI-9303,Estandar,Chile,Norte,Antofagasta,Moda,Chaqueta,Tienda,Back to School,Otoño,1,0.1326737163059895,135.2730127101113,82.35787257477203,52.91514013533926
ORD-202512-00847,30/12/2025,CLI-3061,Estandar,Colombia,Caribe,Barranquilla,Electronica,Audifonos,Tienda,Siempre activo,Verano,1,0.050864561405850786,134.98582616379554,91.79888719596056,43.186938967834976
ORD-202403-00848,13/03/2024,CLI-4062,Estandar,Colombia,Andina,Bogotá,Hogar,Lampara,Online,Siempre activo,Otoño,2,0.060660586437185623,120.6329014335941,80.56291310263892,40.069988330955184
ORD-202409-00849,05/09/2024,CLI-3014,Estandar,Colombia,Andina,Bogotá,Hogar,Aspiradora,Tienda,Siempre activo,Primavera,1,0.12315651419227779,197.84206870756495,135.58636491218175,62.2557037953832
ORD-202402-00850,16/02/2024,CLI-7230,Estandar,Colombia,Caribe,Barranquilla,Electronica,Audifonos,Online,Siempre activo,Verano,2,0.024529297037538943,267.4316698143007,173.83058537929543,93.60108443500525
ORD-202404-00851,30/04/2024,CLI-9185,Basico,Peru,Costa,Trujillo,Electronica,Parlante,Online,Siempre activo,Otoño,1,0.013124868994450485,147.8750504930159,110.90628786976191,36.96876262325398
ORD-202408-00852,01/08/2024,CLI-8754,Estandar,Peru,Sierra,Arequipa,Deportes,Bicicleta,Online,Siempre activo,Invierno,1,0.04209352387736687,434.96667255624106,311.85232027683344,123.11435227940763
ORD-202408-00853,26/08/2024,CLI-7329,Estandar,Peru,Sierra,Arequipa,Deportes,Bicicleta,Online,Siempre activo,Invierno,1,0.041655077609251176,377.11359087304345,275.29292133732173,101.82066953572172
ORD-202402-00854,25/02/2024,CLI-5597,Estandar,Colombia,Andina,Bogotá,Electronica,Tablet,Tienda,Siempre activo,Verano,2,0.033204770912023035,704.63,494.48798572513687,210.1392123902388
ORD-202412-00855,15/12/2024,CLI-4463,Premium,Mexico,Norte,Monterrey,Moda,Chaqueta,Tienda,Siempre activo,Verano,1,0.04689497849724087,166.01817601488128,104.78179454066448,61.2363814742168
ORD-202404-00856,16/04/2024,CLI-4518,Estandar,Colombia,Caribe,Barranquilla,Hogar,Aspiradora,Online,Siempre activo,Otoño,4,0.07859873762907559,836.1816881378323,560.1170328324986,276.06465530533376
ORD-202402-00857,17/02/2024,CLI-3714,Estandar,Peru,Costa,Lima,Electronica,Smartwatch,Tienda,Siempre activo,Verano,1,0.0,192.14885103001683,144.1116382725126,48.03721275750422
ORD-202507-00858,26/07/2025,CLI-9078,Premium,Chile,Norte,Antofagasta,Moda,Chaqueta,Tienda,Temporada baja,Invierno,2,0.1064891623374495,261.8586369157583,168.21493189047797,93.64370502528035
ORD-202412-00859,02/12/2024,CLI-4509,Premium,Colombia,Andina,Medellín,Deportes,Mancuernas,Online,Siempre activo,Verano,2,0.07702373522084906,150.51317789359013,102.2554664457119,48.25771144787822
ORD-202401-00860,26/01/2024,CLI-6000,Estandar,Mexico,Occidente,Guadalajara,Electronica,Audifonos,Online,Navidad,Verano,1,0.09406915492722748,118.05050358135773,85.1241050460078,32.92639853534993
ORD-202409-00861,13/09/2024,CLI-5065,Estandar,Peru,Sierra,Arequipa,Electronica,Parlante,Online,Siempre activo,Primavera,1,0.05649681641414877,142.3739855603549,98.76985611812955,43.60412944222534
ORD-202401-00862,08/01/2024,CLI-5909,Estandar,Peru,Costa,Trujillo,Deportes,Cuerda,Tienda,Siempre activo,Verano,2,0.07722835433140306,36.8825091332087,25.958248466230017,10.924260666978682
ORD-202509-00863,16/09/2025,CLI-2002,Basico,Peru,Sierra,Arequipa,Hogar,Cafetera,Online,Siempre activo,Primavera,1,0.023824661701830917,137.1408140566251,86.61993980431797,50.520874252307124
ORD-202409-00864,09/09/2024,CLI-4620,Basico,Peru,Costa,Lima,Hogar,Cafetera,Tienda,Navidad,Primavera,1,0.2,108.36063419319684,73.48166819110521,34.87896600209163
ORD-202511-00865,22/11/2025,CLI-9808,Estandar,Peru,Costa,Lima,Moda,Chaqueta,Tienda,Back to School,Primavera,1,0.05074532161390832,168.6553998943162,103.8875894064464,64.7678104878698
ORD-202512-00866,19/12/2025,CLI-7030,Estandar,Peru,Sierra,Arequipa,Deportes,Cuerda,Tienda,Siempre activo,Verano,2,0.09528640587837894,39.03295338321961,26.523829490928,12.509123892291612
ORD-202410-00867,29/10/2024,CLI-9631,Estandar,Peru,Costa,Lima,Hogar,Lampara,Tienda,Siempre activo,Primavera,2,0.02336595858987039,125.19701904678435,85.47609176039315,39.7209272863912
ORD-202509-00868,30/09/2025,CLI-8717,Premium,Peru,Sierra,Cusco,Electronica,Smartwatch,Online,Temporada baja,Primavera,2,0.07665893571788839,413.0041779088729,283.2852668401484,129.71891106872454
ORD-202402-00869,25/02/2024,CLI-2574,Basico,Peru,Sierra,Cusco,Electronica,Audifonos,Online,Siempre activo,Verano,3,0.04997192189423043,366.45510845363174,267.51333840004355,98.94177005358819
ORD-202512-00870,26/12/2025,CLI-5535,Estandar,Colombia,Pacífico,Cali,Moda,Chaqueta,Tienda,Temporada baja,Verano,2,0.12240077030941005,289.8018872210756,173.99779045250568,115.80409676856993
