customer_id,country,city,segment,signup_date,last_activity_date,device_os,plan_type,monthly_fee_usd,orders_90d,avg_order_value_usd,total_spend_90d_usd,support_tickets_90d,satisfaction_score,coupon_used,preferred_category,churned,age,monthly_fee_raw,last_activity_raw
C001350,Perú,Trujillo,SMB,2025-07-08,2026-08-10,Linux,Pro,66.89,2,21.38,42.75,0,4.5,no,Moda,0,999.0,66.89,2026-08-10
C001351,Colombia,Cali,Enterprise,2024-09-26,2025-05-03,iOS,Basic,35.01,13,17.87,232.28,1,3.7,no,Hogar,1,27.0,35.01,2025-05-03
C001352,Colombia,Barranquilla,Retail,2025-08-06,2025-10-25,Android,Basic,31.35,5,47.66,238.29,0,2.9,yes,Belleza,0,35.0,31.35,2025-10-25
C001353,Colombia,Medellín,SMB,2024-02-06,2024-10-01,Android,Basic,27.28,6,43.57,261.42,0,4.6,yes,Deportes,1,33.0,27.28,2024-10-01
C001354,Colombia,Barranquilla,Retail,2024-06-23,2025-04-24,Android,Basic,30.35,3,33.25,99.75,1,4.4,no,Electrónica,1,37.0,30.35,2025-04-24
C001355,Colombia,Medellín,Retail,2024-01-08,2024-09-15,iOS,Basic,29.89,6,7.9,47.39,1,4.5,yes,Hogar,1,41.0,29.89,2024-09-15
C001356,México,Monterrey,Retail,2025-09-06,2026-01-07,macOS,Basic,26.57,2,29.0,58.0,1,5.0,no,Moda,0,21.0,26.57,2026-01-07
C001357,Colombia,Cali,Enterprise,2024-09-24,2025-03-28,Android,Plus,41.18,10,27.97,279.7,0,4.6,yes,Hogar,1,26.0,41.18,2025-03-28
C001358,Colombia,Bogotá,Retail,2024-02-17,2025-03-17,Android,Basic,24.16,3,22.9,68.7,1,3.5,yes,Alimentos,1,49.0,24.16,2025-03-17
C001359,México,Puebla,Retail,2024-10-24,2025-04-05,macOS,Basic,23.98,4,37.94,151.77,0,5.0,yes,Deportes,0,32.0,23.98,2025-04-05
C001360,Colombia,Cali,SMB,2024-01-05,2024-04-14,Android,Pro,71.99,10,24.04,240.4,1,4.9,no,Electrónica,1,42.0,71.99,2024-04-14
C001361,Colombia,Barranquilla,Retail,2024-01-22,2024-03-24,iOS,Basic,22.62,2,40.9,81.8,0,4.1,yes,Moda,1,35.0,22.62,2024-03-24
C001362,Colombia,Barranquilla,Retail,2025-05-12,2025-09-16,Android,Plus,43.72,2,13.47,26.94,0,4.6,no,Belleza,0,23.0,43.72,2025-09-16
C001363,Chile,La Serena,SMB,2025-11-23,2026-05-18,Android,Plus,55.46,5,85.77,428.83,1,3.7,yes,Deportes,0,35.0,55.46,2026-05-18
C001364,Colombia,,Retail,2024-09-05,2025-09-02,Android,Plus,39.94,3,12.2,36.61,1,4.2,no,Belleza,0,24.0,39.94,2025-09-02
C001365,Perú,Trujillo,Enterprise,2024-05-31,2025-03-01,Windows,Plus,49.19,14,28.06,392.8,0,3.1,yes,Moda,1,22.0,49.19,2025-03-01
C001366,Argentina,Rosario,SMB,2025-07-28,2026-02-17,iOS,Plus,44.56,10,48.11,481.12,0,3.9,no,Belleza,0,30.0,44.56,2026-02-17
C001367,México,CDMX,SMB,2025-08-08,2026-05-30,iOS,Plus,38.23,7,17.06,119.44,0,3.6,yes,Alimentos,0,40.0,38.23,2026-05-30
C001368,Chile,Concepción,Retail,2025-10-10,2026-05-06,Android,Plus,46.21,6,28.45,170.69,0,4.3,no,Belleza,0,16.0,46.21,2026-05-06
C001369,México,Puebla,Retail,2024-12-15,2025-09-15,iOS,Basic,18.33,1,18.47,18.47,1,4.3,no,Deportes,0,27.0,18.33,2025-09-15
C001370,México,Guadalajara,SMB,2025-04-21,2025-07-28,Android,Basic,31.29,7,28.06,196.41,1,3.2,no,Deportes,1,44.0,31.29,2025-07-28
C001371,México,Guadalajara,SMB,2025-09-10,2026-03-04,Windows,Plus,44.62,7,12.0,83.98,0,4.1,no,Moda,0,32.0,44.62,2026-03-04
C001372,Colombia,Bogotá,SMB,2025-11-06,2026-09-05,Android,Basic,26.21,7,27.96,195.69,1,4.4,no,Alimentos,0,38.0,26.21,2026-09-05
C001373,Colombia,Bogotá,SMB,2024-02-02,2024-02-19,macOS,Enterprise,174.49,6,7.01,42.08,0,3.6,yes,Deportes,1,26.0,174.49,2024-02-19
C001374,Colombia,Cali,Retail,2024-01-09,2024-04-05,Android,Basic,25.44,6,19.55,117.29,2,3.0,no,Juguetes,1,39.0,25.44,2024-04-05
C001375,Argentina,Mendoza,Retail,2024-06-18,2025-03-14,Android,Basic,22.87,4,26.46,105.83,1,4.5,no,Belleza,0,16.0,22.87,2025-03-14
C001376,Colombia,Barranquilla,SMB,2024-06-05,2025-05-14,Android,Basic,18.18,4,44.06,176.25,0,4.4,no,Belleza,0,19.0,18.18,2025-05-14
C001377,México,Guadalajara,Retail,2025-01-21,2025-05-29,iOS,Basic,28.19,7,38.36,268.54,2,4.1,no,Belleza,1,39.0,28.19,2025-05-29
C001378,Argentina,Mendoza,Retail,2024-10-01,2025-02-09,Linux,Plus,53.04,2,29.23,58.47,0,4.3,yes,Electrónica,1,36.0,53.04,2025-02-09
C001379,México,CDMX,Retail,2024-09-15,2024-10-21,iOS,Pro,73.33,4,71.0,284.01,1,4.8,no,Juguetes,1,,73.33,2024-10-21
C001380,México,Guadalajara,Retail,2025-03-12,2025-09-12,Android,Basic,28.11,4,25.46,101.83,1,4.6,no,Alimentos,0,24.0,28.11,2025-09-12
C001381,Colombia,Bogotá,SMB,2025-03-18,2026-04-12,iOS,Pro,66.52,4,15.95,63.81,0,3.9,no,Electrónica,0,,66.52,2026-04-12
C001382,México,Puebla,SMB,2024-11-19,2025-11-09,Android,Pro,68.16,4,25.1,100.41,1,4.1,yes,Hogar,0,23.0,68.16,2025-11-09
C001383,Chile,Concepción,SMB,2025-04-02,2025-10-02,iOS,Basic,29.74,3,26.57,79.7,0,2.9,no,Hogar,0,46.0,29.74,2025-10-02
C001384,Perú,Lima,SMB,2025-11-07,2025-12-22,Android,Basic,25.13,6,24.05,144.32,0,4.0,yes,Deportes,1,,25.13,2025-12-22
C001385,Argentina,Buenos Aires,Retail,2025-11-01,2025-12-06,iOS,Basic,29.49,2,45.95,91.91,1,4.8,yes,Juguetes,0,23.0,29.49,2025-12-06
C001386,Argentina,Buenos Aires,Retail,2024-09-28,2025-02-20,iOS,Basic,29.94,3,25.34,76.01,0,4.9,no,Electrónica,1,32.0,29.94,2025-02-20
C001387,Perú,Arequipa,Retail,2025-01-18,2025-02-23,Android,Plus,40.02,4,25.76,103.03,1,4.3,no,Hogar,1,38.0,40.02,2025-02-23
C001388,México,Monterrey,Retail,2024-05-06,2024-08-23,Android,Plus,46.52,1,19.01,19.01,0,4.5,no,Juguetes,1,23.0,46.52,2024-08-23
C001389,Colombia,Bogotá,SMB,2025-05-19,2025-11-26,Android,Plus,44.13,8,33.6,268.78,0,3.7,no,Moda,0,22.0,44.13,2025-11-26
C001390,Colombia,Barranquilla,Retail,2024-04-28,2025-05-24,iOS,Basic,29.37,6,26.61,159.65,1,4.5,no,Deportes,0,22.0,29.37,2025-05-24
C001391,México,Guadalajara,Retail,2025-01-22,2025-04-22,macOS,Basic,21.65,4,33.05,132.22,1,4.9,no,Hogar,1,33.0,21.65,2025-04-22
C001392,Perú,Lima,Retail,2025-11-15,2026-03-29,Windows,Basic,16.2,2,23.68,47.36,0,4.1,yes,Juguetes,0,38.0,16.2,2026-03-29
C001393,Colombia,Cali,Retail,2024-03-08,2024-05-29,Android,Basic,27.4,5,61.28,306.38,0,3.3,no,Juguetes,1,23.0,27.4,2024-05-29
C001394,México,Puebla,Retail,2024-03-12,2024-07-06,iOS,Pro,67.3,2,27.68,55.35,0,4.2,yes,Alimentos,1,19.0,67.3,2024-07-06
C001395,Argentina,Rosario,SMB,2025-04-09,2026-05-03,Android,Basic,27.75,5,28.84,144.18,0,4.1,no,Belleza,0,28.0,27.75,2026-05-03
C001396,Colombia,Cali,Retail,2024-06-04,2025-06-05,Windows,Enterprise,182.5,3,26.28,78.84,0,3.5,no,Alimentos,1,,182.5,2025-06-05
C001397,Argentina,Buenos Aires,SMB,2025-10-05,2025-11-07,Android,Basic,19.42,4,38.28,153.14,0,4.4,no,Belleza,0,27.0,19.42,2025-11-07
C001398,Colombia,Medellín,SMB,2025-11-21,2026-08-19,Android,Pro,67.79,5,14.57,72.84,0,4.5,no,Alimentos,0,24.0,67.79,2026-08-19
C001399,Argentina,Mendoza,Retail,2024-05-29,2025-03-22,iOS,Plus,42.91,1,33.42,33.42,1,4.4,no,Hogar,0,37.0,42.91,2025-03-22
C001400,Colombia,Bogotá,Retail,2025-09-23,2026-04-26,iOS,Plus,49.33,3,58.42,175.27,0,4.1,yes,Alimentos,0,26.0,49.33,2026-04-26
C001401,México,CDMX,Enterprise,2024-03-31,2025-01-06,Linux,Pro,63.71,18,56.84,1023.09,1,4.7,no,Juguetes,1,18.0,63.71,2025-01-06
C001402,Colombia,Medellín,Retail,2024-01-26,2024-05-16,iOS,Basic,25.85,5,19.97,99.86,0,4.2,yes,Hogar,1,29.0,25.85,2024-05-16
C001403,Perú,Arequipa,Retail,2025-01-01,2025-11-12,macOS,Basic,26.61,2,34.23,68.46,2,3.6,no,Hogar,0,28.0,26.61,2025-11-12
C001404,Perú,Trujillo,Enterprise,2024-01-21,2024-04-14,iOS,Basic,26.87,14,78.92,1104.93,1,3.8,yes,Belleza,1,32.0,26.87,2024-04-14
C001405,Colombia,Barranquilla,SMB,2025-11-28,2026-09-30,Linux,Basic,23.4,9,25.28,227.5,6,2.9,no,Deportes,0,22.0,23.4,2026-09-30
C001406,Colombia,Cali,Retail,2025-03-22,2026-04-20,Android,Basic,17.84,9,25.19,226.73,2,3.7,yes,Moda,0,48.0,17.84,2026-04-20
C001407,Chile,Santiago,Retail,2025-07-09,2026-05-01,iOS,Pro,73.67,2,23.62,47.23,0,4.1,no,Juguetes,0,28.0,73.67,2026-05-01
C001408,Perú,Arequipa,Retail,2024-11-17,2025-11-03,Android,Basic,28.13,6,45.32,271.9,0,2.9,no,Belleza,1,38.0,28.13,2025-11-03
C001409,Chile,Valparaíso,Retail,2025-02-05,2025-09-18,Windows,Plus,37.05,5,46.07,230.37,0,4.5,yes,Belleza,0,32.0,37.05,2025-09-18
C001410,Colombia,Barranquilla,SMB,2024-09-17,2025-01-20,Android,Enterprise,175.77,6,22.93,137.57,0,4.5,yes,Hogar,0,20.0,175.77,2025-01-20
C001411,Colombia,Bogotá,Retail,2025-07-16,2025-09-06,iOS,Enterprise,173.09,3,31.15,93.45,1,3.3,yes,Alimentos,0,25.0,173.09,2025-09-06
C001412,Chile,Valparaíso,Retail,2025-06-27,2026-06-14,Android,Plus,48.56,0,23.8,0.0,0,3.3,yes,Deportes,0,23.0,48.56,2026-06-14
C001413,Perú,Trujillo,SMB,2025-11-21,2026-11-11,Linux,Basic,29.72,6,33.47,200.82,1,3.8,no,Moda,0,28.0,29.72,2026-11-11
C001414,Chile,Valparaíso,SMB,2024-10-12,2025-06-07,iOS,Plus,42.4,6,26.45,158.69,1,3.0,no,Alimentos,0,16.0,42.4,2025-06-07
C001415,México,CDMX,Retail,2025-03-16,2025-11-07,macOS,Basic,24.2,4,15.53,62.11,0,4.5,no,Hogar,0,44.0,24.2,2025-11-07
C001416,Colombia,Bogotá,Retail,2025-09-21,2026-05-03,Android,Enterprise,169.23,4,34.47,137.9,0,3.9,yes,Moda,0,24.0,169.23,2026-05-03
C001417,México,Monterrey,Retail,2024-02-25,2024-11-21,iOS,Basic,25.2,3,34.11,102.32,0,4.5,no,Alimentos,1,57.0,25.2,2024-11-21
C001418,Colombia,Medellín,Retail,2024-12-27,2025-10-20,Windows,Basic,27.67,3,18.19,54.56,0,2.6,no,Alimentos,0,,27.67,2025-10-20
C001419,México,Puebla,Enterprise,2024-08-10,2024-09-02,Windows,Plus,45.05,23,22.64,520.81,0,4.5,no,Belleza,1,35.0,45.05,2024-09-02
C001420,Chile,Concepción,Retail,2024-08-16,2024-11-30,macOS,Basic,33.72,3,35.65,106.96,1,3.3,yes,Alimentos,1,26.0,33.72,2024-11-30
C001421,México,Puebla,SMB,2025-08-24,2026-03-11,iOS,Pro,78.74,2,70.94,141.87,0,4.2,no,Juguetes,0,29.0,78.74,2026-03-11
C001422,Colombia,Barranquilla,Retail,2024-05-30,2025-05-06,Android,Enterprise,174.25,4,17.16,68.66,0,3.1,no,Juguetes,0,25.0,174.25,2025-05-06
C001423,Perú,Trujillo,Retail,2025-01-27,2025-11-23,macOS,Basic,30.24,5,67.42,337.1,0,3.9,yes,Belleza,0,40.0,30.24,2025-11-23
C001424,Chile,Concepción,Retail,2024-04-13,2024-10-01,Android,Plus,33.37,4,21.03,84.14,0,2.3,no,Electrónica,1,42.0,33.37,2024-10-01
C001425,Colombia,Barranquilla,SMB,2025-02-14,2025-11-23,iOS,Basic,25.42,10,27.92,279.24,1,4.3,yes,Hogar,1,20.0,25.42,2025-11-23
C001426,Colombia,Barranquilla,Enterprise,2024-02-05,2024-05-10,macOS,Plus,41.67,10,33.15,331.52,1,4.9,no,Hogar,1,41.0,41.67,2024-05-10
C001427,México,Guadalajara,Retail,2024-12-30,2025-11-01,iOS,Basic,25.08,2,32.83,65.66,0,2.9,no,Alimentos,0,39.0,25.08,2025-11-01
C001428,Argentina,Mendoza,SMB,2025-04-16,2025-08-06,Android,Basic,26.73,7,53.41,373.84,1,4.6,yes,Juguetes,0,,26.73,2025-08-06
C001429,México,Monterrey,SMB,2024-09-11,2025-10-01,Android,Basic,29.01,11,37.42,411.61,3,4.0,no,Electrónica,0,27.0,29.01,2025-10-01
C001430,México,CDMX,Retail,2024-07-13,2025-04-26,Android,Enterprise,181.26,8,29.67,237.35,0,3.7,no,Alimentos,1,33.0,181.26,2025-04-26
C001431,Colombia,Medellín,Retail,2025-11-14,2025-11-19,Android,Basic,18.35,4,31.98,127.93,1,4.7,yes,Deportes,1,25.0,18.35,2025-11-19
C001432,Argentina,Córdoba,Retail,2025-03-12,2025-11-21,macOS,Basic,15.44,3,55.84,167.51,0,4.1,no,Hogar,1,33.0,15.44,2025-11-21
C001433,México,CDMX,Retail,2024-11-18,2025-05-05,Windows,Basic,23.39,4,36.41,145.63,0,3.1,no,Juguetes,1,30.0,23.39,2025-05-05
C001434,Argentina,Rosario,SMB,2025-03-11,2025-08-04,Android,Plus,46.87,7,70.96,496.7,0,4.4,no,Moda,0,46.0,46.87,2025-08-04
C001435,México,Guadalajara,Retail,2024-04-03,2024-08-10,iOS,Basic,26.69,3,21.01,63.02,1,4.4,no,Hogar,1,,26.69,2024-08-10
C001436,Chile,Santiago,Retail,2025-09-17,2025-12-09,Android,Basic,28.87,4,23.58,94.31,2,4.4,yes,Belleza,0,16.0,N/A,2025-12-09
C001437,Colombia,Medellín,Retail,2025-08-07,2025-11-24,Android,Basic,22.93,4,25.13,100.5,1,3.4,no,Juguetes,1,33.0,22.93,2025-11-24
C001438,Perú,Arequipa,Retail,2025-07-08,2026-06-03,macOS,Pro,70.96,2,41.8,83.59,0,3.9,yes,Deportes,0,27.0,70.96,2026-06-03
C001439,México,Puebla,Retail,2024-02-21,2024-06-27,macOS,Plus,49.7,5,18.06,90.28,0,4.9,no,Belleza,1,38.0,N/A,2024-06-27
C001440,Chile,Santiago,Retail,2025-01-15,2025-08-08,Android,Plus,45.64,1,18.37,18.37,0,3.8,yes,Moda,1,50.0,45.64,2025-08-08
C001441,México,Puebla,Retail,2024-06-25,2024-11-22,Android,Pro,64.6,0,20.61,0.0,1,3.7,yes,Moda,1,39.0,64.6,2024-11-22
C001442,Chile,Valparaíso,Retail,2024-06-30,2024-08-26,Android,Pro,67.83,4,23.01,92.04,0,4.3,no,Hogar,1,40.0,67.83,2024-08-26
C001443,México,CDMX,SMB,2025-09-17,2025-10-07,Android,Basic,27.19,6,37.18,223.06,0,5.0,no,Electrónica,0,37.0,27.19,2025-10-07
C001444,México,CDMX,Retail,2025-08-17,2026-02-14,Windows,Pro,68.05,5,44.09,220.47,0,3.4,yes,Alimentos,0,16.0,68.05,2026-02-14
C001445,Chile,La Serena,SMB,2024-10-05,2025-03-14,Windows,Pro,74.0,5,8.69,43.44,1,4.5,no,Deportes,0,27.0,74.0,2025-03-14
C001446,México,Puebla,Enterprise,2025-07-05,2025-07-28,Linux,Plus,50.04,5,29.38,146.88,0,4.7,no,Alimentos,1,,50.04,2025-07-28
C001447,México,Puebla,SMB,2024-05-06,2024-08-24,iOS,Basic,23.27,4,14.17,56.67,1,2.8,no,Belleza,1,17.0,23.27,2024-08-24
C001448,Argentina,Rosario,Retail,2025-07-19,2026-07-29,macOS,Plus,42.14,2,19.68,39.36,0,4.1,yes,Moda,0,31.0,42.14,2026-07-29
C001449,Perú,Lima,Retail,2025-02-22,2025-09-28,Android,Basic,23.85,3,39.95,119.84,2,4.8,yes,Moda,0,30.0,23.85,2025-09-28
C001450,Perú,Lima,Retail,2025-02-11,2026-01-25,iOS,Basic,31.69,3,32.48,97.43,0,3.6,yes,Moda,0,36.0,31.69,2026-01-25
C001451,Colombia,Medellín,Retail,2025-05-30,2025-12-13,Android,Basic,29.46,3,37.92,113.75,0,3.9,no,Electrónica,0,29.0,29.46,2025-12-13
C001452,Perú,Lima,Enterprise,2025-05-07,2025-10-30,Android,Plus,53.78,13,33.7,438.13,0,3.3,no,Hogar,0,36.0,53.78,2025-10-30
C001453,México,Guadalajara,Retail,2024-12-30,2025-10-16,Android,Basic,21.92,5,20.34,101.71,1,4.2,no,Alimentos,0,41.0,21.92,2025-10-16
C001454,Colombia,Medellín,Retail,2025-08-30,2026-07-30,macOS,Pro,69.21,3,39.2,117.61,0,3.1,yes,Deportes,0,16.0,69.21,2026-07-30
C001455,Colombia,Medellín,Retail,2024-09-19,2025-06-23,Android,Plus,50.6,3,18.34,55.01,4,4.4,no,Electrónica,1,35.0,50.6,2025-06-23
C001456,Colombia,Barranquilla,Retail,2025-11-04,2026-02-14,Windows,Pro,72.21,1,17.37,17.37,0,3.1,no,Hogar,0,30.0,72.21,2026-02-14
C001457,Colombia,Medellín,SMB,2025-07-15,2025-12-17,iOS,Basic,28.0,4,20.88,83.53,1,4.3,no,Hogar,0,23.0,28.0,2025-12-17
C001458,Perú,,SMB,2025-08-18,2026-01-30,Android,Basic,22.64,5,23.08,115.41,0,4.6,no,Electrónica,0,41.0,22.64,2026-01-30
C001459,Colombia,Bogotá,Retail,2025-01-15,2025-04-02,macOS,Basic,28.09,3,36.99,110.96,1,3.5,no,Juguetes,1,17.0,28.09,2025-04-02
C001460,Chile,Valparaíso,Enterprise,2024-11-06,2025-07-08,Android,Basic,31.04,13,37.12,482.53,0,3.7,no,Hogar,1,44.0,31.04,2025-07-08
C001461,México,Guadalajara,Retail,2025-03-18,2025-05-01,iOS,Basic,25.3,4,12.43,49.72,1,3.3,yes,Alimentos,1,38.0,25.3,2025-05-01
C001462,México,Guadalajara,SMB,2024-09-24,2025-09-06,Android,Basic,23.52,9,59.23,533.08,1,4.7,no,Alimentos,0,37.0,23.52,2025-09-06
C001463,Perú,Arequipa,Retail,2024-04-20,2024-12-25,iOS,Plus,,7,49.33,345.31,0,3.0,yes,Moda,1,37.0,,2024-12-25
C001464,Colombia,Medellín,Retail,2025-05-15,2026-02-20,Android,Pro,69.91,1,44.3,44.3,2,3.6,no,Alimentos,0,34.0,69.91,2026-02-20
C001465,Colombia,Barranquilla,Retail,2024-06-05,2024-10-15,Android,Plus,40.7,1,27.43,27.43,0,4.3,no,Alimentos,1,31.0,40.7,2024-10-15
C001466,Colombia,Medellín,Retail,2025-08-16,2026-05-26,Android,Plus,38.57,2,87.3,174.6,1,4.9,no,Electrónica,0,32.0,38.57,2026-05-26
C001467,Colombia,Barranquilla,SMB,2024-01-29,2024-05-29,Android,Basic,26.94,3,69.47,208.41,0,4.8,no,Belleza,1,31.0,26.94,2024-05-29
C001468,Perú,Cusco,Retail,2025-01-01,2025-01-20,iOS,Basic,28.03,3,7.87,23.61,0,4.2,no,Moda,1,41.0,28.03,2025-01-20
C001469,Argentina,Córdoba,Retail,2024-07-29,2025-06-22,macOS,Pro,74.87,2,16.9,33.79,0,3.8,no,Moda,0,30.0,74.87,2025-06-22
C001470,Chile,La Serena,Retail,2024-12-05,2025-08-13,iOS,Plus,44.57,1,12.6,12.6,1,3.5,yes,Electrónica,1,33.0,44.57,2025-08-13
C001471,Perú,Cusco,Retail,2024-09-26,2024-12-02,iOS,Enterprise,182.09,2,24.65,49.31,0,4.1,no,Juguetes,1,27.0,182.09,2024-12-02
C001472,México,Puebla,SMB,2025-03-03,2026-01-29,Android,Basic,,9,34.01,306.06,1,4.1,no,Belleza,0,24.0,,2026-01-29
C001473,Argentina,Córdoba,SMB,2025-06-07,2026-05-16,Android,Basic,27.0,5,26.1,130.51,0,2.9,yes,Moda,0,38.0,27.0,2026-05-16
C001474,Chile,Valparaíso,Retail,2024-11-29,2025-12-10,iOS,Basic,35.51,1,43.93,43.93,1,4.6,yes,Juguetes,0,34.0,35.51,2025-12-10
C001475,Chile,La Serena,Retail,2025-01-14,2025-05-17,Android,Basic,30.69,3,14.74,44.22,0,3.2,no,Electrónica,1,24.0,30.69,2025-05-17
C001476,México,Guadalajara,Retail,2024-04-28,2025-02-25,Windows,Basic,37.61,1,15.77,15.77,0,3.6,no,Electrónica,1,,37.61,2025-02-25
C001477,México,Monterrey,Enterprise,2024-03-11,2024-09-19,Android,Basic,22.06,7,46.86,328.03,1,4.4,yes,Electrónica,1,20.0,22.06,2024-09-19
C001478,México,Puebla,Retail,2025-09-05,2025-10-12,Android,Basic,32.35,3,48.22,144.65,1,4.7,no,Juguetes,1,,32.35,2025-10-12
C001479,Colombia,Cali,Retail,2025-11-08,2026-11-19,Android,Basic,26.54,5,29.64,148.2,0,4.2,no,Alimentos,0,,26.54,2026-11-19
C001480,Colombia,Medellín,Retail,2024-09-28,2025-01-20,Windows,Enterprise,,4,62.56,250.23,0,4.1,no,Deportes,1,27.0,,2025-01-20
C001481,Chile,Santiago,Retail,2024-07-16,2025-05-19,iOS,Plus,43.47,3,18.55,55.65,0,4.3,yes,Deportes,1,32.0,43.47,2025-05-19
C001482,México,CDMX,Retail,2025-08-26,2026-05-19,Android,Plus,50.59,3,29.74,89.21,1,3.5,yes,Belleza,0,33.0,50.59,2026-05-19
C001483,Colombia,Barranquilla,SMB,2024-07-20,2025-05-22,Linux,Plus,41.69,6,14.69,88.11,0,3.1,no,Hogar,1,29.0,41.69,2025-05-22
C001484,Argentina,Mendoza,Retail,2024-05-13,2025-05-28,iOS,Basic,26.52,4,24.18,96.72,0,3.4,yes,Hogar,1,37.0,26.52,2025-05-28
C001485,Colombia,Medellín,Retail,2025-11-09,2026-03-25,iOS,Basic,22.73,1,41.06,41.06,2,4.2,no,Electrónica,0,35.0,22.73,2026-03-25
C001486,Colombia,Bogotá,Retail,2025-01-26,2025-02-16,iOS,Plus,47.18,6,39.76,238.56,1,4.5,no,Deportes,1,20.0,47.18,2025-02-16
C001487,Perú,Trujillo,Retail,2025-11-20,2026-04-13,iOS,Enterprise,177.99,1,30.54,30.54,1,3.2,yes,Electrónica,0,49.0,177.99,2026-04-13
C001488,Colombia,Cali,Retail,2024-12-21,2025-02-18,Windows,Basic,18.58,4,31.88,127.53,1,4.1,yes,Moda,1,23.0,18.58,2025-02-18
C001489,Chile,Concepción,Enterprise,2024-10-04,2025-06-09,Android,Pro,65.02,14,20.95,293.26,1,3.7,no,Belleza,1,26.0,65.02,2025-06-09
C001490,Colombia,Bogotá,Retail,2025-02-19,2025-07-01,Android,Basic,31.15,2,37.9,75.79,1,3.7,no,Hogar,0,26.0,31.15,2025-07-01
C001491,México,Puebla,Retail,2025-04-22,2025-12-26,Android,Basic,11.87,4,15.9,63.6,0,5.0,yes,Alimentos,1,29.0,11.87,2025-12-26
C001492,Colombia,Medellín,Retail,2025-01-12,2025-04-21,iOS,Basic,21.89,1,20.75,20.75,1,4.6,no,Electrónica,1,33.0,21.89,2025-04-21
C001493,México,Guadalajara,SMB,2024-05-02,2025-03-26,iOS,Basic,23.1,5,54.59,272.95,1,3.7,no,Juguetes,1,30.0,23.1,2025-03-26
C001494,Argentina,Buenos Aires,Enterprise,2024-04-18,2025-04-17,Android,Plus,51.13,12,37.82,453.79,2,4.0,yes,Belleza,1,33.0,51.13,2025-04-17
C001495,México,CDMX,SMB,2025-06-27,2025-12-24,iOS,Pro,77.33,5,30.71,153.56,0,4.5,yes,Belleza,0,31.0,77.33,2025-12-24
C001496,Colombia,Bogotá,Retail,2025-03-30,2025-09-12,iOS,Plus,45.23,5,14.41,72.07,0,4.0,no,Juguetes,1,36.0,45.23,2025-09-12
C001497,Colombia,Barranquilla,SMB,2024-11-13,2025-01-20,Android,Basic,26.25,9,25.65,230.84,0,3.8,no,Deportes,1,,26.25,2025-01-20
C001498,Argentina,Córdoba,Retail,2024-10-22,2025-05-26,Android,Pro,65.55,5,68.06,340.28,0,3.0,yes,Belleza,1,33.0,65.55,2025-05-26
C001499,México,CDMX,Enterprise,2025-10-04,2026-09-01,iOS,Pro,72.41,11,77.7,854.65,0,3.3,no,Deportes,0,20.0,72.41,2026-09-01
C001500,Argentina,Mendoza,Retail,2024-06-03,2024-07-14,Android,Basic,27.08,3,71.3,213.89,0,4.5,no,Juguetes,1,37.0,27.08,2024-07-14
C001501,Argentina,Mendoza,Retail,2025-03-19,2025-11-21,iOS,Basic,27.74,3,21.6,64.8,2,4.3,yes,Belleza,0,34.0,27.74,2025-11-21
C001502,Colombia,Cali,Retail,2025-06-08,2025-12-23,iOS,Basic,30.19,8,7.01,56.05,0,4.1,yes,Belleza,0,33.0,30.19,2025-12-23
C001503,México,Guadalajara,Retail,2025-05-20,2026-03-31,iOS,Basic,26.33,6,26.05,156.31,2,4.2,no,Belleza,0,35.0,26.33,2026-03-31
C001504,Colombia,,Retail,2025-07-27,2026-05-02,Android,Basic,15.55,4,19.48,77.9,0,3.7,no,Hogar,0,35.0,15.55,2026-05-02
C001505,Colombia,Cali,SMB,2025-04-03,2025-12-17,Windows,Basic,22.27,7,15.66,109.59,0,3.1,yes,Hogar,0,26.0,22.27,2025-12-17
C001506,México,CDMX,Retail,2025-10-11,2026-08-03,Windows,Enterprise,188.96,2,41.22,82.43,2,4.5,no,Juguetes,0,35.0,188.96,2026-08-03
C001507,Colombia,Barranquilla,Retail,2024-09-30,2025-07-16,Linux,Basic,28.96,3,25.13,75.38,1,3.9,yes,Belleza,1,,28.96,2025-07-16
C001508,Chile,Santiago,Retail,2025-08-30,2026-03-20,Android,Plus,45.47,3,51.34,154.03,0,4.2,no,Moda,0,31.0,45.47,2026-03-20
C001509,Colombia,Medellín,Retail,2025-08-31,2025-10-29,macOS,Basic,17.41,3,34.11,102.32,2,4.1,yes,Alimentos,0,29.0,17.41,2025-10-29
C001510,México,CDMX,SMB,2025-01-06,2025-02-09,Android,Basic,25.53,9,70.88,637.88,1,2.7,no,Moda,1,35.0,25.53,2025-02-09
C001511,México,CDMX,Retail,2025-10-17,2026-10-19,Windows,Enterprise,173.13,3,26.09,78.28,0,4.2,yes,Alimentos,0,39.0,173.13,2026-10-19
C001512,Colombia,Medellín,Retail,2025-09-16,2025-11-22,iOS,Pro,,3,88.61,265.82,0,3.7,yes,Alimentos,0,26.0,,2025-11-22
C001513,Argentina,Buenos Aires,Retail,2025-08-12,2026-03-05,Windows,Pro,79.28,3,23.15,69.45,0,3.8,no,Juguetes,0,59.0,79.28,2026-03-05
C001514,México,Puebla,SMB,2024-12-30,2025-09-23,Android,Basic,23.53,2,25.9,51.81,0,3.4,yes,Belleza,1,44.0,23.53,2025-09-23
