id_cliente,edad,nivel_ingreso,visitas_mes,compras_mes,gasto_publicidad_dirigida,satisfaccion,miembro_premium,abandono,tipo_dispositivo,region,ingreso_anual
C003894,33.0,36.05,9,1,7.84,5.0,0,0,tablet,este,525.11
C003895,45.0,55.38,8,1,8.96,2.0,0,1,escritorio,oeste,332.5
C003896,31.0,40.02,13,2,8.69,4.0,0,0,móvil,este,783.31
C003897,34.0,52.28,12,1,10.78,2.0,0,0,móvil,norte,464.41
C003898,27.0,47.66,10,4,7.93,3.0,0,0,escritorio,este,2969.64
C003899,22.0,29.44,7,1,7.71,4.0,0,1,escritorio,oeste,220.54
C003900,36.0,26.9,13,2,13.1,1.0,0,0,móvil,oeste,642.44
C003901,25.0,55.2,10,4,21.21,3.0,1,0,móvil,oeste,2011.4
C003902,46.0,44.39,9,0,10.09,3.0,0,0,escritorio,oeste,0.0
C003903,34.0,29.45,11,0,11.56,3.0,0,1,móvil,oeste,128.37
C003904,24.0,34.52,11,2,13.99,,1,0,escritorio,este,270.34
C003905,52.0,34.03,8,1,6.75,4.0,0,0,móvil,este,347.29
C003906,32.0,27.94,5,0,9.87,,0,0,tablet,este,210.07
C003907,22.0,39.26,13,1,8.44,4.0,0,0,móvil,sur,538.26
C003908,34.0,32.13,7,4,9.68,3.0,0,0,tablet,este,1906.04
C003909,24.0,55.38,10,2,7.85,4.0,0,0,móvil,norte,519.37
C003910,26.0,34.04,18,5,8.71,5.0,0,0,móvil,oeste,332.42
C003911,29.0,41.62,10,4,7.62,3.0,0,1,escritorio,oeste,666.53
C003912,35.0,18.03,11,1,6.93,3.0,0,0,escritorio,sur,798.88
C003913,25.0,40.15,14,0,8.91,3.0,0,0,tablet,este,330.32
C003914,32.0,28.52,12,0,11.1,2.0,0,0,escritorio,este,11.49
C003915,43.0,36.86,16,6,10.1,4.0,0,0,móvil,norte,2463.04
C003916,18.0,31.09,16,2,11.99,4.0,1,0,escritorio,oeste,1537.58
C003917,31.0,47.79,18,2,8.68,2.0,0,0,escritorio,sur,610.36
C003918,33.0,29.62,14,2,8.99,3.0,0,0,móvil,sur,664.3
C003919,35.0,69.83,9,0,9.6,3.0,0,0,móvil,oeste,0.0
C003920,35.0,27.44,24,3,10.3,4.0,0,0,móvil,norte,1874.78
C003921,31.0,39.74,15,2,8.95,3.0,0,0,móvil,sur,559.35
C003922,35.0,39.47,14,2,12.1,2.0,1,0,móvil,oeste,1741.56
C003923,26.0,16.96,13,4,13.04,4.0,0,0,móvil,oeste,2274.22
C003924,37.0,45.7,16,1,15.16,3.0,1,0,móvil,este,955.64
C003925,44.0,40.74,12,0,9.77,3.0,0,0,escritorio,este,0.0
C003926,46.0,25.19,15,0,6.45,2.0,0,0,escritorio,norte,172.88
C003927,38.0,68.56,15,3,12.39,3.0,0,0,escritorio,norte,2197.09
C003928,20.0,41.16,10,3,14.69,5.0,0,0,móvil,sur,945.37
C003929,29.0,31.4,13,3,10.06,,0,0,móvil,oeste,0.0
C003930,42.0,25.2,12,2,7.87,4.0,0,0,móvil,este,223.77
C003931,26.0,32.93,8,1,8.22,3.0,0,0,tablet,oeste,386.05
C003932,22.0,32.51,15,3,12.15,3.0,1,0,móvil,sur,1883.52
C003933,32.0,54.57,7,2,12.64,2.0,1,0,escritorio,este,1233.99
C003934,32.0,20.13,9,2,8.9,3.0,0,0,móvil,este,137.88
C003935,35.0,18.74,7,1,11.11,3.0,0,0,escritorio,norte,134.46
C003936,30.0,25.8,8,1,9.13,3.0,0,0,móvil,este,531.11
C003937,32.0,21.12,11,2,12.41,4.0,0,0,escritorio,oeste,1282.84
C003938,23.0,49.77,8,0,12.99,4.0,0,0,escritorio,sur,0.0
C003939,34.0,80.04,10,1,12.78,3.0,1,0,móvil,norte,656.38
C003940,28.0,73.28,15,4,11.91,2.0,0,0,móvil,oeste,1338.65
C003941,34.0,46.65,18,2,11.06,2.0,0,0,móvil,este,1187.31
C003942,35.0,16.87,14,0,8.03,,0,0,móvil,este,100.19
C003943,36.0,23.98,16,2,7.92,3.0,0,0,móvil,este,19.49
C003944,40.0,41.94,10,5,15.67,2.0,1,0,escritorio,norte,3528.63
C003945,42.0,31.83,21,1,13.15,3.0,0,0,móvil,norte,402.37
C003946,30.0,19.19,12,2,10.88,2.0,0,0,tablet,sur,327.72
C003947,42.0,45.39,15,1,7.79,3.0,0,0,tablet,oeste,0.0
C003948,36.0,45.42,12,2,8.39,4.0,0,0,móvil,sur,809.61
C003949,50.0,40.61,13,2,8.28,4.0,0,0,móvil,sur,563.04
C003950,32.0,38.07,11,0,8.42,3.0,0,1,móvil,sur,0.0
C003951,52.0,40.6,10,1,8.16,2.0,0,1,escritorio,sur,245.58
C003952,30.0,33.32,14,1,8.81,2.0,0,0,móvil,sur,0.0
C003953,25.0,38.05,8,1,9.36,3.0,0,0,escritorio,norte,0.0
C003954,29.0,32.98,12,2,10.03,3.0,0,0,escritorio,este,392.21
C003955,37.0,25.94,26,3,10.58,4.0,1,0,móvil,norte,1880.69
C003956,28.0,49.67,10,1,9.66,3.0,0,0,escritorio,oeste,850.48
C003957,32.0,103.14,13,3,14.65,4.0,0,1,móvil,norte,1464.46
C003958,46.0,41.91,13,2,10.93,4.0,0,0,móvil,sur,54.34
C003959,33.0,53.13,13,6,9.33,4.0,0,0,móvil,oeste,1520.7
C003960,46.0,38.93,11,2,9.56,4.0,0,0,móvil,oeste,1160.18
C003961,27.0,70.63,15,2,12.16,3.0,0,0,móvil,norte,1589.2
C003962,21.0,41.63,18,2,7.91,2.0,0,0,móvil,oeste,765.35
C003963,22.0,47.01,11,1,8.39,3.0,0,0,móvil,norte,465.84
C003964,21.0,21.89,6,1,7.76,2.0,0,0,móvil,este,464.62
C003965,40.0,44.38,19,0,8.08,2.0,0,0,móvil,oeste,208.36
C003966,32.0,67.12,10,1,9.54,1.0,0,0,móvil,sur,280.83
C003967,33.0,14.98,8,3,11.32,3.0,1,0,escritorio,sur,892.19
C003968,28.0,24.93,4,2,12.01,3.0,1,0,escritorio,este,986.06
C003969,33.0,87.78,18,6,9.4,4.0,0,0,móvil,norte,2587.6
C003970,41.0,62.84,13,4,17.78,5.0,1,0,móvil,norte,3430.77
C003971,40.0,57.39,22,5,17.77,3.0,0,1,móvil,este,942.48
C003972,37.0,56.52,20,1,11.11,3.0,0,1,móvil,norte,0.0
C003973,28.0,36.69,5,0,10.33,3.0,0,0,escritorio,oeste,53.73
C003974,28.0,23.24,6,1,13.81,3.0,1,0,escritorio,sur,630.88
C003975,37.0,20.32,14,3,6.72,5.0,0,0,móvil,norte,1612.71
C003976,34.0,43.6,8,1,8.43,3.0,0,0,escritorio,este,62.15
C003977,20.0,27.37,8,3,12.53,3.0,1,0,tablet,sur,366.99
C003978,19.0,52.3,14,5,10.37,4.0,0,0,tablet,este,1291.66
C003979,35.0,39.19,9,0,9.68,3.0,0,0,escritorio,norte,0.0
C003980,18.0,37.25,16,1,10.12,2.0,0,0,móvil,oeste,667.75
C003981,18.0,52.28,10,0,10.86,3.0,0,0,móvil,sur,0.0
C003982,,36.78,11,3,12.17,3.0,1,0,escritorio,este,2174.5
C003983,34.0,108.8,12,1,11.27,2.0,0,0,tablet,norte,740.1
C003984,22.0,49.87,18,0,12.36,4.0,0,1,móvil,sur,0.0
C003985,56.0,50.24,17,3,8.83,4.0,0,0,móvil,norte,1679.18
C003986,40.0,40.5,8,0,10.08,2.0,0,0,móvil,sur,0.0
C003987,18.0,37.68,12,0,8.0,2.0,0,0,móvil,norte,0.0
C003988,39.0,24.41,8,0,8.31,3.0,0,0,móvil,norte,154.71
C003989,45.0,29.06,10,1,9.28,4.0,0,0,móvil,oeste,34.82
C003990,31.0,22.39,9,2,10.81,3.0,1,0,tablet,sur,1380.5
C003991,31.0,50.14,19,6,8.93,4.0,0,0,móvil,oeste,4061.73
C003992,,37.16,8,0,7.34,2.0,0,0,móvil,sur,0.0
C003993,38.0,44.19,11,0,13.2,2.0,0,0,escritorio,sur,154.68
C003994,35.0,42.18,10,3,13.91,5.0,1,0,escritorio,norte,1696.41
C003995,25.0,65.38,9,1,10.69,4.0,0,0,tablet,norte,1021.18
C003996,49.0,26.88,13,2,12.47,3.0,1,0,móvil,sur,753.91
C003997,50.0,47.47,15,0,9.02,2.0,0,0,móvil,sur,0.0
C003998,51.0,22.92,11,2,10.87,2.0,1,1,móvil,sur,749.57
C003999,37.0,31.6,11,1,15.58,4.0,0,0,tablet,sur,297.59
C004000,43.0,29.32,14,7,13.75,5.0,1,0,móvil,sur,2098.75
C004001,40.0,54.59,18,1,10.88,2.0,0,1,móvil,oeste,274.11
C004002,21.0,38.92,14,4,10.54,4.0,0,0,móvil,oeste,324.38
C004003,38.0,26.43,15,2,10.76,3.0,0,1,móvil,sur,0.0
C004004,43.0,24.15,14,0,8.16,3.0,0,0,móvil,este,86.31
C004005,31.0,55.19,9,1,14.45,4.0,0,0,escritorio,norte,597.89
C004006,30.0,58.61,13,1,10.27,3.0,0,0,móvil,este,234.26
C004007,50.0,37.66,17,4,15.65,4.0,0,1,móvil,este,731.94
C004008,30.0,60.62,5,0,7.75,4.0,0,0,tablet,oeste,0.0
C004009,34.0,40.19,13,2,9.8,2.0,0,0,escritorio,norte,1447.42
C004010,27.0,19.4,11,1,6.78,3.0,0,0,móvil,oeste,964.92
C004011,31.0,32.68,13,3,11.83,2.0,1,0,móvil,oeste,538.92
C004012,34.0,46.78,14,1,7.43,3.0,0,0,móvil,norte,563.92
C004013,46.0,34.77,13,4,12.0,4.0,1,0,escritorio,sur,1834.92
C004014,23.0,33.54,14,1,6.75,2.0,0,0,móvil,oeste,179.89
C004015,50.0,42.19,12,3,10.28,4.0,0,1,escritorio,norte,590.37
C004016,42.0,42.41,17,3,19.97,2.0,1,0,móvil,sur,2231.55
C004017,34.0,26.74,12,4,9.88,3.0,0,0,móvil,oeste,1617.03
C004018,24.0,19.51,12,1,7.56,2.0,0,0,escritorio,este,388.26
C004019,42.0,46.87,22,1,7.08,3.0,0,0,móvil,oeste,645.27
C004020,43.0,68.62,14,1,10.98,3.0,0,0,tablet,oeste,798.11
C004021,34.0,36.53,12,2,10.54,3.0,0,0,móvil,norte,825.77
C004022,40.0,43.29,11,4,9.88,3.0,0,0,móvil,oeste,1354.07
C004023,42.0,50.66,5,3,13.07,4.0,1,0,escritorio,oeste,1847.01
C004024,45.0,24.35,18,0,10.19,3.0,0,0,móvil,sur,0.0
C004025,57.0,38.05,14,2,12.54,3.0,0,0,escritorio,oeste,819.97
C004026,43.0,38.03,8,2,10.21,2.0,0,1,escritorio,norte,229.05
C004027,26.0,37.26,8,0,9.22,3.0,0,0,móvil,oeste,213.47
C004028,53.0,46.37,10,0,8.6,4.0,0,0,escritorio,este,305.52
C004029,30.0,29.28,15,4,10.44,3.0,0,0,móvil,sur,1033.45
C004030,50.0,15.9,23,3,8.6,2.0,0,1,móvil,sur,864.54
C004031,20.0,51.37,12,1,10.63,3.0,0,0,móvil,norte,756.83
C004032,33.0,39.59,7,0,6.97,3.0,0,0,móvil,oeste,128.88
C004033,44.0,48.85,7,1,7.95,2.0,0,0,escritorio,norte,624.11
C004034,31.0,20.28,13,1,6.98,3.0,0,0,móvil,norte,379.85
C004035,34.0,41.11,9,1,8.17,3.0,0,0,tablet,sur,224.56
C004036,40.0,65.94,21,5,16.78,2.0,1,0,móvil,este,3674.08
C004037,41.0,33.62,13,0,8.63,5.0,0,0,móvil,este,0.0
C004038,28.0,53.24,13,2,10.33,5.0,0,0,escritorio,oeste,744.9
C004039,46.0,43.39,14,0,7.85,4.0,0,0,móvil,sur,41.02
C004040,18.0,47.23,18,2,10.39,3.0,0,0,móvil,oeste,541.78
C004041,20.0,35.85,7,1,11.57,2.0,1,0,escritorio,oeste,619.32
C004042,41.0,41.7,9,1,7.92,3.0,0,0,escritorio,sur,0.0
C004043,38.0,46.3,16,1,11.58,2.0,0,0,móvil,sur,320.15
C004044,55.0,70.77,11,1,14.3,2.0,1,0,móvil,sur,725.69
C004045,35.0,33.32,19,4,12.15,3.0,1,0,móvil,sur,2464.98
C004046,18.0,58.72,20,0,9.63,2.0,0,0,móvil,sur,0.0
C004047,18.0,44.84,9,2,11.54,4.0,0,0,móvil,norte,1005.58
C004048,49.0,33.69,15,2,7.75,1.0,0,0,móvil,sur,887.51
C004049,33.0,50.38,15,2,9.62,3.0,0,0,móvil,oeste,306.92
C004050,24.0,51.68,12,0,10.92,3.0,0,0,escritorio,sur,315.21
C004051,36.0,31.28,17,5,12.77,,1,0,móvil,este,4478.37
C004052,39.0,41.54,10,1,8.8,3.0,0,0,escritorio,sur,23.2
C004053,40.0,51.92,15,2,32.9,2.0,0,1,móvil,sur,467.87
C004054,26.0,27.36,10,3,7.68,2.0,0,0,móvil,sur,1274.53
C004055,19.0,24.47,10,2,11.19,4.0,1,1,escritorio,oeste,407.13
C004056,20.0,17.91,17,2,6.72,3.0,0,0,móvil,sur,328.41
C004057,50.0,36.39,12,0,7.42,2.0,0,0,escritorio,oeste,116.33
C004058,22.0,32.54,4,3,13.38,3.0,1,0,escritorio,oeste,2035.71
C004059,32.0,35.68,17,4,12.17,2.0,1,0,móvil,este,915.99
C004060,46.0,50.72,14,1,10.07,2.0,0,0,móvil,oeste,0.0
C004061,33.0,46.91,18,0,8.71,2.0,0,0,móvil,sur,0.0
C004062,38.0,28.18,5,0,11.49,3.0,0,1,escritorio,sur,0.0
C004063,41.0,23.19,10,2,10.51,2.0,0,0,móvil,este,1584.39
C004064,29.0,46.78,6,2,10.32,4.0,0,0,móvil,este,707.55
C004065,40.0,39.45,7,0,8.34,3.0,0,0,escritorio,norte,0.0
C004066,35.0,31.8,11,1,9.79,3.0,0,0,móvil,oeste,829.37
C004067,36.0,42.52,5,0,9.7,2.0,0,0,escritorio,este,0.0
C004068,29.0,35.91,12,1,10.01,2.0,0,0,móvil,sur,760.24
C004069,29.0,31.32,11,1,8.52,3.0,0,0,móvil,norte,381.83
C004070,25.0,26.8,17,1,7.16,1.0,0,1,móvil,sur,189.15
C004071,37.0,23.21,14,2,6.76,2.0,0,0,móvil,este,1266.13
C004072,41.0,28.96,15,3,14.18,3.0,1,1,móvil,oeste,298.22
C004073,18.0,27.59,15,5,9.99,3.0,0,0,móvil,sur,1774.3
C004074,18.0,42.66,21,6,13.95,4.0,1,0,móvil,sur,4488.11
C004075,27.0,46.84,14,3,13.03,4.0,1,0,móvil,este,2591.43
C004076,29.0,44.92,9,1,14.36,4.0,1,0,móvil,sur,590.78
C004077,42.0,74.47,9,4,12.37,2.0,1,0,móvil,oeste,3378.41
C004078,23.0,40.63,14,3,10.1,4.0,0,0,móvil,oeste,1156.77
C004079,18.0,30.86,16,1,12.57,1.0,0,0,móvil,norte,52.51
C004080,42.0,42.19,11,1,8.5,3.0,0,0,escritorio,norte,0.0
C004081,39.0,29.27,8,0,7.53,3.0,0,0,escritorio,sur,88.68
C004082,35.0,32.93,9,4,9.0,2.0,0,1,escritorio,norte,1018.22
C004083,35.0,29.26,10,0,8.21,2.0,0,0,móvil,oeste,312.56
C004084,35.0,47.36,14,7,11.51,5.0,1,0,móvil,sur,2603.61
C004085,18.0,32.24,14,4,8.72,4.0,0,0,móvil,sur,350.53
C004086,31.0,64.42,8,1,10.59,3.0,0,0,tablet,oeste,150.88
C004087,36.0,32.32,20,1,7.67,2.0,0,0,tablet,sur,0.0
C004088,41.0,47.29,14,1,7.67,3.0,0,0,móvil,este,541.78
C004089,22.0,52.59,14,0,8.21,2.0,0,0,móvil,norte,127.7
C004090,32.0,24.76,13,0,191.54999999999998,3.0,0,0,móvil,norte,0.0
C004091,32.0,95.14,14,1,12.3,1.0,0,0,móvil,oeste,514.61
C004092,45.0,39.14,14,0,11.04,4.0,0,0,móvil,norte,338.14
C004093,46.0,46.17,10,1,9.68,4.0,0,0,escritorio,sur,314.19
C004094,42.0,36.63,8,2,9.78,3.0,0,1,escritorio,sur,0.0
C004095,45.0,33.63,11,1,9.3,3.0,0,0,móvil,norte,401.3
C004096,18.0,34.51,12,2,10.77,3.0,1,0,móvil,norte,730.81
C004097,32.0,33.44,16,5,7.11,3.0,0,0,móvil,oeste,1828.0
C004098,29.0,42.58,10,0,7.5,2.0,0,0,móvil,oeste,184.96
C004099,42.0,44.62,17,4,10.05,4.0,0,0,escritorio,norte,3299.28
C004100,38.0,53.6,8,2,10.64,3.0,0,0,móvil,norte,1601.27
C004101,33.0,40.73,14,3,8.17,3.0,0,0,móvil,sur,870.36
C004102,32.0,29.34,16,2,6.81,3.0,0,0,móvil,norte,1001.24
C004103,38.0,37.66,10,0,9.79,3.0,0,1,escritorio,oeste,0.0
C004104,18.0,42.13,9,1,8.09,4.0,0,1,escritorio,este,0.0
C004105,26.0,47.55,12,2,10.58,3.0,0,1,móvil,este,0.0
C004106,32.0,36.11,10,1,9.15,2.0,0,0,móvil,norte,0.0
C004107,43.0,38.87,8,0,7.19,3.0,0,0,móvil,este,144.56
C004108,33.0,24.57,11,0,6.83,2.0,0,0,móvil,oeste,244.78
C004109,24.0,56.67,12,3,8.92,3.0,0,0,móvil,norte,1320.11
C004110,31.0,29.38,13,3,12.34,5.0,0,0,móvil,sur,858.05
C004111,20.0,58.26,15,0,8.94,3.0,0,0,móvil,norte,0.0
C004112,40.0,44.43,18,1,7.1,3.0,0,0,móvil,oeste,472.21
C004113,41.0,33.56,9,4,14.04,3.0,1,0,escritorio,este,2646.91
C004114,39.0,35.55,9,1,8.79,4.0,0,0,escritorio,sur,438.46
C004115,36.0,19.37,17,3,11.8,3.0,0,0,móvil,oeste,633.43
C004116,27.0,41.01,11,1,8.94,2.0,0,1,móvil,norte,459.48
C004117,51.0,36.66,10,1,14.3,1.0,0,0,móvil,este,0.0
C004118,27.0,35.75,8,0,10.96,2.0,0,1,móvil,sur,0.0
C004119,36.0,36.0,13,5,10.61,5.0,0,0,móvil,norte,5339.95
C004120,26.0,54.76,7,1,14.14,3.0,1,0,escritorio,norte,777.3
C004121,37.0,23.18,11,1,6.92,2.0,0,0,móvil,este,232.63
C004122,24.0,39.73,15,3,7.47,2.0,0,0,móvil,oeste,2202.06
C004123,43.0,32.17,16,1,10.99,4.0,1,0,escritorio,sur,779.93
C004124,21.0,30.9,10,3,8.74,4.0,0,0,móvil,norte,477.7
C004125,28.0,55.09,20,0,9.32,1.0,0,0,móvil,norte,245.48
C004126,39.0,49.88,14,2,11.6,1.0,0,0,móvil,oeste,299.46
C004127,41.0,42.02,14,1,8.2,2.0,0,0,móvil,oeste,1094.95
C004128,26.0,47.49,12,3,10.42,3.0,0,0,escritorio,sur,1876.2
C004129,51.0,21.63,5,1,6.49,4.0,0,0,tablet,este,313.31
C004130,34.0,32.78,11,2,13.16,1.0,1,1,móvil,norte,700.25
C004131,31.0,31.95,16,3,10.08,2.0,0,0,móvil,norte,1409.64
C004132,30.0,36.65,9,1,13.98,3.0,1,0,tablet,este,233.39
C004133,30.0,40.96,9,2,10.65,5.0,1,0,móvil,oeste,1057.53
C004134,26.0,37.83,17,1,13.27,3.0,0,0,móvil,oeste,398.52
C004135,47.0,39.97,3,0,9.1,2.0,0,0,escritorio,este,0.0
C004136,,30.12,18,3,10.39,3.0,0,0,móvil,sur,700.79
C004137,45.0,46.76,10,1,7.1,2.0,0,1,escritorio,este,120.31
C004138,33.0,31.12,11,3,20.42,2.0,1,1,tablet,sur,238.94
C004139,24.0,35.64,11,4,8.4,3.0,0,0,escritorio,oeste,768.06
C004140,33.0,44.53,5,0,7.48,3.0,0,1,tablet,oeste,273.73
C004141,43.0,36.46,20,3,8.03,3.0,0,1,móvil,oeste,507.71
C004142,29.0,33.76,6,0,9.29,3.0,0,0,escritorio,sur,0.0
C004143,47.0,35.25,19,1,7.67,2.0,0,0,móvil,norte,710.58
C004144,32.0,45.54,19,4,8.28,4.0,0,0,móvil,oeste,1963.3
C004145,20.0,26.73,10,1,7.88,3.0,0,0,móvil,sur,414.36
C004146,22.0,23.1,7,1,14.16,3.0,1,0,móvil,norte,946.56
C004147,44.0,18.76,8,0,6.36,2.0,0,1,escritorio,este,0.0
C004148,18.0,26.46,15,3,8.54,2.0,0,1,escritorio,norte,7.72
C004149,38.0,27.65,15,4,7.76,3.0,0,0,móvil,oeste,828.97
C004150,30.0,73.94,17,3,10.59,2.0,0,0,móvil,norte,1711.11
C004151,19.0,33.41,16,1,10.97,2.0,0,0,móvil,este,1033.7
C004152,34.0,43.51,10,1,9.39,3.0,0,0,escritorio,norte,583.41
C004153,42.0,45.95,13,1,15.19,4.0,0,0,móvil,este,710.99
C004154,28.0,36.85,12,2,7.84,4.0,0,0,móvil,sur,1288.54
C004155,27.0,50.77,19,0,9.16,5.0,0,0,móvil,norte,0.0
C004156,33.0,33.69,10,1,11.11,2.0,0,0,móvil,sur,0.0
C004157,30.0,24.51,17,0,7.49,4.0,0,0,móvil,este,0.0
C004158,27.0,44.91,15,0,9.63,2.0,0,0,móvil,norte,116.21
C004159,34.0,43.52,13,1,7.72,3.0,0,0,móvil,norte,0.0
C004160,21.0,60.19,10,1,8.63,3.0,0,0,escritorio,norte,303.36
C004161,18.0,40.2,13,0,7.46,2.0,0,0,móvil,sur,22.79
C004162,21.0,38.04,15,0,8.11,1.0,0,0,móvil,este,0.0
C004163,26.0,44.93,22,3,8.74,4.0,0,0,móvil,este,2022.61
C004164,37.0,30.14,18,5,9.74,2.0,0,0,escritorio,norte,3609.54
C004165,29.0,35.13,9,0,7.75,4.0,0,0,móvil,norte,155.03
C004166,31.0,33.43,9,0,7.32,4.0,0,0,escritorio,este,268.19
C004167,33.0,39.18,12,3,8.03,4.0,0,0,escritorio,este,1255.57
C004168,18.0,44.95,10,2,11.8,5.0,0,0,móvil,norte,541.64
C004169,49.0,37.05,13,1,10.7,4.0,0,0,escritorio,norte,487.1
C004170,40.0,26.43,5,0,8.14,1.0,0,0,tablet,norte,49.95
C004171,35.0,32.19,14,1,9.33,2.0,0,0,móvil,sur,127.69
C004172,32.0,39.92,14,1,8.43,2.0,0,0,móvil,norte,0.0
C004173,24.0,29.2,7,0,6.75,2.0,0,0,móvil,sur,161.06
C004174,29.0,30.13,13,1,9.79,,0,0,móvil,sur,88.2
C004175,42.0,39.33,11,4,26.64,3.0,1,0,escritorio,sur,523.35
C004176,38.0,44.44,8,0,10.07,3.0,0,0,móvil,oeste,0.0
C004177,28.0,46.92,13,2,7.57,4.0,0,0,tablet,norte,1291.21
C004178,24.0,57.39,13,0,11.48,4.0,0,0,móvil,norte,153.2
C004179,18.0,22.37,12,3,14.13,4.0,0,1,móvil,norte,454.33
C004180,49.0,66.06,20,2,10.17,3.0,0,0,móvil,norte,1156.85
C004181,34.0,41.44,7,1,10.71,4.0,0,0,escritorio,oeste,834.64
C004182,27.0,32.6,12,3,12.08,3.0,1,0,móvil,norte,2483.21
C004183,34.0,43.33,8,3,8.19,3.0,0,0,escritorio,oeste,1327.95
C004184,34.0,36.22,10,3,11.61,3.0,1,0,móvil,oeste,1947.5
C004185,24.0,47.95,12,3,11.39,,1,0,móvil,oeste,2195.2
C004186,48.0,30.45,14,3,10.69,4.0,0,0,móvil,sur,551.27
C004187,35.0,48.54,11,3,10.42,3.0,0,0,móvil,sur,55.03
C004188,40.0,30.08,13,1,7.65,2.0,0,0,móvil,oeste,186.79
C004189,27.0,66.85,17,2,9.41,3.0,0,0,móvil,este,1035.52
C004190,40.0,28.77,13,3,8.21,3.0,0,0,tablet,norte,702.67
C004191,18.0,56.91,16,2,8.94,1.0,0,0,móvil,norte,912.33
C004192,33.0,40.54,11,0,9.16,2.0,0,1,escritorio,este,446.97
C004193,42.0,68.75,11,2,8.1,4.0,0,0,móvil,norte,720.79
C004194,27.0,37.5,11,1,11.84,4.0,0,0,escritorio,norte,0.0
C004195,41.0,54.64,14,4,8.84,3.0,0,0,móvil,este,832.5
C004196,42.0,31.07,13,2,8.61,4.0,0,1,móvil,este,493.46
C004197,20.0,59.39,8,1,10.1,1.0,0,0,tablet,norte,464.15
C004198,43.0,48.34,12,2,19.1,2.0,1,0,escritorio,norte,1334.89
C004199,18.0,39.62,8,0,8.06,3.0,0,0,escritorio,oeste,184.65
C004200,31.0,51.2,3,0,9.93,3.0,0,0,escritorio,este,0.0
C004201,45.0,24.25,14,3,15.01,3.0,0,0,móvil,sur,715.27
C004202,18.0,31.16,11,0,8.47,2.0,0,1,tablet,sur,0.0
C004203,33.0,32.48,14,2,10.39,3.0,0,0,móvil,este,495.25
C004204,25.0,37.98,19,4,8.49,3.0,0,0,móvil,sur,1276.01
C004205,43.0,19.97,13,0,7.63,,0,0,móvil,sur,133.23
C004206,24.0,71.93,14,2,11.54,4.0,0,0,escritorio,norte,593.99
C004207,37.0,22.08,8,2,8.06,3.0,0,0,escritorio,sur,691.63
C004208,40.0,43.21,20,1,11.71,3.0,0,0,móvil,oeste,0.0
C004209,26.0,45.29,10,1,8.87,3.0,0,0,móvil,sur,0.0
C004210,26.0,18.13,9,1,11.25,3.0,1,0,tablet,oeste,692.9
C004211,41.0,77.01,17,3,10.9,2.0,0,0,móvil,norte,1473.71
C004212,33.0,39.4,19,3,12.31,2.0,1,0,móvil,oeste,2403.87
C004213,31.0,29.66,11,1,7.83,4.0,0,0,móvil,este,148.04
C004214,18.0,37.4,7,0,14.58,2.0,0,0,escritorio,sur,430.41
C004215,38.0,30.58,11,1,17.25,4.0,1,0,móvil,sur,775.02
C004216,25.0,39.38,8,1,12.16,4.0,1,0,escritorio,sur,980.7
C004217,56.0,18.75,9,2,6.6,3.0,0,1,tablet,oeste,587.14
C004218,56.0,31.03,7,1,13.13,4.0,0,0,tablet,oeste,0.0
C004219,29.0,53.87,14,3,8.21,2.0,0,0,escritorio,este,1704.82
C004220,33.0,42.33,16,4,9.19,4.0,0,1,móvil,sur,966.11
C004221,27.0,28.77,10,0,7.07,4.0,0,0,tablet,oeste,0.0
C004222,26.0,43.31,15,2,13.18,3.0,1,0,escritorio,oeste,1221.85
C004223,35.0,38.39,11,4,7.41,5.0,0,1,móvil,sur,303.0
C004224,36.0,25.65,14,3,17.27,3.0,1,0,móvil,sur,1730.88
C004225,35.0,31.63,11,0,9.37,3.0,0,0,escritorio,oeste,133.65
C004226,30.0,38.62,3,1,7.96,3.0,0,0,escritorio,norte,528.59
C004227,52.0,29.65,13,0,7.05,2.0,0,0,escritorio,sur,0.0
C004228,23.0,22.17,14,2,12.21,2.0,0,1,móvil,norte,159.59
C004229,28.0,35.72,13,1,8.3,3.0,0,0,móvil,oeste,0.0
C004230,30.0,25.4,7,1,10.88,3.0,0,0,escritorio,este,127.84
C004231,18.0,80.06,8,0,9.52,2.0,0,0,tablet,norte,243.3
C004232,44.0,50.56,15,1,8.3,3.0,0,0,tablet,norte,776.63
C004233,54.0,46.28,17,1,8.87,2.0,0,0,escritorio,norte,0.0
C004234,35.0,47.88,13,2,10.89,3.0,0,0,escritorio,este,523.22
C004235,20.0,44.28,13,3,11.59,2.0,0,0,móvil,norte,1826.53
C004236,56.0,31.51,7,3,9.54,3.0,0,1,escritorio,sur,794.34
C004237,25.0,27.71,11,0,6.87,3.0,0,0,escritorio,oeste,65.07
C004238,34.0,34.34,7,1,11.07,4.0,1,0,móvil,norte,742.22
C004239,40.0,34.7,17,7,7.61,4.0,0,0,móvil,sur,2673.24
C004240,32.0,62.89,15,3,9.59,3.0,0,0,móvil,norte,1253.84
C004241,43.0,21.35,12,0,7.81,3.0,0,0,escritorio,sur,0.0
C004242,44.0,37.25,13,2,8.39,3.0,0,0,móvil,norte,433.91
C004243,,44.34,10,1,10.02,2.0,0,0,móvil,sur,257.01
C004244,27.0,22.27,11,0,7.34,3.0,0,0,escritorio,oeste,334.17
C004245,30.0,26.72,18,0,8.83,4.0,0,0,móvil,este,0.0
