id_venta,fecha_venta,id_cliente,id_propiedad,ciudad,precio_venta,tipo_propiedad,canal_venta,porcentaje_comision,monto_comision
SALE000502,2023-09-09,CUST00018,PROP00443,Cartagena,462744.0,House,Digital,0.0292,13505.0
SALE000503,2024-06-15,CUST00378,PROP00598,Medellín,493502.0,House,Broker,0.0454,22407.0
SALE000504,2022-11-19,CUST00084,PROP00159,Cartagena,345881.0,House,Referral,0.0365,12613.0
SALE000505,2024-01-10,CUST00453,PROP00438,Cartagena,256506.0,Apartment,Digital,0.0296,7599.0
SALE000506,2022-01-25,CUST00206,PROP00676,Barranquilla,193464.0,Land,Broker,0.0466,9011.0
SALE000507,2024-08-18,CUST00004,PROP00216,Cali,414555.0,Commercial,Direct,0.0252,10442.0
SALE000508,2023-11-04,CUST00359,PROP00669,Cartagena,347233.0,House,Digital,0.0342,11885.0
SALE000509,2024-03-24,CUST00074,PROP00579,Medellín,145836.0,Apartment,Digital,0.027,3938.0
SALE000510,2024-06-22,CUST00182,PROP00344,Cali,350280.0,Apartment,Broker,0.0461,16138.0
SALE000511,2022-08-28,CUST00252,PROP00707,Bucaramanga,434306.0,House,Broker,0.0533,23128.0
SALE000512,2023-05-09,CUST00373,PROP00774,Cali,286058.0,Apartment,Digital,0.0296,8468.0
SALE000513,2024-07-29,CUST00210,PROP00190,Bucaramanga,384123.0,Office,Digital,0.0338,12993.0
SALE000514,2022-06-30,CUST00430,PROP00784,Bogotá,238494.0,Apartment,Digital,0.0281,6692.0
SALE000515,2024-06-19,CUST00241,PROP00002,Bogotá,260152.0,Apartment,Referral,0.0413,10738.0
SALE000516,2022-11-12,CUST00171,PROP00104,Barranquilla,385057.0,Office,Broker,0.0542,20883.0
SALE000517,2023-09-23,CUST00169,PROP00035,Cartagena,202226.0,Apartment,Referral,0.0367,7425.0
SALE000518,2023-07-13,CUST00401,PROP00295,Bogotá,319384.0,Office,Referral,0.043,13736.0
SALE000519,2024-01-22,CUST00333,PROP00750,Cali,739742.0,House,Referral,0.0413,30563.0
SALE000520,2024-07-05,CUST00064,PROP00481,Cartagena,179773.0,Apartment,Referral,0.0431,7754.0
SALE000521,2023-01-18,CUST00376,PROP00494,Bucaramanga,445903.0,Office,Referral,0.0367,16368.0
SALE000522,2022-07-08,CUST00208,PROP00068,Barranquilla,403821.0,House,Broker,0.0493,19925.0
SALE000523,2023-04-08,CUST00175,PROP00413,Cali,321166.0,House,Digital,0.0263,8443.0
SALE000524,2023-11-02,CUST00049,PROP00307,Medellín,589218.0,House,Direct,0.0296,17441.0
SALE000525,2024-04-01,CUST00500,PROP00384,Bogotá,589338.0,House,Digital,0.0256,15103.0
SALE000526,2024-04-04,CUST00027,PROP00209,Cartagena,190221.0,Apartment,Broker,0.0457,8685.0
SALE000527,2023-01-08,CUST00499,PROP00162,Cartagena,479888.0,House,Direct,0.029,13908.0
SALE000528,2024-10-21,CUST00033,PROP00762,Cali,132033.0,Land,Broker,0.048,6339.0
SALE000529,2022-04-02,CUST00253,PROP00447,Barranquilla,237097.0,Apartment,Broker,0.051,12085.0
SALE000530,2022-05-08,CUST00053,PROP00330,Bogotá,185678.0,Apartment,Broker,0.0479,8889.0
SALE000531,2022-01-28,CUST00247,PROP00060,Barranquilla,329460.0,Apartment,Digital,0.0315,10374.0
SALE000532,2024-10-11,CUST00418,PROP00611,Barranquilla,405430.0,House,Digital,0.0269,10916.0
SALE000533,2022-07-17,CUST00296,PROP00379,Bucaramanga,431088.0,House,Digital,0.0296,12755.0
SALE000534,2023-10-21,CUST00272,PROP00310,Medellín,216410.0,House,Direct,0.0253,5483.0
SALE000535,2024-06-09,CUST00060,PROP00534,Bogotá,225561.0,Apartment,Digital,0.0283,6392.0
SALE000536,2024-04-19,CUST00474,PROP00106,Cartagena,709751.0,House,Digital,0.0275,19530.0
SALE000537,2024-11-04,CUST00188,PROP00427,Barranquilla,205322.0,Land,Referral,0.0364,7474.0
SALE000538,2022-02-28,CUST00270,PROP00691,Bogotá,139631.0,Apartment,Referral,0.0421,5873.0
SALE000539,2023-03-22,CUST00449,PROP00372,Bucaramanga,207048.0,Apartment,Broker,0.0467,9666.0
SALE000540,2023-07-09,CUST00315,PROP00001,Cartagena,197004.0,Apartment,Broker,0.0479,9441.0
SALE000541,2024-02-02,CUST00368,PROP00184,Cartagena,217540.0,Apartment,Digital,0.0284,6171.0
SALE000542,2023-11-13,CUST00093,PROP00045,Cartagena,216341.0,House,Referral,0.0395,8555.0
SALE000543,2023-09-06,CUST00231,PROP00401,Barranquilla,81660.0,Land,Digital,0.032,2615.0
SALE000544,2022-12-02,CUST00271,PROP00292,Bogotá,685178.0,House,Broker,0.0493,33765.0
SALE000545,2022-04-27,CUST00088,PROP00106,Cartagena,717376.0,House,Referral,0.0437,31357.0
SALE000546,2023-04-18,CUST00193,PROP00550,Cartagena,320021.0,House,Digital,0.0318,10176.0
SALE000547,2022-10-12,CUST00416,PROP00142,Cali,163800.0,Apartment,Digital,0.0334,5468.0
SALE000548,2023-08-30,CUST00466,PROP00274,Cartagena,198063.0,Apartment,Referral,0.0422,8351.0
SALE000549,2024-05-22,CUST00412,PROP00791,Cali,171053.0,Land,Referral,0.0365,6241.0
SALE000550,2023-08-29,CUST00467,PROP00054,Medellín,300850.0,House,Digital,0.0348,10463.0
SALE000551,2023-10-01,CUST00500,PROP00199,Bogotá,674352.0,House,Digital,0.0329,22163.0
SALE000552,2022-02-15,CUST00100,PROP00255,Bucaramanga,578854.0,House,Digital,0.0307,17787.0
SALE000553,2023-12-07,CUST00428,PROP00407,Barranquilla,157971.0,Land,Digital,0.0267,4210.0
SALE000554,2023-04-27,CUST00311,PROP00196,Cali,302767.0,House,Digital,0.0267,8092.0
SALE000555,2022-05-16,CUST00430,PROP00777,Bogotá,247385.0,Apartment,Referral,0.0411,10178.0
SALE000556,2022-08-23,CUST00320,PROP00005,Bogotá,331684.0,Commercial,Digital,0.0292,9673.0
SALE000557,2024-05-04,CUST00063,PROP00759,Barranquilla,264782.0,Apartment,Digital,0.0318,8409.0
SALE000558,2024-09-30,CUST00282,PROP00428,Medellín,187457.0,Apartment,Broker,0.0487,9134.0
SALE000559,2023-07-10,CUST00381,PROP00031,Bucaramanga,183002.0,Office,Referral,0.0401,7344.0
SALE000560,2024-12-05,CUST00063,PROP00094,Bogotá,190554.0,Land,Digital,0.0269,5122.0
SALE000561,2022-07-17,CUST00253,PROP00083,Medellín,251432.0,Office,Broker,0.0466,11705.0
SALE000562,2022-11-25,CUST00328,PROP00230,Cali,530117.0,House,Broker,0.0458,24256.0
SALE000563,2024-10-15,CUST00233,PROP00267,Cali,526965.0,House,Broker,0.0532,28033.0
SALE000564,2022-07-11,CUST00400,PROP00513,Bogotá,246261.0,Apartment,Direct,0.0256,6293.0
SALE000565,2023-12-24,CUST00064,PROP00249,Cali,217975.0,Apartment,Referral,0.0445,9694.0
SALE000566,2022-08-29,CUST00173,PROP00581,Cali,367782.0,Apartment,Digital,0.0325,11951.0
SALE000567,2022-12-29,CUST00476,PROP00236,Bogotá,145399.0,Apartment,Digital,0.0327,4753.0
SALE000568,2023-06-08,CUST00258,PROP00211,Bogotá,514124.0,House,Referral,0.0401,20612.0
SALE000569,2023-01-30,CUST00091,PROP00221,Barranquilla,307670.0,Apartment,Digital,0.0332,10201.0
SALE000570,2024-08-15,CUST00059,PROP00264,Bogotá,578206.0,House,Direct,0.0294,17011.0
SALE000571,2024-12-01,CUST00297,PROP00671,Barranquilla,277750.0,Apartment,Broker,0.0522,14503.0
SALE000572,2023-07-02,CUST00466,PROP00198,Cali,353287.0,House,Broker,0.0461,16271.0
SALE000573,2023-07-30,CUST00025,PROP00219,Barranquilla,615045.0,House,Digital,0.0315,19380.0
SALE000574,2022-03-02,CUST00055,PROP00766,Barranquilla,232343.0,Apartment,Broker,0.0462,10735.0
SALE000575,2022-09-14,CUST00188,PROP00523,Cali,265010.0,House,Digital,0.0258,6830.0
SALE000576,2022-02-13,CUST00105,PROP00153,Bucaramanga,323482.0,Apartment,Referral,0.0419,13563.0
SALE000577,2024-07-27,CUST00061,PROP00695,Cartagena,512503.0,Office,Broker,0.0533,27341.0
SALE000578,2022-09-06,CUST00150,PROP00147,Barranquilla,555812.0,House,Digital,0.0266,14778.0
SALE000579,2023-01-08,CUST00322,PROP00130,Bogotá,336387.0,House,Digital,0.0257,8659.0
SALE000580,2024-07-11,CUST00413,PROP00357,Barranquilla,265704.0,House,Referral,0.0439,11655.0
SALE000581,2024-02-21,CUST00154,PROP00554,Cali,320171.0,Apartment,Digital,0.0263,8428.0
SALE000582,2023-11-12,CUST00351,PROP00152,Bucaramanga,298803.0,House,Broker,0.0454,13551.0
SALE000583,2022-02-12,CUST00412,PROP00603,Bogotá,144056.0,Apartment,Digital,0.0322,4640.0
SALE000584,2023-09-09,CUST00004,PROP00126,Barranquilla,258912.0,House,Digital,0.0335,8668.0
SALE000585,2023-09-07,CUST00427,PROP00626,Bucaramanga,140358.0,Apartment,Referral,0.0401,5635.0
SALE000586,2022-12-16,CUST00092,PROP00077,Medellín,253801.0,Apartment,Digital,0.0304,7715.0
SALE000587,2024-03-26,CUST00343,PROP00372,Bucaramanga,209171.0,Apartment,Broker,0.0484,10117.0
SALE000588,2024-10-14,CUST00376,PROP00513,Bogotá,236406.0,Apartment,Referral,0.0374,8838.0
SALE000589,2022-10-11,CUST00423,PROP00213,Bucaramanga,290050.0,Land,Digital,0.0326,9442.0
SALE000590,2022-12-29,CUST00202,PROP00490,Cali,515542.0,Office,Broker,0.0535,27578.0
SALE000591,2022-12-19,CUST00330,PROP00551,Bucaramanga,199070.0,Apartment,Digital,0.0282,5616.0
SALE000592,2024-07-03,CUST00014,PROP00521,Cali,637328.0,House,Direct,0.0227,14492.0
SALE000593,2022-03-27,CUST00224,PROP00318,Bucaramanga,423086.0,Office,Referral,0.0377,15941.0
SALE000594,2024-09-08,CUST00482,PROP00619,Bogotá,351332.0,Office,Broker,0.0455,15988.0
SALE000595,2024-04-28,CUST00080,PROP00586,Cali,326927.0,Commercial,Referral,0.0378,12361.0
SALE000596,2023-06-14,CUST00076,PROP00262,Cali,140554.0,Apartment,Broker,0.0453,6361.0
SALE000597,2023-10-01,CUST00351,PROP00587,Medellín,182210.0,Apartment,Digital,0.0329,5992.0
SALE000598,2024-09-06,CUST00256,PROP00735,Barranquilla,292245.0,Apartment,Digital,0.0276,8054.0
SALE000599,2024-04-22,CUST00228,PROP00654,Cartagena,528401.0,House,Broker,0.0519,27425.0
SALE000600,2022-10-31,CUST00125,PROP00587,Medellín,177541.0,Apartment,Broker,0.0504,8954.0
SALE000601,2022-02-25,CUST00086,PROP00614,Bucaramanga,307160.0,Apartment,Direct,0.0284,8716.0
SALE000602,2023-12-22,CUST00369,PROP00644,Barranquilla,296390.0,Apartment,Broker,0.0546,16184.0
SALE000603,2022-06-09,CUST00179,PROP00232,Barranquilla,403629.0,House,Referral,0.0387,15610.0
SALE000604,2022-04-07,CUST00389,PROP00577,Bogotá,269598.0,Office,Digital,0.0259,6978.0
SALE000605,2024-12-11,CUST00222,PROP00160,Bogotá,290390.0,Apartment,Digital,0.0325,9437.0
SALE000606,2023-06-03,CUST00199,PROP00287,Medellín,638285.0,House,Broker,0.0452,28859.0
SALE000607,2023-12-14,CUST00116,PROP00748,Bogotá,353832.0,Apartment,Broker,0.0472,16711.0
SALE000608,2022-08-26,CUST00330,PROP00227,Bogotá,195292.0,Apartment,Broker,0.0455,8892.0
SALE000609,2022-04-22,CUST00143,PROP00675,Bucaramanga,268285.0,Apartment,Digital,0.034,9117.0
SALE000610,2022-03-10,CUST00455,PROP00339,Medellín,293415.0,Land,Direct,0.0201,5884.0
SALE000611,2023-01-24,CUST00205,PROP00168,Bucaramanga,225987.0,House,Referral,0.0399,9023.0
SALE000612,2022-01-05,CUST00408,PROP00078,Cali,324662.0,Commercial,Broker,0.0492,15986.0
SALE000613,2023-04-05,CUST00235,PROP00439,Bucaramanga,286643.0,Office,Broker,0.0515,14770.0
SALE000614,2022-12-22,CUST00208,PROP00362,Bucaramanga,159676.0,Apartment,Broker,0.0479,7648.0
SALE000615,2023-07-31,CUST00227,PROP00410,Cali,248192.0,Apartment,Direct,0.0287,7132.0
SALE000616,2023-10-08,CUST00221,PROP00035,Cartagena,196127.0,Apartment,Broker,0.0523,10266.0
SALE000617,2022-12-04,CUST00240,PROP00215,Barranquilla,317017.0,House,Broker,0.0493,15636.0
SALE000618,2023-05-14,CUST00444,PROP00004,Bogotá,272964.0,Apartment,Digital,0.0286,7801.0
SALE000619,2022-03-27,CUST00352,PROP00242,Bogotá,189237.0,Office,Digital,0.0332,6275.0
SALE000620,2022-11-27,CUST00018,PROP00746,Cartagena,84161.0,Land,Broker,0.0526,4424.0
SALE000621,2024-12-07,CUST00030,PROP00122,Cali,318274.0,Office,Digital,0.029,9227.0
SALE000622,2024-12-21,CUST00012,PROP00552,Medellín,686490.0,Commercial,Broker,0.0484,33236.0
SALE000623,2023-06-16,CUST00346,PROP00005,Bogotá,352762.0,Commercial,Broker,0.0454,16011.0
SALE000624,2024-10-25,CUST00103,PROP00450,Barranquilla,256827.0,Apartment,Broker,0.0458,11767.0
SALE000625,2023-07-03,CUST00193,PROP00737,Cali,127677.0,Land,Broker,0.0455,5814.0
SALE000626,2022-05-18,CUST00414,PROP00273,Medellín,638348.0,House,Direct,0.0202,12923.0
SALE000627,2024-08-08,CUST00066,PROP00158,Medellín,615645.0,House,Digital,0.0265,16332.0
SALE000628,2023-03-31,CUST00077,PROP00457,Bogotá,401984.0,Office,Referral,0.0436,17515.0
SALE000629,2023-11-02,CUST00040,PROP00224,Cali,227272.0,Land,Broker,0.053,12041.0
SALE000630,2023-12-12,CUST00143,PROP00714,Bucaramanga,465567.0,Commercial,Referral,0.0435,20232.0
SALE000631,2022-12-04,CUST00045,PROP00680,Medellín,404430.0,House,Direct,0.0262,10611.0
SALE000632,2024-03-14,CUST00315,PROP00522,Bogotá,368419.0,Apartment,Broker,0.0512,18878.0
SALE000633,2023-07-03,CUST00369,PROP00512,Barranquilla,235722.0,Apartment,Direct,0.0212,5007.0
SALE000634,2023-02-06,CUST00093,PROP00482,Bogotá,530391.0,Office,Digital,0.032,16967.0
SALE000635,2022-11-23,CUST00263,PROP00589,Medellín,308262.0,Apartment,Referral,0.0378,11652.0
SALE000636,2024-03-28,CUST00152,PROP00369,Bucaramanga,582758.0,House,Broker,0.0502,29250.0
SALE000637,2022-10-01,CUST00041,PROP00776,Bucaramanga,258770.0,Office,Digital,0.0345,8940.0
SALE000638,2022-05-16,CUST00234,PROP00277,Barranquilla,160618.0,Apartment,Digital,0.0337,5414.0
SALE000639,2024-08-23,CUST00349,PROP00008,Barranquilla,425320.0,Office,Direct,0.0223,9498.0
SALE000640,2022-12-30,CUST00115,PROP00559,Cali,224458.0,Apartment,Direct,0.0274,6143.0
SALE000641,2023-12-03,CUST00395,PROP00530,Bucaramanga,294254.0,Land,Broker,0.046,13548.0
SALE000642,2024-02-24,CUST00497,PROP00785,Cali,521685.0,House,Direct,0.0203,10573.0
SALE000643,2024-07-06,CUST00029,PROP00317,Cartagena,470552.0,Office,Referral,0.0353,16602.0
SALE000644,2023-11-17,CUST00082,PROP00340,Bucaramanga,306521.0,Apartment,Digital,0.0267,8185.0
SALE000645,2024-02-15,CUST00145,PROP00450,Barranquilla,276245.0,Apartment,Broker,0.0519,14351.0
SALE000646,2024-07-05,CUST00425,PROP00314,Bucaramanga,276705.0,Apartment,Broker,0.0486,13457.0
SALE000647,2024-10-29,CUST00072,PROP00628,Bucaramanga,194562.0,Apartment,Broker,0.0452,8786.0
SALE000648,2022-02-21,CUST00236,PROP00343,Cartagena,330305.0,Apartment,Broker,0.0549,18127.0
SALE000649,2024-03-24,CUST00269,PROP00627,Cartagena,515380.0,House,Direct,0.0253,13057.0
SALE000650,2022-07-10,CUST00065,PROP00341,Cali,191058.0,Apartment,Broker,0.0489,9350.0
SALE000651,2024-09-02,CUST00022,PROP00181,Bogotá,371045.0,House,Digital,0.0302,11201.0
SALE000652,2022-02-23,CUST00060,PROP00793,Medellín,338007.0,Apartment,Digital,0.0302,10208.0
SALE000653,2022-09-28,CUST00029,PROP00422,Cartagena,590019.0,House,Digital,0.0297,17525.0
SALE000654,2022-07-30,CUST00251,PROP00566,Barranquilla,250230.0,Apartment,Broker,0.0511,12794.0
SALE000655,2023-10-23,CUST00469,PROP00474,Bucaramanga,184507.0,Apartment,Digital,0.0339,6247.0
SALE000656,2022-01-05,CUST00177,PROP00288,Bogotá,289873.0,House,Digital,0.028,8121.0
SALE000657,2022-01-19,CUST00129,PROP00778,Medellín,429296.0,House,Digital,0.0299,12823.0
SALE000658,2023-07-07,CUST00118,PROP00298,Barranquilla,802529.0,Commercial,Broker,0.045,36143.0
SALE000659,2024-11-29,CUST00491,PROP00795,Medellín,511876.0,House,Referral,0.0436,22317.0
SALE000660,2023-08-02,CUST00480,PROP00345,Cali,393228.0,House,Broker,0.0481,18898.0
SALE000661,2023-05-04,CUST00325,PROP00019,Bogotá,321517.0,Apartment,Digital,0.0277,8910.0
SALE000662,2023-12-22,CUST00232,PROP00030,Barranquilla,327981.0,House,Digital,0.035,11471.0
SALE000663,2023-08-28,CUST00080,PROP00779,Bucaramanga,474178.0,House,Broker,0.0508,24109.0
SALE000664,2023-02-26,CUST00465,PROP00423,Bogotá,291701.0,Apartment,Referral,0.0362,10568.0
SALE000665,2023-10-07,CUST00001,PROP00311,Barranquilla,277689.0,House,Broker,0.0477,13233.0
SALE000666,2022-01-04,CUST00082,PROP00650,Bogotá,439871.0,Office,Direct,0.0235,10351.0
SALE000667,2022-09-25,CUST00340,PROP00494,Bucaramanga,491207.0,Office,Referral,0.0449,22036.0
SALE000668,2024-01-08,CUST00092,PROP00529,Medellín,141827.0,Apartment,Broker,0.0493,6993.0
SALE000669,2023-01-09,CUST00055,PROP00549,Medellín,219666.0,Apartment,Broker,0.0473,10390.0
SALE000670,2022-03-01,CUST00299,PROP00159,Cartagena,313351.0,House,Broker,0.0507,15886.0
SALE000671,2022-05-17,CUST00014,PROP00071,Cartagena,294311.0,Apartment,Direct,0.024,7077.0
SALE000672,2024-08-06,CUST00135,PROP00583,Medellín,192260.0,Apartment,Digital,0.0255,4912.0
SALE000673,2022-12-27,CUST00322,PROP00018,Barranquilla,189762.0,Apartment,Broker,0.0536,10173.0
SALE000674,2022-01-25,CUST00093,PROP00576,Cartagena,232994.0,Apartment,Digital,0.0252,5861.0
SALE000675,2024-03-09,CUST00380,PROP00104,Barranquilla,392003.0,Office,Broker,0.054,21162.0
SALE000676,2023-08-04,CUST00048,PROP00211,Bogotá,460532.0,House,Digital,0.0329,15160.0
SALE000677,2023-05-10,CUST00307,PROP00567,Cartagena,145337.0,Apartment,Digital,0.0258,3744.0
SALE000678,2024-09-06,CUST00039,PROP00499,Cali,525968.0,Office,Broker,0.0522,27475.0
SALE000679,2022-12-10,CUST00366,PROP00626,Bucaramanga,150164.0,Apartment,Referral,0.0427,6413.0
SALE000680,2023-09-19,CUST00377,PROP00489,Bucaramanga,329025.0,Office,Broker,0.051,16788.0
SALE000681,2024-03-26,CUST00398,PROP00039,Barranquilla,337057.0,House,Digital,0.0308,10374.0
SALE000682,2023-10-29,CUST00142,PROP00672,Bucaramanga,262598.0,Apartment,Digital,0.0255,6695.0
SALE000683,2022-08-16,CUST00119,PROP00173,Bucaramanga,297128.0,House,Direct,0.0206,6119.0
SALE000684,2024-01-17,CUST00490,PROP00109,Barranquilla,588805.0,Commercial,Digital,0.0323,19002.0
SALE000685,2024-03-25,CUST00365,PROP00703,Cartagena,129551.0,Apartment,Direct,0.0211,2728.0
SALE000686,2022-05-15,CUST00092,PROP00156,Barranquilla,704744.0,House,Broker,0.0474,33418.0
SALE000687,2022-07-01,CUST00015,PROP00429,Medellín,171544.0,Apartment,Referral,0.04,6860.0
SALE000688,2024-01-10,CUST00178,PROP00389,Bogotá,365340.0,House,Broker,0.0466,17040.0
SALE000689,2022-05-11,CUST00333,PROP00616,Cali,265980.0,Apartment,Referral,0.0429,11410.0
SALE000690,2024-08-21,CUST00188,PROP00036,Bucaramanga,250689.0,Apartment,Broker,0.0531,13305.0
SALE000691,2022-04-30,CUST00404,PROP00086,Barranquilla,207591.0,Office,Direct,0.0284,5900.0
SALE000692,2024-12-02,CUST00251,PROP00333,Medellín,411490.0,Commercial,Direct,0.0205,8434.0
SALE000693,2024-01-06,CUST00496,PROP00379,Bucaramanga,410723.0,House,Digital,0.0293,12025.0
SALE000694,2023-05-01,CUST00436,PROP00631,Cali,544395.0,House,Digital,0.0335,18220.0
SALE000695,2022-10-21,CUST00236,PROP00485,Cartagena,250039.0,House,Digital,0.0286,7159.0
SALE000696,2023-01-13,CUST00418,PROP00119,Barranquilla,291931.0,Apartment,Broker,0.052,15168.0
SALE000697,2024-03-30,CUST00225,PROP00784,Bogotá,227205.0,Apartment,Digital,0.0309,7019.0
SALE000698,2024-04-04,CUST00005,PROP00368,Bogotá,248550.0,Apartment,Digital,0.0285,7077.0
SALE000699,2022-08-17,CUST00155,PROP00772,Cali,253871.0,Apartment,Digital,0.0278,7048.0
SALE000700,2023-08-18,CUST00205,PROP00792,Cali,237883.0,Apartment,Broker,0.0515,12257.0
SALE000701,2024-12-23,CUST00489,PROP00042,Bucaramanga,529502.0,Commercial,Direct,0.0213,11298.0
SALE000702,2022-10-09,CUST00414,PROP00405,Barranquilla,187813.0,Apartment,Broker,0.0536,10067.0
SALE000703,2024-01-30,CUST00074,PROP00338,Bucaramanga,593594.0,House,Digital,0.0308,18262.0
SALE000704,2022-07-08,CUST00001,PROP00399,Cartagena,160363.0,Apartment,Broker,0.0461,7395.0
SALE000705,2024-07-02,CUST00265,PROP00248,Cartagena,321902.0,Apartment,Broker,0.052,16750.0
SALE000706,2022-07-06,CUST00267,PROP00448,Cali,477907.0,House,Broker,0.0493,23566.0
SALE000707,2022-11-22,CUST00368,PROP00394,Bucaramanga,623216.0,Commercial,Broker,0.047,29317.0
SALE000708,2023-05-18,CUST00130,PROP00149,Bucaramanga,348197.0,House,Digital,0.0346,12051.0
SALE000709,2023-02-10,CUST00407,PROP00231,Bucaramanga,396981.0,House,Digital,0.0322,12781.0
SALE000710,2022-07-06,CUST00207,PROP00118,Bogotá,264420.0,Apartment,Digital,0.0309,8178.0
SALE000711,2023-12-03,CUST00168,PROP00675,Bucaramanga,307715.0,Apartment,Digital,0.0335,10305.0
SALE000712,2022-01-22,CUST00211,PROP00542,Medellín,448789.0,House,Broker,0.0504,22636.0
SALE000713,2024-12-12,CUST00473,PROP00311,Barranquilla,250331.0,House,Broker,0.0494,12370.0
SALE000714,2022-02-27,CUST00196,PROP00317,Cartagena,445677.0,Office,Digital,0.0269,11986.0
SALE000715,2023-01-01,CUST00281,PROP00064,Cali,372284.0,Commercial,Digital,0.0265,9878.0
SALE000716,2024-10-15,CUST00446,PROP00232,Barranquilla,436294.0,House,Digital,0.0293,12792.0
SALE000717,2022-06-19,CUST00010,PROP00740,Bogotá,306755.0,Apartment,Broker,0.0496,15203.0
SALE000718,2022-03-21,CUST00269,PROP00026,Medellín,317077.0,Commercial,Referral,0.0423,13423.0
SALE000719,2024-03-25,CUST00355,PROP00117,Bucaramanga,89065.0,Land,Broker,0.0494,4402.0
SALE000720,2022-03-22,CUST00452,PROP00677,Barranquilla,278835.0,Apartment,Digital,0.0309,8625.0
SALE000721,2024-09-12,CUST00031,PROP00417,Barranquilla,489628.0,House,Broker,0.0533,26110.0
SALE000722,2023-05-10,CUST00364,PROP00026,Medellín,333871.0,Commercial,Digital,0.0349,11663.0
SALE000723,2024-08-09,CUST00402,PROP00392,Barranquilla,448389.0,Office,Digital,0.0282,12656.0
SALE000724,2022-09-26,CUST00176,PROP00600,Medellín,135115.0,Apartment,Referral,0.044,5948.0
SALE000725,2022-06-04,CUST00374,PROP00277,Barranquilla,160293.0,Apartment,Broker,0.0531,8505.0
SALE000726,2024-11-20,CUST00247,PROP00306,Bucaramanga,192581.0,Land,Digital,0.0257,4945.0
SALE000727,2024-04-14,CUST00330,PROP00506,Cali,498309.0,Commercial,Broker,0.0483,24089.0
SALE000728,2024-09-24,CUST00195,PROP00479,Medellín,218335.0,Apartment,Digital,0.0272,5937.0
SALE000729,2022-12-17,CUST00089,PROP00723,Cartagena,160752.0,Apartment,Broker,0.0516,8302.0
SALE000730,2023-03-20,CUST00415,PROP00199,Bogotá,654781.0,House,Broker,0.0506,33101.0
SALE000731,2023-09-25,CUST00109,PROP00221,Barranquilla,296895.0,Apartment,Referral,0.0399,11861.0
SALE000732,2023-05-07,CUST00094,PROP00125,Bucaramanga,676429.0,House,Broker,0.0526,35604.0
SALE000733,2022-09-23,CUST00444,PROP00532,Medellín,116299.0,Land,Broker,0.0483,5621.0
SALE000734,2023-02-15,CUST00469,PROP00427,Barranquilla,213742.0,Land,Referral,0.0388,8299.0
SALE000735,2023-10-29,CUST00305,PROP00278,Bucaramanga,335989.0,Office,Referral,0.0437,14668.0
SALE000736,2022-02-11,CUST00291,PROP00557,Cartagena,226039.0,Office,Referral,0.0447,10109.0
SALE000737,2023-01-03,CUST00181,PROP00302,Cali,207766.0,Apartment,Broker,0.0528,10962.0
SALE000738,2022-11-17,CUST00306,PROP00157,Bogotá,367368.0,Apartment,Digital,0.0272,9982.0
SALE000739,2022-03-19,CUST00305,PROP00432,Cartagena,313742.0,Apartment,Referral,0.0361,11334.0
SALE000740,2022-05-15,CUST00259,PROP00350,Cali,488516.0,House,Broker,0.0471,23005.0
SALE000741,2023-06-27,CUST00328,PROP00325,Barranquilla,241300.0,Apartment,Referral,0.0392,9466.0
SALE000742,2022-04-23,CUST00278,PROP00356,Bogotá,473134.0,Commercial,Broker,0.0474,22411.0
SALE000743,2023-01-13,CUST00440,PROP00732,Medellín,267415.0,Apartment,Direct,0.029,7758.0
SALE000744,2023-09-07,CUST00334,PROP00173,Bucaramanga,318923.0,House,Digital,0.0317,10112.0
SALE000745,2024-08-14,CUST00193,PROP00221,Barranquilla,315884.0,Apartment,Digital,0.0292,9213.0
SALE000746,2022-04-19,CUST00328,PROP00453,Bucaramanga,232010.0,Office,Digital,0.0277,6436.0
SALE000747,2023-04-21,CUST00116,PROP00038,Cali,486023.0,House,Broker,0.0488,23721.0
SALE000748,2022-04-23,CUST00108,PROP00117,Bucaramanga,86175.0,Land,Broker,0.0498,4288.0
SALE000749,2023-04-15,CUST00414,PROP00454,Cali,502015.0,Commercial,Referral,0.0421,21154.0
SALE000750,2023-06-11,CUST00292,PROP00408,Bucaramanga,586971.0,House,Digital,0.0259,15199.0
SALE000751,2024-05-25,CUST00027,PROP00523,Cali,275877.0,House,Digital,0.0335,9239.0
SALE000752,2023-04-30,CUST00178,PROP00091,Bogotá,295859.0,Apartment,Broker,0.0463,13691.0
SALE000753,2024-10-21,CUST00493,PROP00684,Bogotá,148005.0,Apartment,Digital,0.0276,4089.0
SALE000754,2022-05-31,CUST00319,PROP00389,Bogotá,350576.0,House,Broker,0.0549,19259.0
SALE000755,2022-02-28,CUST00435,PROP00125,Bucaramanga,681944.0,House,Broker,0.0469,31985.0
SALE000756,2022-01-05,CUST00274,PROP00250,Bucaramanga,271369.0,Apartment,Direct,0.021,5702.0
SALE000757,2023-01-26,CUST00022,PROP00182,Bogotá,198890.0,Land,Digital,0.0314,6242.0
SALE000758,2022-07-31,CUST00090,PROP00362,Bucaramanga,138153.0,Apartment,Digital,0.0289,3997.0
SALE000759,2022-04-11,CUST00047,PROP00376,Barranquilla,171647.0,Apartment,Direct,0.0209,3591.0
SALE000760,2022-09-16,CUST00368,PROP00347,Bucaramanga,276671.0,Apartment,Broker,0.045,12461.0
