id_cliente,edad,nivel_ingreso,visitas_mes,compras_mes,gasto_publicidad_dirigida,satisfaccion,miembro_premium,abandono,tipo_dispositivo,region,ingreso_anual
C003546,26.0,23.15,22,4,12.03,4.0,1,0,móvil,este,2251.69
C003547,41.0,52.56,11,2,8.02,3.0,0,0,móvil,este,904.58
C003548,31.0,49.69,6,1,12.01,3.0,1,0,escritorio,este,519.04
C003549,18.0,32.99,18,2,7.2,2.0,0,0,móvil,oeste,978.03
C003550,27.0,23.87,10,0,12.32,3.0,0,0,tablet,sur,0.0
C003551,29.0,23.86,8,0,10.4,3.0,0,0,escritorio,sur,0.0
C003552,,40.73,18,1,106.8,4.0,0,0,móvil,este,399.66
C003553,54.0,50.44,7,2,10.66,3.0,0,0,escritorio,este,528.94
C003554,50.0,43.4,11,0,9.7,2.0,0,0,móvil,este,0.0
C003555,49.0,18.37,18,2,7.48,3.0,0,0,móvil,sur,7.6
C003556,46.0,36.06,13,2,9.34,4.0,0,0,móvil,sur,203.76
C003557,25.0,30.75,13,1,11.85,4.0,1,0,móvil,norte,366.55
C003558,37.0,28.9,11,1,7.03,1.0,0,0,móvil,este,296.54
C003559,35.0,26.7,11,0,6.98,3.0,0,0,móvil,este,213.54
C003560,29.0,23.55,20,2,13.59,3.0,0,0,móvil,sur,241.04
C003561,43.0,76.42,11,3,9.13,2.0,0,0,móvil,oeste,2066.39
C003562,34.0,28.49,15,3,8.17,3.0,0,0,móvil,oeste,1814.64
C003563,43.0,59.34,11,3,10.61,4.0,0,0,escritorio,norte,1520.42
C003564,29.0,56.35,10,1,9.6,3.0,0,0,escritorio,este,348.22
C003565,30.0,29.32,15,2,15.51,3.0,1,0,tablet,sur,1263.34
C003566,37.0,41.34,18,3,7.04,2.0,0,0,móvil,sur,329.56
C003567,29.0,35.2,12,1,11.1,4.0,1,0,móvil,norte,400.86
C003568,46.0,36.53,12,0,9.9,3.0,0,0,escritorio,oeste,60.63
C003569,55.0,18.38,12,1,8.74,3.0,0,0,escritorio,este,0.0
C003570,24.0,65.1,8,1,10.79,3.0,0,0,móvil,este,490.86
C003571,45.0,20.71,15,2,6.88,4.0,0,1,móvil,sur,216.47
C003572,26.0,58.43,7,2,11.99,3.0,0,0,tablet,oeste,1103.11
C003573,49.0,50.3,15,1,12.25,4.0,0,0,móvil,norte,804.7
C003574,42.0,31.4,7,2,7.51,3.0,0,0,móvil,sur,587.35
C003575,18.0,58.2,20,4,8.18,2.0,0,0,móvil,este,1665.84
C003576,36.0,55.89,8,0,9.34,3.0,0,0,escritorio,este,195.49
C003577,28.0,29.09,12,1,15.46,2.0,1,0,escritorio,este,1249.43
C003578,30.0,26.98,11,1,7.2,2.0,0,0,móvil,sur,239.07
C003579,22.0,52.27,17,1,13.03,3.0,0,0,móvil,este,175.16
C003580,32.0,68.9,20,4,9.55,2.0,0,1,móvil,norte,793.88
C003581,29.0,58.93,16,2,12.05,3.0,1,0,escritorio,norte,1946.17
C003582,28.0,23.61,13,2,6.58,2.0,0,0,escritorio,norte,644.75
C003583,27.0,30.32,22,2,7.86,2.0,0,0,móvil,este,878.05
C003584,29.0,31.67,14,2,9.18,4.0,0,0,móvil,este,1046.41
C003585,27.0,33.92,11,3,12.45,2.0,1,0,móvil,sur,1718.41
C003586,42.0,19.78,11,3,9.55,3.0,0,1,tablet,oeste,198.98
C003587,29.0,32.41,14,1,7.5,3.0,0,0,móvil,este,129.26
C003588,41.0,61.02,11,3,12.45,3.0,1,0,móvil,oeste,2877.07
C003589,35.0,39.1,10,1,11.09,4.0,0,0,móvil,oeste,298.17
C003590,31.0,18.33,9,1,6.76,3.0,0,0,tablet,sur,363.83
C003591,36.0,45.26,15,3,7.33,3.0,0,0,móvil,sur,1129.65
C003592,43.0,30.22,9,1,8.22,4.0,0,0,móvil,oeste,300.4
C003593,20.0,37.09,6,3,11.11,2.0,1,0,móvil,norte,2152.97
C003594,31.0,34.77,13,1,8.92,3.0,0,0,móvil,sur,226.74
C003595,29.0,29.04,14,3,11.08,4.0,1,0,tablet,oeste,440.86
C003596,42.0,29.23,7,0,6.53,3.0,0,0,móvil,norte,204.35
C003597,32.0,50.99,17,1,8.22,2.0,0,0,móvil,norte,5.78
C003598,27.0,84.11,11,1,9.31,3.0,0,0,móvil,norte,538.02
C003599,47.0,62.73,14,2,8.33,3.0,0,0,escritorio,este,679.79
C003600,34.0,33.97,16,3,8.7,2.0,0,0,móvil,oeste,1981.74
C003601,18.0,46.99,11,2,9.6,1.0,0,0,escritorio,sur,816.53
C003602,38.0,27.96,18,3,7.93,4.0,0,0,móvil,norte,2074.0
C003603,31.0,60.98,22,5,9.96,2.0,0,0,móvil,oeste,2623.09
C003604,42.0,48.55,19,2,15.3,5.0,1,0,móvil,oeste,1256.26
C003605,22.0,70.19,10,2,11.55,5.0,0,0,móvil,oeste,462.87
C003606,18.0,25.19,14,2,6.77,3.0,0,0,móvil,sur,820.87
C003607,37.0,44.96,13,1,8.37,5.0,0,0,móvil,oeste,447.52
C003608,52.0,28.58,18,1,8.76,2.0,0,0,escritorio,este,448.21
C003609,46.0,51.22,11,0,11.57,4.0,0,0,móvil,oeste,0.0
C003610,29.0,49.09,14,2,9.63,3.0,0,1,móvil,norte,858.94
C003611,38.0,41.44,14,2,8.07,,0,0,móvil,norte,1629.33
C003612,35.0,26.14,13,1,10.38,3.0,0,1,móvil,sur,438.55
C003613,31.0,30.94,11,1,9.59,,0,0,tablet,este,84.89
C003614,36.0,32.91,12,3,7.73,4.0,0,0,móvil,oeste,1288.81
C003615,34.0,31.16,14,0,8.01,3.0,0,0,tablet,norte,0.0
C003616,34.0,41.43,17,3,11.27,3.0,0,0,móvil,sur,818.12
C003617,50.0,29.57,9,1,6.98,3.0,0,0,escritorio,sur,0.0
C003618,54.0,32.15,13,0,8.53,2.0,0,0,móvil,oeste,0.0
C003619,20.0,43.25,6,1,7.81,3.0,0,0,escritorio,este,304.41
C003620,44.0,58.09,22,2,13.25,1.0,0,1,móvil,oeste,9.52
C003621,45.0,27.65,17,1,7.96,2.0,0,0,móvil,sur,235.31
C003622,28.0,32.75,16,2,9.25,4.0,0,0,escritorio,oeste,1107.96
C003623,29.0,46.33,13,2,9.18,1.0,0,0,móvil,oeste,1085.46
C003624,20.0,57.5,16,1,13.12,3.0,1,1,móvil,este,790.09
C003625,31.0,79.55,14,2,19.55,3.0,0,0,móvil,norte,1607.88
C003626,23.0,51.64,12,1,9.04,3.0,0,0,escritorio,norte,780.41
C003627,50.0,25.68,15,3,9.9,3.0,0,0,móvil,sur,1514.67
C003628,42.0,33.18,16,3,8.35,2.0,0,0,móvil,norte,2009.54
C003629,30.0,34.56,12,1,10.57,4.0,0,0,escritorio,oeste,430.9
C003630,36.0,58.39,13,0,9.0,2.0,0,0,móvil,oeste,0.0
C003631,21.0,43.08,12,2,8.65,2.0,0,0,móvil,este,519.21
C003632,30.0,40.01,9,1,7.98,,0,0,tablet,norte,39.5
C003633,39.0,36.75,8,3,7.95,4.0,0,0,escritorio,norte,532.8
C003634,42.0,48.87,11,1,7.78,1.0,0,0,móvil,norte,392.65
C003635,42.0,54.61,13,2,15.72,2.0,0,1,escritorio,norte,217.48
C003636,32.0,24.83,10,1,10.96,2.0,0,0,escritorio,este,818.7
C003637,28.0,34.22,11,1,9.92,2.0,0,0,móvil,oeste,0.0
C003638,19.0,30.74,11,3,7.45,3.0,0,0,móvil,oeste,1682.92
C003639,39.0,23.89,11,1,6.57,2.0,0,0,móvil,oeste,0.0
C003640,29.0,21.42,15,1,15.14,2.0,1,0,móvil,oeste,779.34
C003641,26.0,39.42,9,3,7.59,2.0,0,0,escritorio,oeste,366.28
C003642,32.0,34.26,9,3,8.41,5.0,0,0,tablet,este,1846.28
C003643,28.0,36.04,15,2,8.69,3.0,0,0,móvil,norte,1212.52
C003644,28.0,42.37,4,1,14.95,3.0,1,0,escritorio,norte,982.75
C003645,36.0,28.23,16,2,12.04,4.0,1,0,móvil,este,1100.98
C003646,21.0,28.21,5,2,13.82,2.0,1,0,tablet,sur,1235.9
C003647,38.0,17.36,5,0,8.22,3.0,0,0,escritorio,este,0.0
C003648,60.0,40.64,10,0,9.97,3.0,0,0,móvil,oeste,0.0
C003649,43.0,29.27,16,2,9.54,3.0,0,1,móvil,este,119.6
C003650,31.0,27.28,12,0,16.94,3.0,0,0,escritorio,oeste,169.65
C003651,36.0,49.29,8,0,9.44,2.0,0,0,escritorio,norte,21.31
C003652,47.0,36.86,12,1,7.07,3.0,0,0,móvil,norte,851.9
C003653,29.0,55.21,16,2,12.27,3.0,0,0,móvil,oeste,1489.9
C003654,29.0,21.94,6,1,7.59,3.0,0,0,tablet,este,1047.93
C003655,42.0,27.51,12,1,8.8,3.0,0,0,tablet,oeste,985.19
C003656,37.0,24.82,14,1,10.19,3.0,0,0,escritorio,norte,240.96
C003657,34.0,42.29,3,0,9.88,3.0,0,0,móvil,este,0.0
C003658,38.0,37.62,13,2,7.52,3.0,0,0,escritorio,oeste,1440.77
C003659,39.0,47.59,14,1,8.48,3.0,0,1,escritorio,sur,85.2
C003660,31.0,35.76,8,3,11.49,3.0,0,1,tablet,oeste,681.64
C003661,31.0,28.01,8,3,13.0,3.0,1,0,escritorio,norte,1473.16
C003662,28.0,28.62,11,0,14.52,3.0,0,0,móvil,sur,0.0
C003663,32.0,38.63,10,0,8.14,2.0,0,0,móvil,este,59.71
C003664,19.0,50.52,21,2,12.26,3.0,0,0,móvil,este,643.24
C003665,31.0,41.86,20,4,9.32,2.0,0,1,móvil,oeste,709.96
C003666,42.0,44.51,13,1,13.77,3.0,1,1,tablet,este,274.22
C003667,46.0,22.92,17,3,13.27,3.0,1,1,móvil,oeste,285.8
C003668,37.0,73.79,17,3,10.6,3.0,0,1,móvil,oeste,988.45
C003669,25.0,33.66,15,1,8.81,3.0,0,0,móvil,sur,10.3
C003670,45.0,42.44,10,1,10.63,4.0,0,0,móvil,norte,758.61
C003671,29.0,63.32,10,3,10.42,3.0,0,0,escritorio,sur,1043.4
C003672,38.0,39.58,7,0,10.24,3.0,0,1,móvil,sur,0.0
C003673,36.0,39.48,16,5,7.35,3.0,0,0,escritorio,este,2505.47
C003674,18.0,20.7,15,0,8.36,3.0,0,1,móvil,oeste,283.59
C003675,38.0,53.53,8,1,8.07,3.0,0,0,escritorio,este,972.92
C003676,40.0,65.13,7,1,11.89,3.0,0,0,escritorio,norte,238.11
C003677,48.0,87.4,9,3,12.46,3.0,0,0,escritorio,norte,2665.82
C003678,38.0,35.74,11,0,8.0,2.0,0,1,móvil,este,198.4
C003679,36.0,38.46,15,6,7.79,4.0,0,0,móvil,sur,3795.76
C003680,47.0,41.44,8,2,8.41,2.0,0,0,móvil,oeste,1140.59
C003681,18.0,78.52,12,1,11.59,2.0,0,0,tablet,este,384.08
C003682,29.0,46.27,17,2,11.33,2.0,0,0,móvil,este,922.48
C003683,36.0,34.59,13,1,8.32,3.0,0,0,tablet,sur,176.41
C003684,56.0,49.34,15,2,9.84,1.0,0,1,móvil,oeste,225.22
C003685,45.0,33.02,18,4,7.12,5.0,0,0,tablet,este,2261.57
C003686,36.0,33.69,14,3,8.66,4.0,0,1,móvil,este,234.21
C003687,30.0,33.3,10,0,8.95,3.0,0,0,escritorio,norte,0.0
C003688,29.0,25.29,12,1,11.86,2.0,0,0,móvil,norte,592.24
C003689,38.0,43.2,11,0,10.12,2.0,0,0,móvil,sur,16.88
C003690,43.0,22.06,13,3,6.97,3.0,0,0,móvil,oeste,1601.46
C003691,38.0,41.69,9,1,9.24,3.0,0,0,móvil,sur,469.98
C003692,18.0,20.88,16,0,6.64,2.0,0,0,móvil,sur,317.77
C003693,46.0,37.82,16,3,13.03,3.0,0,0,móvil,oeste,765.27
C003694,59.0,22.06,8,2,9.26,3.0,0,1,tablet,sur,0.0
C003695,,31.16,20,2,17.66,2.0,0,0,móvil,norte,142.27
C003696,44.0,25.21,12,3,17.41,3.0,1,0,móvil,norte,1239.46
C003697,48.0,40.6,13,1,8.13,2.0,0,0,móvil,norte,606.54
C003698,36.0,50.2,12,0,9.68,1.0,0,0,móvil,sur,133.87
C003699,34.0,22.88,8,2,7.22,4.0,0,0,tablet,este,696.31
C003700,30.0,29.73,13,1,8.49,4.0,0,0,tablet,este,65.91
C003701,27.0,24.56,13,5,10.5,2.0,0,0,móvil,norte,1610.3
C003702,46.0,55.79,8,0,14.98,2.0,0,0,escritorio,sur,404.4
C003703,22.0,28.53,20,0,9.2,3.0,0,1,móvil,este,34.91
C003704,34.0,38.58,19,2,8.83,2.0,0,0,móvil,sur,681.58
C003705,44.0,73.86,9,2,14.95,3.0,1,0,escritorio,oeste,1276.88
C003706,35.0,40.19,19,1,8.73,,0,0,escritorio,norte,0.0
C003707,50.0,29.51,18,0,8.72,4.0,0,0,móvil,este,0.0
C003708,18.0,46.75,19,3,12.23,3.0,1,0,móvil,sur,1903.07
C003709,41.0,50.87,18,3,11.58,3.0,1,0,móvil,oeste,1032.47
C003710,31.0,73.07,11,0,9.04,2.0,0,0,móvil,este,9.53
C003711,24.0,33.45,11,1,8.97,3.0,0,1,escritorio,este,285.68
C003712,28.0,36.68,15,0,8.78,3.0,0,1,móvil,este,37.71
C003713,18.0,20.88,17,1,9.05,2.0,0,0,móvil,este,191.41
C003714,18.0,18.45,20,4,11.44,2.0,0,1,móvil,este,826.94
C003715,34.0,36.69,19,3,11.78,3.0,1,0,móvil,oeste,1261.78
C003716,41.0,24.47,24,2,9.38,3.0,0,0,móvil,sur,961.62
C003717,47.0,71.21,14,3,12.68,5.0,1,0,móvil,norte,2260.07
C003718,55.0,54.7,16,2,8.85,5.0,0,0,móvil,sur,639.7
C003719,18.0,34.4,10,1,7.61,3.0,0,0,móvil,este,49.33
C003720,41.0,18.65,11,2,10.96,3.0,0,0,móvil,este,428.1
C003721,41.0,31.36,12,0,7.52,2.0,0,0,escritorio,sur,0.0
C003722,27.0,44.02,14,2,8.4,3.0,0,0,móvil,norte,70.64
C003723,31.0,15.2,17,9,8.86,3.0,0,0,móvil,oeste,3030.04
C003724,30.0,15.31,11,3,7.53,4.0,0,0,móvil,sur,322.05
C003725,44.0,27.87,11,0,7.69,2.0,0,0,móvil,este,0.0
C003726,29.0,67.09,9,1,12.55,2.0,1,0,móvil,norte,728.36
C003727,20.0,50.0,17,1,7.64,2.0,0,0,móvil,norte,182.48
C003728,45.0,22.06,9,1,9.28,3.0,0,0,móvil,sur,619.21
C003729,43.0,36.2,12,2,8.04,3.0,0,0,móvil,norte,266.04
C003730,30.0,33.03,13,7,12.72,5.0,1,0,móvil,norte,4544.1
C003731,27.0,49.33,7,0,7.9,3.0,0,0,escritorio,este,77.34
C003732,29.0,59.35,11,1,8.88,3.0,0,0,móvil,sur,162.65
C003733,24.0,47.3,14,3,12.13,3.0,0,0,móvil,norte,1214.35
C003734,48.0,54.98,14,5,11.77,2.0,0,0,escritorio,norte,3048.46
C003735,21.0,20.4,10,1,8.29,3.0,0,0,escritorio,sur,291.81
C003736,31.0,51.15,19,3,10.44,4.0,0,0,móvil,norte,964.28
C003737,25.0,54.76,13,0,13.02,2.0,0,0,móvil,sur,0.0
C003738,18.0,53.08,13,2,10.82,2.0,0,0,escritorio,este,671.73
C003739,39.0,55.27,19,4,8.34,2.0,0,0,móvil,oeste,1498.08
C003740,33.0,32.59,10,0,8.1,3.0,0,0,tablet,oeste,0.0
C003741,36.0,29.39,16,2,11.73,4.0,1,0,móvil,este,1065.09
C003742,33.0,24.81,8,2,6.98,3.0,0,0,escritorio,sur,106.11
C003743,49.0,36.14,17,2,8.73,3.0,0,0,móvil,oeste,1434.55
C003744,34.0,47.1,11,1,7.65,2.0,0,1,móvil,norte,103.04
C003745,32.0,67.26,20,3,10.66,3.0,0,1,móvil,oeste,569.48
C003746,24.0,48.96,12,0,10.86,4.0,0,0,móvil,norte,0.0
C003747,37.0,25.18,22,1,10.04,3.0,0,0,móvil,oeste,268.41
C003748,29.0,36.34,13,3,11.0,4.0,0,0,móvil,oeste,933.07
C003749,29.0,32.1,17,0,10.89,1.0,0,0,móvil,norte,166.32
C003750,29.0,25.07,14,0,14.42,2.0,0,0,móvil,norte,0.0
C003751,32.0,53.1,8,0,10.74,4.0,0,0,móvil,norte,0.0
C003752,18.0,27.56,14,0,8.42,4.0,0,0,móvil,sur,173.4
C003753,35.0,27.25,15,1,9.82,4.0,0,0,móvil,sur,8.36
C003754,34.0,57.22,11,3,8.64,2.0,0,0,móvil,oeste,1385.04
C003755,40.0,44.39,13,0,10.28,2.0,0,0,escritorio,este,1.71
C003756,38.0,38.64,8,3,8.08,3.0,0,0,móvil,este,429.59
C003757,26.0,84.7,10,1,10.03,3.0,0,0,escritorio,oeste,257.09
C003758,25.0,45.46,12,4,10.13,4.0,0,0,móvil,este,339.77
C003759,31.0,29.59,21,4,11.89,3.0,1,0,móvil,sur,576.89
C003760,,40.64,9,0,7.97,2.0,0,0,escritorio,norte,0.0
C003761,40.0,31.03,8,3,16.02,3.0,1,0,móvil,norte,1855.4
C003762,34.0,30.54,7,1,9.73,4.0,0,0,móvil,este,119.29
C003763,43.0,72.57,9,1,13.4,3.0,1,0,escritorio,sur,819.12
C003764,40.0,30.93,16,5,9.04,3.0,0,0,móvil,este,515.57
C003765,38.0,27.87,17,3,9.02,5.0,0,0,móvil,sur,1406.78
C003766,27.0,37.64,12,2,8.07,4.0,0,0,escritorio,este,809.75
C003767,33.0,37.91,15,2,14.21,2.0,1,0,móvil,sur,1139.49
C003768,27.0,46.38,10,0,8.03,3.0,0,0,móvil,norte,0.0
C003769,32.0,73.0,16,0,8.9,2.0,0,0,móvil,norte,0.0
C003770,24.0,55.74,12,0,9.38,4.0,0,0,escritorio,oeste,0.0
C003771,34.0,46.26,13,3,10.55,3.0,0,0,móvil,oeste,1526.78
C003772,42.0,26.36,15,3,7.28,3.0,0,0,tablet,sur,0.0
C003773,33.0,28.15,15,3,7.21,3.0,0,1,móvil,este,399.9
C003774,49.0,56.14,13,6,12.11,3.0,1,0,móvil,sur,1847.01
C003775,25.0,65.27,16,0,11.87,1.0,0,0,móvil,norte,211.27
C003776,67.0,50.5,12,0,9.06,3.0,0,1,escritorio,norte,462.39
C003777,27.0,21.84,10,4,13.29,4.0,0,0,escritorio,sur,2192.51
C003778,36.0,68.83,7,2,9.53,3.0,0,0,móvil,norte,313.81
C003779,27.0,37.13,12,1,9.32,2.0,0,0,tablet,oeste,305.53
C003780,43.0,19.86,15,2,6.58,3.0,0,0,móvil,oeste,393.01
C003781,35.0,32.27,11,0,10.34,3.0,0,0,móvil,sur,223.28
C003782,42.0,29.93,11,1,6.92,3.0,0,0,móvil,este,847.81
C003783,54.0,27.0,9,0,10.45,2.0,0,0,escritorio,este,0.0
C003784,46.0,47.67,11,1,9.47,4.0,0,0,móvil,oeste,325.71
C003785,28.0,47.11,21,2,8.8,3.0,0,0,móvil,oeste,965.08
C003786,47.0,62.09,15,1,7.54,3.0,0,0,móvil,sur,143.62
C003787,46.0,20.4,19,9,9.2,4.0,0,0,móvil,sur,947.36
C003788,38.0,31.32,20,3,10.72,4.0,1,0,móvil,oeste,1459.51
C003789,23.0,19.82,16,2,7.96,3.0,0,1,móvil,sur,279.05
C003790,34.0,59.73,13,0,13.72,2.0,0,0,móvil,norte,0.0
C003791,35.0,47.51,13,1,12.76,2.0,1,0,móvil,norte,683.67
C003792,18.0,35.17,11,1,12.31,3.0,1,0,móvil,este,501.24
C003793,41.0,59.95,12,4,13.35,3.0,1,0,escritorio,norte,3432.96
C003794,37.0,40.8,19,0,7.52,2.0,0,0,móvil,oeste,269.72
C003795,40.0,23.28,10,4,27.28,3.0,1,0,escritorio,oeste,2036.88
C003796,19.0,29.93,19,1,6.94,3.0,0,0,móvil,norte,354.75
C003797,51.0,45.56,10,0,10.56,3.0,0,0,móvil,norte,196.12
C003798,18.0,63.5,11,3,8.24,3.0,0,0,móvil,oeste,1227.94
C003799,27.0,28.02,15,2,7.11,3.0,0,0,escritorio,norte,78.26
C003800,18.0,21.97,10,0,8.03,2.0,0,0,escritorio,sur,0.0
C003801,49.0,33.69,10,1,8.3,2.0,0,0,escritorio,este,711.09
C003802,35.0,31.06,14,3,8.28,3.0,0,0,escritorio,sur,2277.78
C003803,37.0,59.66,12,3,12.84,3.0,0,0,móvil,este,3057.73
C003804,18.0,19.49,14,1,8.15,2.0,0,0,tablet,sur,275.81
C003805,27.0,54.7,21,4,12.76,5.0,1,0,móvil,norte,2418.86
C003806,39.0,42.0,14,2,7.86,2.0,0,0,móvil,norte,1034.47
C003807,29.0,47.11,10,0,16.04,3.0,0,0,escritorio,norte,366.72
C003808,24.0,42.69,19,2,8.36,2.0,0,0,móvil,oeste,0.0
C003809,36.0,35.21,10,1,7.11,2.0,0,0,móvil,sur,76.8
C003810,31.0,65.68,9,0,9.15,4.0,0,0,escritorio,sur,0.0
C003811,46.0,25.47,8,1,7.74,2.0,0,0,móvil,sur,315.21
C003812,18.0,18.08,8,1,8.56,3.0,0,0,móvil,sur,124.85
C003813,33.0,39.04,16,1,9.71,3.0,0,1,móvil,este,0.0
C003814,18.0,31.16,8,2,15.91,3.0,1,0,escritorio,norte,1251.51
C003815,25.0,58.8,8,2,13.72,4.0,1,0,tablet,sur,421.87
C003816,50.0,42.0,21,2,12.31,2.0,1,0,móvil,sur,1204.3
C003817,30.0,56.31,12,2,7.64,3.0,0,0,tablet,norte,414.71
C003818,45.0,34.22,3,0,9.38,3.0,0,0,tablet,sur,86.84
C003819,26.0,29.4,7,2,11.53,2.0,1,1,móvil,norte,1006.21
C003820,28.0,55.05,7,4,11.89,4.0,0,0,tablet,norte,1674.38
C003821,,26.12,6,0,8.61,2.0,0,1,escritorio,sur,0.0
C003822,45.0,47.15,19,3,8.78,3.0,0,0,móvil,oeste,1420.98
C003823,37.0,32.51,10,2,8.42,2.0,0,0,escritorio,este,1359.89
C003824,38.0,34.59,11,2,8.5,3.0,0,0,tablet,oeste,729.45
C003825,36.0,15.75,12,1,6.92,3.0,0,0,móvil,este,12.16
C003826,46.0,65.62,11,0,9.16,3.0,0,0,móvil,este,507.6
C003827,41.0,42.73,18,2,12.38,3.0,0,0,móvil,oeste,1402.32
C003828,45.0,42.26,12,1,12.54,3.0,1,0,móvil,oeste,820.53
C003829,38.0,50.52,7,0,8.37,2.0,0,0,escritorio,este,355.73
C003830,48.0,37.62,15,2,11.28,3.0,0,0,móvil,sur,0.0
C003831,38.0,22.84,13,4,11.17,3.0,1,0,móvil,norte,2476.15
C003832,27.0,28.43,14,3,11.24,4.0,1,0,móvil,oeste,2302.49
C003833,29.0,28.96,12,0,7.76,2.0,0,0,tablet,norte,0.0
C003834,43.0,47.08,15,0,11.41,3.0,0,1,móvil,norte,104.74
C003835,36.0,46.65,10,2,10.33,3.0,0,0,escritorio,este,145.01
C003836,33.0,22.94,16,0,7.3,3.0,0,0,móvil,este,0.0
C003837,33.0,47.61,12,2,9.1,4.0,0,0,móvil,oeste,1160.9
C003838,38.0,22.81,4,1,7.28,3.0,0,0,móvil,sur,805.9
C003839,65.0,29.79,10,1,7.87,4.0,0,0,escritorio,norte,780.19
C003840,28.0,61.41,10,2,9.73,3.0,0,0,móvil,este,684.67
C003841,18.0,26.54,23,6,11.84,4.0,1,0,móvil,este,1994.62
C003842,43.0,38.2,13,3,10.29,3.0,0,0,móvil,este,894.11
C003843,18.0,27.45,11,1,9.36,2.0,0,0,móvil,este,236.55
C003844,19.0,56.54,9,1,9.61,4.0,0,0,móvil,este,482.78
C003845,18.0,75.63,12,4,12.95,4.0,1,1,móvil,este,1549.4
C003846,23.0,46.14,13,0,8.86,3.0,0,0,escritorio,norte,246.08
C003847,44.0,18.88,7,2,9.32,4.0,0,0,escritorio,oeste,508.16
C003848,40.0,31.36,11,1,12.46,,1,0,tablet,oeste,114.73
C003849,33.0,30.09,11,2,13.82,2.0,0,0,escritorio,este,798.53
C003850,45.0,73.48,10,0,13.98,4.0,0,0,móvil,norte,78.22
C003851,51.0,47.06,12,3,8.91,3.0,0,0,móvil,este,1131.91
C003852,44.0,17.47,12,2,9.47,3.0,0,0,móvil,sur,384.78
C003853,22.0,46.38,16,3,13.5,3.0,1,0,móvil,este,997.11
C003854,30.0,38.18,14,3,9.3,3.0,0,0,móvil,este,1418.16
C003855,43.0,40.47,15,1,7.99,2.0,0,0,móvil,sur,245.07
C003856,27.0,37.35,11,0,10.2,3.0,0,0,móvil,oeste,79.12
C003857,28.0,56.31,13,2,9.28,4.0,0,0,escritorio,norte,625.06
C003858,40.0,37.87,9,0,9.44,2.0,0,0,móvil,norte,190.74
C003859,32.0,21.97,13,3,10.86,4.0,1,0,móvil,oeste,2154.77
C003860,43.0,45.41,8,1,7.37,4.0,0,0,tablet,norte,75.18
C003861,46.0,38.2,10,0,8.28,2.0,0,1,tablet,norte,259.11
C003862,62.0,44.27,12,1,8.92,4.0,0,0,escritorio,norte,386.15
C003863,43.0,40.76,13,1,13.82,2.0,0,0,móvil,oeste,46.8
C003864,22.0,37.05,13,1,7.1,3.0,0,0,móvil,sur,444.91
C003865,46.0,25.64,5,1,11.69,3.0,0,1,móvil,sur,0.0
C003866,31.0,43.78,14,2,13.87,3.0,0,0,tablet,oeste,174.93
C003867,30.0,66.22,9,1,10.73,4.0,0,0,escritorio,norte,89.26
C003868,30.0,37.08,5,2,198.6,3.0,1,0,escritorio,oeste,1287.5
C003869,54.0,32.13,10,0,11.22,3.0,0,0,móvil,sur,7.39
C003870,42.0,28.81,17,1,11.15,,1,1,móvil,sur,636.38
C003871,32.0,35.6,11,3,14.24,5.0,1,0,escritorio,norte,2063.11
C003872,25.0,45.69,12,0,7.96,2.0,0,0,móvil,norte,0.0
C003873,51.0,29.84,11,1,12.18,5.0,1,0,móvil,norte,922.42
C003874,45.0,25.06,7,2,11.36,5.0,1,0,escritorio,este,1539.5
C003875,30.0,34.29,14,2,8.2,3.0,0,0,móvil,sur,205.29
C003876,29.0,24.57,5,0,9.17,4.0,0,0,escritorio,sur,0.0
C003877,26.0,44.9,11,0,9.19,2.0,0,0,móvil,este,212.06
C003878,27.0,55.96,12,1,9.7,3.0,0,0,móvil,sur,320.79
C003879,27.0,28.68,7,0,9.71,3.0,0,0,escritorio,sur,0.0
C003880,49.0,24.6,9,1,7.48,2.0,0,0,escritorio,sur,466.51
C003881,38.0,42.45,17,3,11.32,3.0,0,0,móvil,norte,51.82
C003882,26.0,33.18,18,1,21.63,3.0,0,0,móvil,este,261.29
C003883,32.0,27.46,9,2,9.7,3.0,0,1,móvil,este,74.67
C003884,34.0,61.37,11,1,10.21,2.0,0,0,escritorio,sur,281.39
C003885,35.0,40.09,15,1,7.97,3.0,0,0,tablet,norte,98.79
C003886,31.0,36.16,13,3,7.68,3.0,0,0,escritorio,sur,470.95
C003887,45.0,88.93,11,2,9.09,3.0,0,0,móvil,sur,1459.23
C003888,27.0,40.34,11,2,7.21,2.0,0,1,móvil,sur,234.36
C003889,37.0,14.52,10,2,11.34,3.0,1,0,móvil,sur,1242.76
C003890,42.0,23.45,9,1,7.49,2.0,0,0,tablet,sur,353.6
C003891,37.0,26.53,18,3,11.11,2.0,0,0,móvil,sur,1022.14
C003892,26.0,26.25,19,1,9.65,2.0,0,0,móvil,oeste,810.31
C003893,44.0,32.87,15,0,7.42,2.0,0,1,móvil,norte,283.22
C003894,45.0,33.61,18,4,13.14,3.0,0,0,móvil,oeste,956.09
C003895,30.0,38.59,11,0,9.31,4.0,0,0,móvil,oeste,0.0
C003896,36.0,92.53,7,2,16.84,4.0,0,0,tablet,norte,1123.32
C003897,18.0,55.98,15,3,11.27,3.0,0,0,móvil,norte,1912.48
C003898,39.0,32.16,11,0,9.6,3.0,0,0,tablet,norte,33.07
