week,customer_id,region,segment,channel,device,age,income_usd,is_premium,temperature_c,ice_cream_sales,drownings,marketing_spend_usd,sessions,pages_viewed,time_on_site_sec,discount_pct,converted,orders,avg_order_value_usd,revenue_usd,delivery_time_days,support_tickets,satisfaction_1_5,churn_risk
2025-03-10,1931,Centro,Enterprise,Social,Mobile,42,48366.83,0,31.23,688,11.7,354.1,19,70,1511,11.17,0,0,68.81,0.0,2.54,0,3,0.6447
2025-03-10,1939,Sur,SMB,Paid Search,Mobile,45,27774.82,1,28.1,699,6.12,62.61,2,10,141,9.87,0,0,132.07,0.0,3.33,0,4,0.4924
2025-03-10,1949,Norte,SMB,Orgánico,Mobile,58,33800.54,0,31.12,648,10.5,33.38,1,7,286,16.45,1,1,72.19,72.19,3.06,0,3,0.7322
2025-03-10,1967,Oriente,Enterprise,Paid Search,Mobile,48,53868.63,0,32.43,733,10.57,465.02,16,74,1948,5.71,1,2,103.61,207.21,3.84,1,3,0.6852
2025-03-17,14,Oriente,SMB,Email,Desktop,37,113500.3,0,28.94,670,7.31,14.84,8,22,484,14.14,1,1,103.58,103.58,5.82,0,3,0.7032
2025-03-17,17,Sur,SMB,Email,Mobile,32,20490.24,0,30.42,663,7.71,63.38,10,37,1260,9.73,0,0,121.61,0.0,0.71,0,4,0.6334
2025-03-17,22,Occidente,SMB,Social,Desktop,41,56206.41,0,30.61,721,7.7,72.36,10,46,1247,23.73,0,0,40.93,0.0,3.69,0,3,0.7206
2025-03-17,53,Centro,SMB,Email,Desktop,34,33086.77,1,28.91,641,8.46,90.71,7,18,357,8.25,0,0,105.29,0.0,5.66,0,4,0.6419
2025-03-17,98,Norte,Enterprise,Paid Search,Mobile,23,30055.56,0,30.07,732,7.56,420.85,21,92,2511,13.71,0,0,104.07,0.0,5.68,2,2,0.8747
2025-03-17,111,Centro,Enterprise,Paid Search,Mobile,32,34668.84,0,33.09,679,10.71,409.77,14,44,954,0.0,1,4,74.91,299.65,3.53,0,3,0.649
2025-03-17,125,Oriente,SMB,Paid Search,Desktop,55,48169.59,0,27.55,658,6.96,84.69,6,24,826,19.96,0,0,90.07,0.0,5.92,0,3,0.86
2025-03-17,130,Centro,SMB,Social,Tablet,36,72043.71,0,27.8,677,6.89,129.97,11,42,896,8.86,0,0,64.39,0.0,4.66,0,3,0.7226
2025-03-17,152,Sur,Enterprise,Paid Search,Mobile,49,51543.27,0,29.47,708,8.0,455.26,16,69,2231,8.52,0,0,81.84,0.0,4.19,0,3,0.819
2025-03-17,154,Centro,SMB,Orgánico,Desktop,31,33597.66,1,34.79,806,9.51,93.32,4,12,365,18.86,0,0,123.39,0.0,1.91,0,4,0.4957
2025-03-17,156,Occidente,Enterprise,Orgánico,Desktop,34,62062.41,0,31.27,824,8.78,194.02,13,51,1648,15.45,0,0,45.58,0.0,1.63,3,2,0.8859
2025-03-17,176,Oriente,Enterprise,Paid Search,Mobile,22,29068.3,0,30.75,726,10.19,476.72,19,57,1146,12.51,0,0,117.68,0.0,4.36,1,3,0.77
2025-03-17,196,Centro,SMB,Paid Search,Desktop,19,54943.32,0,28.17,707,6.91,146.28,9,23,792,21.15,0,0,58.06,0.0,5.02,0,2,0.8201
2025-03-17,228,Centro,SMB,Orgánico,Mobile,21,33378.79,0,30.36,705,8.97,39.72,4,20,494,1.02,0,0,66.14,0.0,0.79,0,5,0.4422
2025-03-17,238,Centro,SMB,Social,Mobile,41,21085.88,0,30.49,657,8.68,67.53,10,27,468,9.52,0,0,138.71,0.0,3.12,0,4,0.5515
2025-03-17,276,Centro,SMB,Referidos,Mobile,31,29907.44,0,30.32,645,9.64,21.08,5,23,395,18.67,1,2,107.13,214.25,3.12,0,4,0.6811
2025-03-17,321,Sur,SMB,Orgánico,Mobile,37,30611.81,0,29.24,634,8.78,42.63,7,29,938,6.86,0,0,67.36,0.0,3.68,0,3,0.666
2025-03-17,348,Centro,SMB,Social,Mobile,35,23652.02,0,28.67,799,9.97,95.18,4,11,398,13.03,0,0,87.65,0.0,5.62,0,3,0.6945
2025-03-17,363,Sur,SMB,Orgánico,Mobile,35,66067.09,0,25.65,569,8.83,126.39,14,62,1719,0.0,0,0,114.01,0.0,5.81,0,3,0.8041
2025-03-17,378,Norte,SMB,Paid Search,Mobile,18,98797.91,0,28.56,658,6.32,92.29,8,25,485,2.96,0,0,97.78,0.0,2.79,1,2,0.9093
2025-03-17,383,Oriente,SMB,Social,Mobile,49,68217.39,0,27.27,634,8.96,65.39,12,49,1627,15.57,1,1,85.54,85.54,4.48,2,3,0.8737
2025-03-17,410,Oriente,SMB,Orgánico,Mobile,24,52622.62,0,28.33,657,6.28,67.65,9,19,476,7.4,1,1,99.19,99.19,3.29,1,2,0.8673
2025-03-17,453,Sur,Enterprise,Paid Search,Mobile,52,68420.07,0,30.52,705,6.62,443.63,21,58,1162,8.48,1,1,136.6,136.6,0.94,0,4,0.4543
2025-03-17,465,Centro,Enterprise,Social,Mobile,39,45272.37,0,26.5,581,7.05,373.41,18,60,1602,13.93,0,0,71.1,0.0,3.08,0,3,0.723
2025-03-17,485,Occidente,Enterprise,Social,Tablet,21,39576.61,0,29.63,716,9.78,333.96,14,54,1383,19.26,0,0,73.97,0.0,1.99,0,2,0.7625
2025-03-17,533,Norte,SMB,Referidos,Desktop,62,23063.75,1,27.5,611,9.64,24.75,8,21,914,20.06,0,0,103.15,0.0,4.52,0,3,0.7473
2025-03-17,536,Centro,Enterprise,Email,Desktop,39,69303.5,1,28.81,664,7.52,270.56,15,53,1232,6.62,1,1,93.91,93.91,3.04,0,4,0.5751
2025-03-17,539,Sur,SMB,Orgánico,Mobile,23,36564.5,0,28.99,615,10.67,63.96,3,4,182,19.32,0,0,57.46,0.0,6.98,1,2,0.8831
2025-03-17,543,Norte,Enterprise,Social,Desktop,48,26511.04,0,27.21,609,7.96,372.35,19,69,836,7.7,0,0,56.96,0.0,3.03,2,2,0.8969
2025-03-17,565,Centro,SMB,Email,Mobile,25,220000.0,0,30.4,739,8.28,105.43,4,21,724,0.0,0,0,81.01,0.0,2.87,0,2,0.7289
2025-03-17,664,Occidente,Enterprise,Email,Mobile,31,50670.84,0,28.48,672,7.92,231.65,14,49,1039,12.4,0,0,53.87,0.0,4.25,1,3,0.7994
2025-03-17,664,Sur,Enterprise,Referidos,Tablet,24,17532.96,0,31.74,751,8.17,191.94,9,39,1438,11.46,0,0,109.83,0.0,1.98,0,4,0.514
2025-03-17,668,Norte,Enterprise,Email,Mobile,20,33167.87,0,27.36,607,8.2,269.2,15,65,2110,12.91,1,1,32.82,32.82,3.22,0,3,0.574
2025-03-17,683,Centro,SMB,Referidos,Mobile,45,54007.01,0,30.99,721,9.93,63.89,4,14,175,10.61,0,0,103.51,0.0,2.4,0,3,0.6468
2025-03-17,706,Norte,Enterprise,Paid Search,Mobile,21,12635.63,0,26.27,569,6.65,409.92,15,59,1506,13.73,0,0,77.28,0.0,2.71,0,3,0.7249
2025-03-17,749,Occidente,SMB,Email,Desktop,27,56189.29,1,31.09,702,9.63,15.03,6,13,436,17.81,0,0,110.65,0.0,2.92,0,3,0.6178
2025-03-17,776,Centro,SMB,Paid Search,Mobile,27,109979.73,1,28.15,618,7.72,127.96,9,29,876,12.28,1,1,194.69,194.69,2.49,0,5,0.4316
2025-03-17,851,Norte,Enterprise,Orgánico,Mobile,29,30693.65,0,30.73,647,7.33,254.57,12,31,520,18.86,1,2,63.18,126.35,3.35,0,3,0.8421
2025-03-17,853,Sur,Enterprise,Orgánico,Desktop,39,37964.44,0,28.94,661,10.11,234.38,14,41,1106,24.04,0,0,34.11,0.0,4.95,0,3,0.6933
2025-03-17,857,Norte,SMB,Referidos,Mobile,37,35413.88,1,26.73,618,7.19,44.97,5,11,361,9.6,0,0,95.01,0.0,3.33,0,4,0.4924
2025-03-17,921,Centro,SMB,Paid Search,Mobile,31,58026.6,0,29.61,714,5.84,117.83,4,14,404,15.6,0,0,94.48,0.0,5.32,1,2,0.952
2025-03-17,928,Occidente,SMB,Email,Desktop,21,76446.53,0,31.3,716,6.64,103.74,11,42,724,9.26,0,0,90.41,0.0,4.06,2,3,0.8909
2025-03-17,933,Sur,SMB,Social,Mobile,18,32949.47,1,30.45,718,8.61,143.64,12,37,836,10.89,0,0,178.54,0.0,1.35,0,4,0.5697
2025-03-17,956,Norte,SMB,Email,Desktop,32,37186.89,1,29.19,641,6.81,112.42,15,61,903,5.3,1,2,111.72,223.44,0.5,1,5,0.2139
2025-03-17,962,Oriente,SMB,Email,Desktop,18,34430.98,0,31.38,659,10.26,94.06,12,35,1035,26.46,1,2,96.63,193.26,4.22,0,3,0.7194
2025-03-17,976,Centro,SMB,Social,Tablet,34,43344.06,0,32.21,736,7.82,101.15,10,28,491,9.25,0,0,86.73,0.0,0.79,0,4,0.5997
2025-03-17,1047,Centro,Enterprise,Orgánico,Desktop,18,22736.92,0,27.81,626,7.55,235.44,15,45,1384,6.25,0,0,56.94,0.0,4.0,0,4,0.596
2025-03-17,1093,Occidente,SMB,Paid Search,Mobile,25,26466.69,0,30.19,639,9.37,84.07,6,18,389,9.42,0,0,130.6,0.0,2.34,1,3,0.8223
2025-03-17,1122,Norte,Enterprise,Paid Search,Desktop,33,34290.82,1,27.95,644,8.74,406.21,20,49,1277,14.19,0,0,142.53,0.0,0.5,1,3,0.7097
2025-03-17,1189,Occidente,SMB,Orgánico,Desktop,26,41363.94,0,31.78,618,8.99,9.06,1,8,336,27.39,0,0,67.46,0.0,4.4,0,3,0.6314
2025-03-17,1243,Centro,SMB,Orgánico,Mobile,30,35043.32,0,30.6,643,8.41,62.2,5,17,386,0.0,0,0,74.44,0.0,3.54,2,3,0.8465
2025-03-17,1255,Centro,SMB,Paid Search,Mobile,43,52408.97,1,29.07,743,8.37,183.2,15,53,1030,23.67,0,0,123.96,0.0,2.23,0,4,0.5234
2025-03-17,1276,Occidente,SMB,Paid Search,Mobile,34,43349.73,0,27.95,602,7.65,72.45,4,10,166,24.56,0,0,80.67,0.0,2.88,1,3,0.7116
2025-03-17,1282,Norte,Enterprise,Paid Search,Desktop,54,46428.26,0,31.58,638,8.56,412.4,18,61,1637,16.85,0,0,53.91,0.0,3.64,0,2,0.8118
2025-03-17,1289,Norte,SMB,Social,Desktop,45,57357.24,0,30.1,739,6.16,59.59,6,15,440,10.94,0,0,100.49,0.0,1.62,0,4,0.4857
2025-03-17,1305,Norte,Enterprise,Social,Mobile,33,21010.88,1,30.21,633,8.52,383.39,18,50,1185,6.3,0,0,145.13,0.0,1.22,0,3,0.606
2025-03-17,1332,Centro,SMB,Orgánico,Mobile,42,72708.55,0,30.85,710,6.71,46.96,6,19,456,7.58,0,0,91.23,0.0,2.42,0,4,0.4694
2025-03-17,1333,Centro,SMB,Paid Search,Desktop,29,68508.58,0,31.89,674,7.89,97.21,13,52,1692,17.21,0,0,70.16,0.0,2.98,0,3,0.8194
2025-03-17,1347,Oriente,SMB,Paid Search,Mobile,48,61106.93,0,27.69,667,9.44,119.46,8,20,803,19.57,0,0,77.92,0.0,4.78,0,3,0.6938
2025-03-17,1357,Occidente,SMB,Email,Mobile,42,41972.15,1,31.04,669,8.85,49.67,8,19,728,3.89,0,0,150.81,0.0,5.63,0,4,0.6413
2025-03-17,1359,Oriente,SMB,Paid Search,Mobile,22,36742.54,1,30.22,666,7.14,114.54,9,30,342,0.0,0,0,119.1,0.0,3.83,0,4,0.6185
2025-03-17,1368,Norte,SMB,Referidos,Desktop,33,17912.99,0,29.27,746,6.95,41.37,7,18,518,6.75,0,0,105.47,0.0,2.35,0,3,0.6501
2025-03-17,1375,Occidente,SMB,Paid Search,Desktop,31,22565.25,0,28.18,642,6.29,168.91,14,45,1414,20.63,0,0,67.39,0.0,2.68,0,4,0.6278
2025-03-17,1375,Centro,Enterprise,Social,Mobile,40,36668.03,1,31.14,641,9.8,294.87,14,46,863,5.94,1,1,131.82,131.82,1.66,0,4,0.615
2025-03-17,1386,Sur,Enterprise,Paid Search,Mobile,33,31957.12,1,30.75,672,6.83,441.95,18,68,1184,6.91,0,0,164.28,0.0,4.81,0,2,0.7457
2025-03-17,1388,Norte,SMB,Email,Mobile,37,27006.99,0,29.41,676,7.75,96.32,8,32,822,19.6,0,0,111.61,0.0,2.77,0,3,0.7664
2025-03-17,1399,Centro,SMB,Social,Mobile,44,31478.0,1,28.98,631,9.24,108.93,10,34,967,14.33,0,0,130.42,0.0,4.85,1,3,0.8022
2025-03-17,1467,Norte,SMB,Orgánico,Desktop,30,37487.09,0,28.97,630,6.78,80.59,4,13,194,3.64,0,0,91.76,0.0,2.52,0,3,0.8103
2025-03-17,1493,Centro,Enterprise,Referidos,Mobile,45,26319.77,1,28.66,632,7.94,176.3,10,25,851,2.35,1,1,196.3,196.3,3.33,2,3,0.8426
2025-03-17,1514,Oriente,SMB,Paid Search,Mobile,51,33691.08,0,28.0,703,7.26,105.62,10,40,1022,13.52,0,0,76.89,0.0,1.92,1,4,0.5609
2025-03-17,1565,Sur,SMB,Paid Search,Mobile,53,32683.11,0,30.99,670,7.39,105.0,8,30,749,9.02,0,0,45.2,0.0,3.08,0,2,0.8428
2025-03-17,1591,Occidente,SMB,Referidos,Mobile,36,32486.59,1,30.24,690,9.04,89.3,5,14,405,13.47,1,1,114.41,114.41,2.91,0,4,0.5283
2025-03-17,1714,Sur,Enterprise,Social,Tablet,34,32223.23,0,28.2,682,9.11,258.72,20,54,1378,6.91,1,1,79.07,79.07,3.33,1,3,0.8265
2025-03-17,1769,Oriente,SMB,Orgánico,Desktop,50,36649.16,0,27.94,683,7.65,27.59,10,23,700,15.63,0,0,81.01,0.0,3.21,0,2,0.8033
2025-03-17,1785,Centro,SMB,Referidos,Mobile,52,67906.68,0,31.2,737,8.33,45.31,9,27,703,15.35,0,0,69.27,0.0,3.18,0,3,0.6372
2025-03-17,1806,Centro,Enterprise,Social,Mobile,42,29915.04,0,25.06,652,6.35,334.89,20,60,2153,11.64,0,0,105.46,0.0,5.73,1,2,0.9293
2025-03-17,1807,Occidente,SMB,Social,Desktop,45,32687.38,0,32.1,723,10.03,132.31,12,42,1141,13.43,0,0,82.76,0.0,3.33,0,3,0.7858
2025-03-17,1844,Norte,SMB,Paid Search,Desktop,27,33995.93,0,30.59,677,7.63,114.41,12,45,1117,18.7,0,0,79.08,0.0,5.17,0,2,0.8812
2025-03-17,1845,Oriente,Enterprise,Social,Desktop,36,38115.98,1,27.9,639,9.86,344.85,19,59,1357,17.18,0,0,72.23,0.0,3.62,0,4,0.4864
2025-03-17,1852,Centro,SMB,Orgánico,Mobile,24,48217.13,0,31.11,708,6.73,58.4,8,12,287,0.0,0,0,117.33,0.0,1.91,1,3,0.566
2025-03-17,1865,Oriente,SMB,Referidos,Mobile,40,55627.48,0,28.97,675,8.83,63.77,11,47,1688,12.22,0,0,76.52,0.0,3.01,2,2,0.9036
2025-03-17,1871,Centro,Enterprise,Orgánico,Mobile,51,71071.82,0,29.16,684,9.64,278.7,12,26,512,9.34,0,0,105.14,0.0,3.83,0,3,0.5623
2025-03-17,1909,Norte,Enterprise,Orgánico,Mobile,40,43173.16,0,28.41,649,7.65,248.59,13,40,1015,13.1,0,0,95.03,0.0,5.67,0,3,0.746
2025-03-17,1915,Centro,SMB,Paid Search,Mobile,27,43733.57,0,33.79,758,9.4,120.02,12,50,1810,15.14,1,1,35.27,35.27,3.31,0,3,0.6694
2025-03-17,1921,Occidente,SMB,Social,Mobile,36,44872.53,0,28.99,669,10.14,82.05,8,27,787,18.97,0,0,124.63,0.0,4.64,0,3,0.6567
2025-03-17,1939,Sur,SMB,Paid Search,Mobile,38,82840.49,0,29.4,718,9.82,142.01,11,38,743,35.44,0,0,57.06,0.0,2.53,0,4,0.4616
2025-03-17,1944,Norte,SMB,Paid Search,Mobile,31,44474.08,0,31.03,726,9.01,139.92,14,35,660,15.48,0,0,60.93,0.0,4.02,0,3,0.5553
2025-03-24,13,Occidente,Enterprise,Email,Desktop,41,32143.45,0,28.32,712,7.45,276.67,18,48,1093,11.36,0,0,101.62,0.0,0.89,0,4,0.4266
2025-03-24,62,Centro,Enterprise,Orgánico,Mobile,33,35836.6,0,28.13,680,9.14,189.61,10,34,1141,0.0,0,0,147.24,0.0,3.65,0,2,0.6642
2025-03-24,91,Sur,Enterprise,Paid Search,Mobile,32,50020.01,1,27.76,677,8.19,411.75,17,69,1744,0.0,0,0,166.82,0.0,4.2,0,3,0.7209
2025-03-24,122,Sur,SMB,Paid Search,Desktop,43,82181.63,1,30.49,629,11.07,139.66,11,28,622,24.87,0,0,106.26,0.0,1.41,0,4,0.464
2025-03-24,159,Oriente,SMB,Orgánico,Mobile,20,57301.61,0,33.99,743,9.02,25.08,6,15,190,15.0,1,2,63.72,127.44,4.33,0,2,0.9157
2025-03-24,175,Sur,SMB,Orgánico,Mobile,39,23901.67,0,28.33,617,7.91,119.36,10,25,368,9.98,0,0,87.51,0.0,1.59,0,3,0.6057
2025-03-24,187,Sur,SMB,Paid Search,Desktop,36,41096.67,1,32.35,682,6.63,136.16,9,19,646,9.66,0,0,87.99,0.0,2.99,0,4,0.4427
2025-03-24,207,Sur,SMB,Social,Mobile,32,40800.2,0,30.72,669,8.99,73.6,4,10,407,3.93,0,0,63.83,0.0,4.39,0,2,0.8313
2025-03-24,208,Norte,Enterprise,Social,Mobile,44,42271.74,0,33.5,780,6.98,346.25,18,48,1518,13.72,0,0,85.36,0.0,3.44,0,3,0.8337
2025-03-24,234,Oriente,SMB,Social,Desktop,25,27756.09,0,28.22,600,7.94,107.98,12,31,1059,11.18,0,0,52.34,0.0,6.25,1,2,0.8855
2025-03-24,243,Oriente,SMB,Paid Search,Mobile,46,36632.5,1,32.35,669,6.54,103.52,6,16,373,21.84,0,0,142.08,0.0,4.33,1,4,0.6028
2025-03-24,249,Oriente,Enterprise,Paid Search,Mobile,18,36796.63,0,30.9,704,9.71,462.25,18,42,574,5.2,0,0,122.17,0.0,3.08,1,3,0.7617
2025-03-24,282,Occidente,SMB,Orgánico,Mobile,50,42444.42,0,32.29,653,9.48,133.04,8,17,304,5.65,0,0,61.82,0.0,4.0,1,3,0.77
2025-03-24,291,Centro,SMB,Social,Desktop,49,65171.6,0,30.16,634,7.39,93.27,9,30,740,1.38,0,0,134.44,0.0,3.37,1,2,0.8625
2025-03-24,297,Sur,Enterprise,Referidos,Tablet,32,83041.56,0,27.18,669,8.23,177.29,12,36,969,6.31,0,0,56.59,0.0,1.85,1,4,0.5589
2025-03-24,310,Sur,SMB,Orgánico,Desktop,26,16668.79,0,30.55,596,8.24,107.24,8,31,802,0.11,0,0,103.66,0.0,2.84,1,2,0.8958
2025-03-24,314,Sur,SMB,Paid Search,Mobile,18,51121.62,0,29.54,685,6.76,117.65,9,37,1058,0.0,0,0,163.27,0.0,1.31,0,3,0.7026
2025-03-24,346,Occidente,Enterprise,Social,Mobile,22,39622.61,0,31.07,684,8.41,302.32,14,34,806,8.59,0,0,113.16,0.0,1.48,0,4,0.5237
2025-03-24,395,Centro,SMB,Paid Search,Desktop,32,47347.96,0,29.12,603,5.83,138.19,9,27,552,9.37,0,0,57.07,0.0,2.62,1,3,0.7229
2025-03-24,426,Centro,SMB,Orgánico,Mobile,22,33908.22,1,29.5,708,10.5,24.47,5,11,297,6.41,0,0,161.7,0.0,3.84,0,3,0.7148
2025-03-24,432,Sur,SMB,Orgánico,Mobile,44,54943.61,0,31.05,728,6.76,82.69,4,15,305,7.35,0,0,52.54,0.0,2.27,0,3,0.6698
2025-03-24,488,Occidente,SMB,Social,Mobile,33,90697.87,0,29.46,707,8.68,124.11,11,36,790,13.53,0,0,97.84,0.0,1.52,0,3,0.5441
2025-03-24,493,Norte,SMB,Social,Tablet,25,79578.36,0,31.42,611,9.99,111.84,8,18,387,8.19,0,0,120.34,0.0,4.75,1,1,0.9195
2025-03-24,512,Norte,SMB,Orgánico,Mobile,43,43134.9,0,28.86,626,6.95,55.05,5,12,182,15.27,0,0,89.57,0.0,5.6,1,3,0.7521
2025-03-24,548,Oriente,SMB,Social,Desktop,26,77655.24,0,33.58,708,8.5,108.71,11,25,832,3.3,0,0,131.37,0.0,4.98,0,2,0.8319
2025-03-24,552,Oriente,Enterprise,Orgánico,Desktop,40,20629.05,0,30.78,697,7.22,234.0,17,63,2122,13.01,1,1,121.81,121.81,2.21,1,3,0.7341
2025-03-24,552,Norte,SMB,Paid Search,Desktop,36,49840.14,0,31.42,739,9.73,76.81,10,26,320,25.16,0,0,58.38,0.0,4.6,0,2,0.9371
2025-03-24,586,Oriente,SMB,Referidos,Mobile,36,17583.06,0,30.44,722,8.78,0.0,0,1,20,0.0,0,0,138.27,0.0,1.54,0,3,0.6863
2025-03-24,647,Norte,SMB,Social,Mobile,50,46823.65,0,30.51,687,6.61,88.31,10,23,492,23.85,0,0,66.36,0.0,3.46,1,3,0.8288
2025-03-24,706,Oriente,SMB,Orgánico,Mobile,22,21234.41,0,27.34,603,7.9,95.18,7,26,577,12.85,0,0,103.37,0.0,6.77,0,1,0.9014
2025-03-24,738,Centro,Enterprise,Referidos,Mobile,27,24945.18,0,28.9,719,7.76,246.18,13,36,1128,6.97,0,0,80.48,0.0,6.46,2,2,0.9027
2025-03-24,742,Centro,Enterprise,Social,Desktop,64,17922.58,0,31.48,732,10.34,375.75,21,77,1609,9.32,1,1,124.09,124.09,4.84,0,2,0.761
2025-03-24,760,Sur,SMB,Email,Mobile,44,24696.83,0,29.72,674,9.68,74.93,6,21,147,8.93,0,0,49.25,0.0,2.03,0,3,0.6678
2025-03-24,782,Sur,SMB,Social,Mobile,27,36769.11,1,31.39,682,7.01,60.41,4,18,190,15.42,0,0,160.8,0.0,3.8,0,4,0.6841
2025-03-24,792,Centro,Enterprise,Paid Search,Mobile,40,56161.08,0,30.44,705,9.25,468.32,16,57,2297,26.42,0,0,29.63,0.0,0.6,1,3,0.7749
2025-03-24,801,Norte,SMB,Paid Search,Mobile,34,80362.57,1,31.02,639,8.65,119.09,12,50,1746,11.35,0,0,172.06,0.0,2.52,0,5,0.4396
2025-03-24,801,Sur,SMB,Orgánico,Mobile,18,52298.95,0,30.36,655,9.5,41.13,1,1,24,5.0,0,0,124.41,0.0,3.51,0,3,0.7166
2025-03-24,802,Norte,Enterprise,Orgánico,Mobile,26,29849.94,0,31.67,697,8.8,204.8,13,45,1159,17.36,1,1,85.68,85.68,3.25,0,4,0.5274
2025-03-24,823,Sur,SMB,Referidos,Tablet,44,51853.59,0,29.5,694,8.02,60.3,4,12,562,26.26,1,3,53.01,159.02,1.21,0,5,0.4724
2025-03-24,830,Sur,SMB,Paid Search,Mobile,40,27879.94,0,28.08,682,6.58,191.27,14,46,776,15.34,0,0,58.01,0.0,4.06,1,2,0.9017
2025-03-24,887,Oriente,Enterprise,Orgánico,Mobile,35,30947.76,0,28.2,700,8.56,208.53,15,44,1487,15.15,1,1,113.35,113.35,4.62,0,4,0.639
2025-03-24,891,Centro,Enterprise,Orgánico,Mobile,52,43702.47,0,30.3,650,7.9,295.07,14,47,1990,0.73,1,2,71.46,142.92,1.42,0,3,0.6389
2025-03-24,900,Norte,Enterprise,Email,Mobile,26,29947.27,0,29.97,665,6.62,316.27,16,56,1400,15.21,0,0,15.0,0.0,3.11,0,4,0.5372
2025-03-24,915,Occidente,SMB,Social,Desktop,29,62271.69,0,31.19,737,11.85,97.45,12,40,875,27.67,1,2,15.0,30.0,5.99,0,3,0.6912
2025-03-24,921,Occidente,SMB,Social,Mobile,25,64175.95,0,29.49,667,8.42,149.94,7,28,648,8.24,0,0,78.51,0.0,2.47,1,3,0.7056
2025-03-24,923,Norte,SMB,Orgánico,Mobile,46,56664.87,0,30.06,662,7.83,40.57,10,23,557,12.6,0,0,89.0,0.0,3.46,0,4,0.5606
2025-03-24,935,Occidente,Enterprise,Paid Search,Desktop,31,29170.62,0,32.59,712,9.23,418.11,17,42,838,31.42,0,0,108.68,0.0,3.47,1,4,0.5091
2025-03-24,963,Occidente,Enterprise,Email,Desktop,29,52464.23,0,28.34,681,6.75,269.53,15,38,633,4.63,1,1,108.63,108.63,5.03,1,3,0.7312
2025-03-24,994,Sur,SMB,Referidos,Mobile,18,19219.4,0,29.45,663,8.98,76.16,6,13,367,14.98,0,0,54.39,0.0,5.3,1,3,0.775
2025-03-24,1050,Norte,SMB,Orgánico,Desktop,28,50805.42,0,26.78,670,6.98,50.72,7,9,190,5.79,0,0,77.53,0.0,5.14,0,3,0.7162
2025-03-24,1052,Centro,SMB,Orgánico,Mobile,45,39917.64,0,30.05,712,8.41,73.81,6,15,443,7.98,0,0,112.75,0.0,2.98,1,3,0.7611
2025-03-24,1065,Oriente,Enterprise,Social,Mobile,44,19760.81,1,29.26,740,9.49,418.01,18,58,1401,8.49,1,1,140.24,140.24,3.86,1,4,0.4949
2025-03-24,1069,Sur,SMB,Email,Desktop,24,33507.13,0,28.55,614,8.48,54.33,5,3,20,8.91,0,0,125.55,0.0,3.29,1,3,0.7105
2025-03-24,1095,Oriente,SMB,Orgánico,Mobile,57,25709.1,0,31.94,696,9.36,41.7,1,2,20,18.03,0,0,87.47,0.0,2.41,2,2,0.8468
2025-03-24,1212,Occidente,SMB,Paid Search,Desktop,47,50139.04,0,28.8,678,7.69,207.58,15,54,1090,3.51,0,0,62.33,0.0,3.02,1,3,0.608
2025-03-24,1252,Norte,SMB,Social,Desktop,41,39722.37,0,28.5,649,8.14,130.38,9,29,557,9.28,1,1,100.51,100.51,3.29,0,4,0.3119
2025-03-24,1307,Centro,SMB,Paid Search,Mobile,40,34132.65,0,30.84,673,9.12,127.8,9,36,1263,7.1,0,0,38.59,0.0,4.99,0,3,0.7954
2025-03-24,1312,Sur,SMB,Referidos,Mobile,23,33174.24,1,32.17,731,9.75,0.0,3,12,366,7.46,0,0,83.93,0.0,3.62,0,4,0.5255
2025-03-24,1359,Centro,Enterprise,Social,Mobile,29,31604.17,0,30.8,692,10.44,320.56,19,65,1445,20.7,0,0,76.11,0.0,5.61,3,2,0.9554
2025-03-24,1428,Oriente,SMB,Referidos,Desktop,30,90821.18,0,30.75,642,9.52,59.42,8,25,751,20.86,0,0,65.56,0.0,2.22,0,4,0.4469
2025-03-24,1447,Centro,Enterprise,Orgánico,Desktop,24,16862.6,0,27.65,718,8.03,193.85,10,28,668,14.9,1,2,39.98,79.97,5.58,0,3,0.7375
2025-03-24,1462,Occidente,SMB,Paid Search,Mobile,18,36225.58,0,29.46,653,8.36,157.38,12,39,1702,11.28,0,0,86.17,0.0,4.44,0,3,0.7558
2025-03-24,1481,Sur,Enterprise,Paid Search,Mobile,34,31939.29,0,30.69,745,8.44,457.96,18,55,1646,21.72,0,0,106.8,0.0,4.15,0,3,0.6265
2025-03-24,1504,Norte,SMB,Social,Desktop,35,36856.38,1,30.32,704,8.73,106.5,14,41,1064,16.7,1,1,149.79,149.79,2.14,1,5,0.3191
2025-03-24,1644,Sur,Enterprise,Referidos,Mobile,31,41810.82,1,26.56,508,6.85,184.11,16,45,921,10.77,1,1,88.38,88.38,1.88,0,4,0.5319
2025-03-24,1703,Oriente,SMB,Social,Mobile,50,39590.16,0,30.67,657,9.43,120.99,15,46,968,6.75,0,0,76.93,0.0,5.82,0,3,0.7297
2025-03-24,1747,Oriente,SMB,Paid Search,Tablet,48,58933.84,1,32.24,724,8.99,154.61,7,21,1022,7.22,0,0,79.09,0.0,4.64,0,2,0.7898
2025-03-24,1751,Sur,SMB,Referidos,Mobile,36,36860.71,0,32.71,820,9.49,76.61,5,25,585,13.24,0,0,103.6,0.0,1.8,0,4,0.477
2025-03-24,1758,Sur,SMB,Paid Search,Mobile,36,33581.42,0,30.88,644,7.56,121.68,10,27,1017,24.83,0,0,105.73,0.0,4.13,0,3,0.7022
