order_item_id,order_id,order_date,customer_id,product_id,channel_id,quantity,unit_price,discount_pct,revenue,cost,profit,delivery_days,returned,rating,signup_date,segment,age_group,region,country,city,category,subcategory,brand,product_name,channel,campaign,device,profit_margin,delivery_class,ticket_band
4154,502099,2026-01-29,101390,2046,17,2,80.5,0.13,161.0,115.71,45.29,4,0,4.7,2024-08-13,Premium,18-24,Cono Sur,Argentina,Rosario,Moda,Zapatos,Pampa,Zapatos Pampa 220,Email,Seasonal,Desktop,0.2813,Normal (4-7d),Muy alto
4155,502100,2025-09-21,100264,2058,20,1,26.23,0.0,26.23,12.01,14.22,4,0,3.9,2024-07-21,Plus,55+,Cono Sur,Uruguay,Montevideo,Libros,Ficción,MxTech,Ficción MxTech 758,Búsqueda paga,Lanzamiento,Desktop,0.5421,Normal (4-7d),Bajo
4156,502100,2025-09-21,100264,2011,20,2,110.53,0.15,221.06,143.92,77.14,2,0,4.3,2024-07-21,Plus,55+,Cono Sur,Uruguay,Montevideo,Deportes,Running,MxTech,Running MxTech 833,Búsqueda paga,Lanzamiento,Desktop,0.349,Rápido (<=3d),Muy alto
4157,502100,2025-09-21,100264,2033,20,2,89.93,0.05,179.86,107.73,72.13,4,0,3.3,2024-07-21,Plus,55+,Cono Sur,Uruguay,Montevideo,Deportes,Gym,MxTech,Gym MxTech 870,Búsqueda paga,Lanzamiento,Desktop,0.401,Normal (4-7d),Muy alto
4158,502101,2024-11-24,101520,2048,20,3,78.44,0.08,235.32,132.55,102.77,5,0,3.9,2023-11-12,Premium,25-34,Caribe,Panamá,Ciudad de Panamá,Deportes,Ciclismo,Pacífico,Ciclismo Pacífico 875,Búsqueda paga,Lanzamiento,Desktop,0.4367,Normal (4-7d),Muy alto
4159,502102,2025-07-01,100388,2050,21,1,30.88,0.1,30.88,18.3,12.58,4,1,3.4,2023-02-16,Básico,25-34,Andina,Perú,Lima,Hogar,Decoración,CaliCo,Decoración CaliCo 438,Referidos,Lanzamiento,Desktop,0.4074,Normal (4-7d),Medio
4160,502103,2024-09-16,100818,2037,13,1,28.24,0.0,28.24,12.57,15.67,4,0,3.8,2024-09-23,Básico,18-24,Pacífica,México,Monterrey,Libros,Educación,Pacífico,Educación Pacífico 282,Email,Retargeting,Desktop,0.5549,Normal (4-7d),Bajo
4161,502103,2024-09-16,100818,2016,13,2,46.95,0.0,93.9,37.24,56.66,1,0,4.3,2024-09-23,Básico,18-24,Pacífica,México,Monterrey,Moda,Camisetas,Nova,Camisetas Nova 704,Email,Retargeting,Desktop,0.6034,Rápido (<=3d),Alto
4162,502104,2025-12-28,101428,2000,17,2,120.63,0.1,241.26,168.26,73.0,9,0,3.5,2023-12-29,Básico,25-34,Centroamérica,Guatemala,Ciudad de Guatemala,Tecnología,Teclados,Pacífico,Teclados Pacífico 971,Email,Seasonal,Desktop,0.3026,Lento (8-14d),Muy alto
4163,502104,2025-12-28,101428,2049,17,1,18.18,0.05,18.18,7.82,10.36,8,0,3.3,2023-12-29,Básico,25-34,Centroamérica,Guatemala,Ciudad de Guatemala,Libros,Ficción,Río,Ficción Río 258,Email,Seasonal,Desktop,0.5699,Lento (8-14d),Bajo
4164,502104,2025-12-28,101428,2042,17,2,58.14,0.05,116.28,71.72,44.56,4,0,4.3,2023-12-29,Básico,25-34,Centroamérica,Guatemala,Ciudad de Guatemala,Moda,Accesorios,Nova,Accesorios Nova 341,Email,Seasonal,Desktop,0.3832,Normal (4-7d),Alto
4165,502105,2024-03-14,100526,2041,14,1,57.4,0.1,57.4,30.3,27.1,1,0,3.2,2025-07-27,Plus,35-44,Cono Sur,Argentina,Buenos Aires,Moda,Accesorios,Pampa,Accesorios Pampa 189,Afiliados,Seasonal,Mobile,0.4721,Rápido (<=3d),Medio
4166,502105,2024-03-14,100526,2054,14,1,80.62,0.0,80.62,50.92,29.7,5,0,3.3,2025-07-27,Plus,35-44,Cono Sur,Argentina,Buenos Aires,Deportes,Outdoor,Nova,Outdoor Nova 122,Afiliados,Seasonal,Mobile,0.3684,Normal (4-7d),Alto
4167,502105,2024-03-14,100526,2030,14,3,48.03,0.1,144.09,66.28,77.81,4,0,4.3,2025-07-27,Plus,35-44,Cono Sur,Argentina,Buenos Aires,Hogar,Organización,MxTech,Organización MxTech 167,Afiliados,Seasonal,Mobile,0.54,Normal (4-7d),Alto
4168,502106,2024-06-27,100251,2020,18,2,44.11,0.05,88.22,65.48,22.74,9,0,4.1,2023-12-05,Básico,18-24,Cono Sur,Uruguay,Montevideo,Hogar,Limpieza,LimaLab,Limpieza LimaLab 225,Afiliados,Seasonal,Desktop,0.2578,Lento (8-14d),Alto
4169,502107,2024-09-30,101350,2043,18,2,19.33,0.0,38.66,16.35,22.31,6,0,3.6,2025-09-12,Plus,18-24,Cono Sur,Argentina,Buenos Aires,Libros,No ficción,MxTech,No ficción MxTech 173,Afiliados,Seasonal,Desktop,0.5771,Normal (4-7d),Medio
4170,502107,2024-09-30,101350,2016,18,2,44.91,0.05,89.82,49.33,40.49,1,0,3.2,2025-09-12,Plus,18-24,Cono Sur,Argentina,Buenos Aires,Moda,Camisetas,Nova,Camisetas Nova 704,Afiliados,Seasonal,Desktop,0.4508,Rápido (<=3d),Alto
4171,502107,2024-09-30,101350,2058,18,2,26.49,0.0,52.98,27.17,25.81,3,0,4.3,2025-09-12,Plus,18-24,Cono Sur,Argentina,Buenos Aires,Libros,Ficción,MxTech,Ficción MxTech 758,Afiliados,Seasonal,Desktop,0.4872,Rápido (<=3d),Medio
4172,502108,2024-06-08,100560,2009,13,1,16.12,0.0,16.12,8.2,7.92,7,0,4.2,2025-12-01,Básico,35-44,Andina,Perú,Arequipa,Libros,Ficción,Orion,Ficción Orion 645,Email,Retargeting,Desktop,0.4913,Normal (4-7d),Bajo
4173,502109,2025-04-15,101652,2011,20,3,116.04,0.15,348.12,233.55,114.57,5,0,3.5,2023-09-29,Plus,35-44,Andina,Colombia,Barranquilla,Deportes,Running,MxTech,Running MxTech 833,Búsqueda paga,Lanzamiento,Desktop,0.3291,Normal (4-7d),Muy alto
4174,502110,2025-07-16,101796,2037,13,1,27.41,0.0,27.41,12.19,15.22,6,0,4.6,2023-02-04,Básico,45-54,Pacífica,México,CDMX,Libros,Educación,Pacífico,Educación Pacífico 282,Email,Retargeting,Desktop,0.5553,Normal (4-7d),Bajo
4175,502110,2025-07-16,101796,2021,13,2,32.28,0.0,64.56,35.46,29.1,3,0,3.4,2023-02-04,Básico,45-54,Pacífica,México,CDMX,Moda,Zapatos,Nova,Zapatos Nova 642,Email,Retargeting,Desktop,0.4507,Rápido (<=3d),Medio
4176,502111,2025-12-04,100699,2006,21,2,26.46,0.05,52.92,30.99,21.93,3,0,2.6,2025-08-28,Plus,18-24,Caribe,República Dominicana,Santo Domingo,Hogar,Organización,Pampa,Organización Pampa 408,Referidos,Lanzamiento,Desktop,0.4144,Rápido (<=3d),Medio
4177,502111,2025-12-04,100699,2011,21,1,114.67,0.15,114.67,73.3,41.37,4,0,4.1,2025-08-28,Plus,18-24,Caribe,República Dominicana,Santo Domingo,Deportes,Running,MxTech,Running MxTech 833,Referidos,Lanzamiento,Desktop,0.3608,Normal (4-7d),Alto
4178,502112,2025-01-31,101476,2000,20,3,129.27,0.05,387.81,263.09,124.72,4,0,3.7,2024-01-05,Básico,25-34,Caribe,República Dominicana,Santo Domingo,Tecnología,Teclados,Pacífico,Teclados Pacífico 971,Búsqueda paga,Lanzamiento,Desktop,0.3216,Normal (4-7d),Muy alto
4179,502113,2025-05-05,100448,2037,10,2,26.87,0.0,53.74,27.6,26.14,3,0,3.6,2023-10-25,Básico,45-54,Andina,Perú,Lima,Libros,Educación,Pacífico,Educación Pacífico 282,Email,Influencers,Desktop,0.4864,Rápido (<=3d),Medio
4180,502113,2025-05-05,100448,2008,10,3,73.46,0.0,220.38,83.78,136.6,5,0,4.0,2023-10-25,Básico,45-54,Andina,Perú,Lima,Moda,Jeans,CaliCo,Jeans CaliCo 318,Email,Influencers,Desktop,0.6198,Normal (4-7d),Muy alto
4181,502114,2025-04-18,101858,2026,14,3,22.58,0.1,67.74,28.22,39.52,6,0,3.7,2023-07-07,Plus,18-24,Andina,Perú,Lima,Libros,Educación,MxTech,Educación MxTech 363,Afiliados,Seasonal,Mobile,0.5834,Normal (4-7d),Medio
4182,502114,2025-04-18,101858,2012,14,2,90.1,0.05,180.2,127.81,52.39,6,0,4.4,2023-07-07,Plus,18-24,Andina,Perú,Lima,Deportes,Running,Andes,Running Andes 442,Afiliados,Seasonal,Mobile,0.2907,Normal (4-7d),Muy alto
4183,502114,2025-04-18,101858,2043,14,3,19.3,0.0,57.9,27.2,30.7,6,0,3.7,2023-07-07,Plus,18-24,Andina,Perú,Lima,Libros,No ficción,MxTech,No ficción MxTech 173,Afiliados,Seasonal,Mobile,0.5302,Normal (4-7d),Medio
4184,502115,2024-01-03,100491,2020,14,1,46.99,0.0,46.99,27.78,19.21,5,0,2.6,2024-05-01,Básico,35-44,Centroamérica,Guatemala,Ciudad de Guatemala,Hogar,Limpieza,LimaLab,Limpieza LimaLab 225,Afiliados,Seasonal,Mobile,0.4088,Normal (4-7d),Medio
4185,502115,2024-01-03,100491,2041,14,1,63.71,0.0,63.71,36.44,27.27,2,0,4.0,2024-05-01,Básico,35-44,Centroamérica,Guatemala,Ciudad de Guatemala,Moda,Accesorios,Pampa,Accesorios Pampa 189,Afiliados,Seasonal,Mobile,0.428,Rápido (<=3d),Medio
4186,502116,2025-07-13,101763,2043,19,1,20.27,0.0,20.27,8.18,12.09,3,0,3.9,2023-02-05,Básico,35-44,Andina,Colombia,Barranquilla,Libros,No ficción,MxTech,No ficción MxTech 173,Email,Influencers,Desktop,0.5964,Rápido (<=3d),Bajo
4187,502116,2025-07-13,101763,2027,19,2,62.2,0.0,124.4,89.15,35.25,5,0,2.8,2023-02-05,Básico,35-44,Andina,Colombia,Barranquilla,Deportes,Ciclismo,Pampa,Ciclismo Pampa 885,Email,Influencers,Desktop,0.2834,Normal (4-7d),Alto
4188,502117,2024-01-19,101573,2016,18,3,45.86,0.05,137.58,58.75,78.83,3,0,3.4,2026-01-15,Plus,35-44,Cono Sur,Paraguay,Asunción,Moda,Camisetas,Nova,Camisetas Nova 704,Afiliados,Seasonal,Desktop,0.573,Rápido (<=3d),Alto
4189,502118,2025-03-08,100625,2034,10,3,56.92,0.0,170.76,81.83,88.93,4,0,2.3,2023-08-21,Básico,25-34,Caribe,Panamá,Ciudad de Panamá,Moda,Zapatos,MxTech,Zapatos MxTech 800,Email,Influencers,Desktop,0.5208,Normal (4-7d),Muy alto
4190,502118,2025-03-08,100625,2029,10,1,84.08,0.0,84.08,43.55,40.53,3,0,4.4,2023-08-21,Básico,25-34,Caribe,Panamá,Ciudad de Panamá,Hogar,Cocina,LimaLab,Cocina LimaLab 631,Email,Influencers,Desktop,0.482,Rápido (<=3d),Alto
4191,502119,2026-02-28,101648,2005,20,2,60.88,0.13,121.76,58.23,63.53,5,0,3.8,2025-01-30,Premium,25-34,Cono Sur,Paraguay,Asunción,Moda,Accesorios,Orion,Accesorios Orion 386,Búsqueda paga,Lanzamiento,Desktop,0.5218,Normal (4-7d),Alto
4192,502119,2026-02-28,101648,2007,20,3,23.81,0.08,71.43,27.51,43.92,4,0,4.3,2025-01-30,Premium,25-34,Cono Sur,Paraguay,Asunción,Libros,No ficción,CaliCo,No ficción CaliCo 479,Búsqueda paga,Lanzamiento,Desktop,0.6149,Normal (4-7d),Medio
4193,502119,2026-02-28,101648,2024,20,1,154.26,0.08,154.26,109.95,44.31,4,0,4.3,2025-01-30,Premium,25-34,Cono Sur,Paraguay,Asunción,Tecnología,Teclados,Andes,Teclados Andes 625,Búsqueda paga,Lanzamiento,Desktop,0.2872,Normal (4-7d),Muy alto
4194,502120,2025-09-14,101264,2054,12,3,75.25,0.0,225.75,137.33,88.42,5,0,3.9,2023-02-18,Básico,35-44,Pacífica,México,Guadalajara,Deportes,Outdoor,Nova,Outdoor Nova 122,Afiliados,Always-on,Mobile,0.3917,Normal (4-7d),Muy alto
4195,502121,2025-02-04,101339,2030,14,2,52.9,0.05,105.8,65.11,40.69,2,0,4.3,2025-06-23,Básico,55+,Caribe,Panamá,Ciudad de Panamá,Hogar,Organización,MxTech,Organización MxTech 167,Afiliados,Seasonal,Mobile,0.3846,Rápido (<=3d),Alto
4196,502121,2025-02-04,101339,2016,14,1,40.31,0.15,40.31,20.22,20.09,5,0,4.1,2025-06-23,Básico,55+,Caribe,Panamá,Ciudad de Panamá,Moda,Camisetas,Nova,Camisetas Nova 704,Afiliados,Seasonal,Mobile,0.4984,Normal (4-7d),Medio
4197,502122,2024-09-08,100757,2051,12,2,55.94,0.0,111.88,58.29,53.59,3,0,4.4,2024-04-25,Básico,25-34,Cono Sur,Argentina,Buenos Aires,Moda,Zapatos,CaliCo,Zapatos CaliCo 396,Afiliados,Always-on,Mobile,0.479,Rápido (<=3d),Alto
4198,502122,2024-09-08,100757,2035,12,1,19.81,0.0,19.81,9.39,10.42,5,0,3.1,2024-04-25,Básico,25-34,Cono Sur,Argentina,Buenos Aires,Libros,Educación,LimaLab,Educación LimaLab 567,Afiliados,Always-on,Mobile,0.526,Normal (4-7d),Bajo
4199,502122,2024-09-08,100757,2058,12,3,26.31,0.0,78.93,39.1,39.83,8,0,4.1,2024-04-25,Básico,25-34,Cono Sur,Argentina,Buenos Aires,Libros,Ficción,MxTech,Ficción MxTech 758,Afiliados,Always-on,Mobile,0.5046,Lento (8-14d),Medio
4200,502123,2025-10-23,100468,2018,11,2,155.81,0.0,311.62,219.08,92.54,2,0,2.5,2026-01-05,Plus,35-44,Andina,Ecuador,Quito,Tecnología,Mouse,Andes,Mouse Andes 308,Afiliados,Always-on,Desktop,0.297,Rápido (<=3d),Muy alto
4201,502123,2025-10-23,100468,2015,11,2,63.04,0.0,126.08,79.97,46.11,6,0,4.2,2026-01-05,Plus,35-44,Andina,Ecuador,Quito,Hogar,Cocina,Río,Cocina Río 804,Afiliados,Always-on,Desktop,0.3657,Normal (4-7d),Alto
4202,502123,2025-10-23,100468,2020,11,1,45.01,0.0,45.01,28.17,16.84,2,0,4.3,2026-01-05,Plus,35-44,Andina,Ecuador,Quito,Hogar,Limpieza,LimaLab,Limpieza LimaLab 225,Afiliados,Always-on,Desktop,0.3741,Rápido (<=3d),Medio
4203,502124,2025-11-09,101394,2047,16,2,51.08,0.0,102.16,64.71,37.45,6,0,3.2,2023-05-28,Básico,18-24,Cono Sur,Uruguay,Montevideo,Hogar,Cocina,Pacífico,Cocina Pacífico 311,Referidos,Always-on,Mobile,0.3666,Normal (4-7d),Alto
4204,502125,2024-10-17,100104,2036,11,3,91.12,0.03,273.36,166.5,106.86,4,0,4.2,2024-05-04,Premium,25-34,Centroamérica,Guatemala,Ciudad de Guatemala,Deportes,Outdoor,Río,Outdoor Río 286,Afiliados,Always-on,Desktop,0.3909,Normal (4-7d),Muy alto
4205,502125,2024-10-17,100104,2029,11,1,81.45,0.03,81.45,61.27,20.18,4,0,2.8,2024-05-04,Premium,25-34,Centroamérica,Guatemala,Ciudad de Guatemala,Hogar,Cocina,LimaLab,Cocina LimaLab 631,Afiliados,Always-on,Desktop,0.2478,Normal (4-7d),Alto
4206,502125,2024-10-17,100104,2041,11,2,60.91,0.03,121.82,72.88,48.94,3,0,3.6,2024-05-04,Premium,25-34,Centroamérica,Guatemala,Ciudad de Guatemala,Moda,Accesorios,Pampa,Accesorios Pampa 189,Afiliados,Always-on,Desktop,0.4017,Rápido (<=3d),Alto
4207,502126,2024-03-26,100696,2045,10,3,103.91,0.0,311.73,185.04,126.69,2,0,4.4,2024-05-03,Básico,35-44,Centroamérica,Guatemala,Ciudad de Guatemala,Deportes,Running,Pacífico,Running Pacífico 366,Email,Influencers,Desktop,0.4064,Rápido (<=3d),Muy alto
4208,502126,2024-03-26,100696,2014,10,2,49.28,0.0,98.56,55.69,42.87,4,0,4.2,2024-05-03,Básico,35-44,Centroamérica,Guatemala,Ciudad de Guatemala,Hogar,Limpieza,Río,Limpieza Río 793,Email,Influencers,Desktop,0.435,Normal (4-7d),Alto
4209,502126,2024-03-26,100696,2017,10,1,281.52,0.0,281.52,204.47,77.05,3,0,3.5,2024-05-03,Básico,35-44,Centroamérica,Guatemala,Ciudad de Guatemala,Tecnología,Mouse,LimaLab,Mouse LimaLab 296,Email,Influencers,Desktop,0.2737,Rápido (<=3d),Muy alto
4210,502127,2025-04-04,100283,2029,19,2,83.76,0.0,167.52,111.81,55.71,3,0,4.6,2025-03-05,Básico,55+,Andina,Perú,Arequipa,Hogar,Cocina,LimaLab,Cocina LimaLab 631,Email,Influencers,Desktop,0.3326,Rápido (<=3d),Muy alto
4211,502127,2025-04-04,100283,2001,19,1,48.98,0.0,48.98,27.87,21.11,6,0,3.6,2025-03-05,Básico,55+,Andina,Perú,Arequipa,Hogar,Cocina,Pacífico,Cocina Pacífico 473,Email,Influencers,Desktop,0.431,Normal (4-7d),Medio
4212,502128,2025-05-15,100002,2053,14,3,37.32,0.08,111.96,71.23,40.73,3,0,3.9,2023-03-01,Premium,18-24,Cono Sur,Argentina,Córdoba,Hogar,Organización,Andes,Organización Andes 454,Afiliados,Seasonal,Mobile,0.3638,Rápido (<=3d),Alto
4213,502128,2025-05-15,100002,2035,14,3,16.34,0.13,49.02,24.76,24.26,2,0,3.0,2023-03-01,Premium,18-24,Cono Sur,Argentina,Córdoba,Libros,Educación,LimaLab,Educación LimaLab 567,Afiliados,Seasonal,Mobile,0.4949,Rápido (<=3d),Medio
4214,502129,2026-01-07,100014,2031,17,3,43.41,0.15,130.23,71.84,58.39,6,0,3.7,2023-12-10,Plus,45-54,Caribe,República Dominicana,Santo Domingo,Hogar,Organización,Orion,Organización Orion 134,Email,Seasonal,Desktop,0.4484,Normal (4-7d),Alto
4215,502129,2026-01-07,100014,2007,17,3,23.46,0.1,70.38,37.78,32.6,9,0,3.6,2023-12-10,Plus,45-54,Caribe,República Dominicana,Santo Domingo,Libros,No ficción,CaliCo,No ficción CaliCo 479,Email,Seasonal,Desktop,0.4632,Lento (8-14d),Medio
4216,502130,2025-12-04,100187,2056,21,1,21.73,0.0,21.73,8.68,13.05,4,0,3.7,2024-07-02,Básico,35-44,Andina,Colombia,Bogotá,Libros,No ficción,CaliCo,No ficción CaliCo 105,Referidos,Lanzamiento,Desktop,0.6006,Normal (4-7d),Bajo
4217,502131,2024-06-29,101879,2028,10,1,35.9,0.0,35.9,17.99,17.91,3,0,4.3,2025-05-10,Básico,25-34,Pacífica,Chile,Santiago,Libros,Ficción,Andes,Ficción Andes 955,Email,Influencers,Desktop,0.4989,Rápido (<=3d),Medio
4218,502131,2024-06-29,101879,2007,10,2,25.99,0.0,51.98,19.92,32.06,4,0,4.0,2025-05-10,Básico,25-34,Pacífica,Chile,Santiago,Libros,No ficción,CaliCo,No ficción CaliCo 479,Email,Influencers,Desktop,0.6168,Normal (4-7d),Medio
4219,502132,2024-07-18,101542,2028,19,3,39.01,0.0,117.03,54.6,62.43,2,0,3.9,2023-10-24,Plus,25-34,Caribe,República Dominicana,Santiago,Libros,Ficción,Andes,Ficción Andes 955,Email,Influencers,Desktop,0.5335,Rápido (<=3d),Alto
4220,502133,2026-02-26,101978,2043,11,3,19.09,0.0,57.27,30.75,26.52,6,0,3.8,2024-01-12,Básico,25-34,Centroamérica,Guatemala,Ciudad de Guatemala,Libros,No ficción,MxTech,No ficción MxTech 173,Afiliados,Always-on,Desktop,0.4631,Normal (4-7d),Medio
4221,502134,2024-09-15,100168,2059,19,1,5.24,0.0,5.24,2.21,3.03,2,0,4.4,2023-10-15,Básico,25-34,Caribe,Panamá,Ciudad de Panamá,Libros,Ficción,Orion,Ficción Orion 782,Email,Influencers,Desktop,0.5782,Rápido (<=3d),Bajo
4222,502134,2024-09-15,100168,2039,19,3,224.2,0.0,672.6,424.33,248.27,4,0,4.5,2023-10-15,Básico,25-34,Caribe,Panamá,Ciudad de Panamá,Tecnología,Audífonos,Nova,Audífonos Nova 831,Email,Influencers,Desktop,0.3691,Normal (4-7d),Muy alto
4223,502135,2024-12-28,101994,2050,13,3,35.02,0.0,105.06,47.06,58.0,3,0,3.4,2023-08-20,Plus,35-44,Pacífica,Chile,Valparaíso,Hogar,Decoración,CaliCo,Decoración CaliCo 438,Email,Retargeting,Desktop,0.5521,Rápido (<=3d),Alto
4224,502135,2024-12-28,101994,2056,13,3,21.2,0.0,63.6,26.73,36.87,7,0,3.6,2023-08-20,Plus,35-44,Pacífica,Chile,Valparaíso,Libros,No ficción,CaliCo,No ficción CaliCo 105,Email,Retargeting,Desktop,0.5797,Normal (4-7d),Medio
4225,502135,2024-12-28,101994,2027,13,1,61.29,0.0,61.29,37.99,23.3,3,0,3.2,2023-08-20,Plus,35-44,Pacífica,Chile,Valparaíso,Deportes,Ciclismo,Pampa,Ciclismo Pampa 885,Email,Retargeting,Desktop,0.3802,Rápido (<=3d),Medio
4226,502136,2024-08-29,101198,2014,11,2,48.86,0.0,97.72,53.71,44.01,4,0,4.2,2024-07-04,Básico,18-24,Caribe,Panamá,Ciudad de Panamá,Hogar,Limpieza,Río,Limpieza Río 793,Afiliados,Always-on,Desktop,0.4504,Normal (4-7d),Alto
4227,502136,2024-08-29,101198,2018,11,1,156.77,0.0,156.77,104.27,52.5,4,0,3.6,2024-07-04,Básico,18-24,Caribe,Panamá,Ciudad de Panamá,Tecnología,Mouse,Andes,Mouse Andes 308,Afiliados,Always-on,Desktop,0.3349,Normal (4-7d),Muy alto
4228,502137,2024-11-06,101588,2040,12,1,59.64,0.0,59.64,35.34,24.3,4,0,4.0,2023-09-30,Plus,55+,Caribe,Costa Rica,San José,Hogar,Organización,Orion,Organización Orion 767,Afiliados,Always-on,Mobile,0.4074,Normal (4-7d),Medio
4229,502137,2024-11-06,101588,2043,12,2,18.82,0.0,37.64,20.68,16.96,5,0,3.9,2023-09-30,Plus,55+,Caribe,Costa Rica,San José,Libros,No ficción,MxTech,No ficción MxTech 173,Afiliados,Always-on,Mobile,0.4506,Normal (4-7d),Medio
4230,502137,2024-11-06,101588,2003,12,2,39.93,0.0,79.86,37.72,42.14,3,0,4.7,2023-09-30,Plus,55+,Caribe,Costa Rica,San José,Libros,No ficción,Andes,No ficción Andes 294,Afiliados,Always-on,Mobile,0.5277,Rápido (<=3d),Medio
4231,502138,2025-03-21,101715,2039,14,1,191.64,0.1,191.64,147.67,43.97,4,0,3.5,2025-02-16,Básico,18-24,Centroamérica,Honduras,Tegucigalpa,Tecnología,Audífonos,Nova,Audífonos Nova 831,Afiliados,Seasonal,Mobile,0.2294,Normal (4-7d),Muy alto
4232,502138,2025-03-21,101715,2035,14,3,17.79,0.05,53.37,25.76,27.61,4,0,4.7,2025-02-16,Básico,18-24,Centroamérica,Honduras,Tegucigalpa,Libros,Educación,LimaLab,Educación LimaLab 567,Afiliados,Seasonal,Mobile,0.5173,Normal (4-7d),Medio
4233,502138,2025-03-21,101715,2052,14,3,172.18,0.05,516.54,349.99,166.55,5,0,4.7,2025-02-16,Básico,18-24,Centroamérica,Honduras,Tegucigalpa,Tecnología,Audífonos,Andes,Audífonos Andes 954,Afiliados,Seasonal,Mobile,0.3224,Normal (4-7d),Muy alto
4234,502139,2024-08-19,100524,2020,18,3,42.9,0.05,128.7,67.61,61.09,3,0,4.3,2025-02-11,Básico,35-44,Andina,Ecuador,Guayaquil,Hogar,Limpieza,LimaLab,Limpieza LimaLab 225,Afiliados,Seasonal,Desktop,0.4747,Rápido (<=3d),Alto
4235,502139,2024-08-19,100524,2041,18,1,64.07,0.0,64.07,33.58,30.49,1,0,3.9,2025-02-11,Básico,35-44,Andina,Ecuador,Guayaquil,Moda,Accesorios,Pampa,Accesorios Pampa 189,Afiliados,Seasonal,Desktop,0.4759,Rápido (<=3d),Medio
4236,502140,2024-11-22,101482,2033,18,3,98.75,0.0,296.25,210.24,86.01,2,0,3.8,2025-08-30,Básico,25-34,Pacífica,Chile,Santiago,Deportes,Gym,MxTech,Gym MxTech 870,Afiliados,Seasonal,Desktop,0.2903,Rápido (<=3d),Muy alto
4237,502140,2024-11-22,101482,2001,18,1,49.59,0.0,49.59,31.62,17.97,6,0,3.7,2025-08-30,Básico,25-34,Pacífica,Chile,Santiago,Hogar,Cocina,Pacífico,Cocina Pacífico 473,Afiliados,Seasonal,Desktop,0.3624,Normal (4-7d),Medio
4238,502141,2024-10-05,101295,2017,18,1,279.12,0.0,279.12,196.03,83.09,5,0,3.5,2023-10-27,Plus,35-44,Caribe,Costa Rica,San José,Tecnología,Mouse,LimaLab,Mouse LimaLab 296,Afiliados,Seasonal,Desktop,0.2977,Normal (4-7d),Muy alto
4239,502141,2024-10-05,101295,2006,18,2,25.78,0.05,51.56,25.6,25.96,2,0,4.3,2023-10-27,Plus,35-44,Caribe,Costa Rica,San José,Hogar,Organización,Pampa,Organización Pampa 408,Afiliados,Seasonal,Desktop,0.5035,Rápido (<=3d),Medio
4240,502142,2024-03-26,100826,2019,10,2,280.06,0.0,560.12,372.24,187.88,6,0,3.7,2023-12-05,Plus,18-24,Pacífica,Chile,Valparaíso,Tecnología,Teclados,LimaLab,Teclados LimaLab 547,Email,Influencers,Desktop,0.3354,Normal (4-7d),Muy alto
4241,502143,2025-09-13,100983,2004,21,3,29.2,0.05,87.6,60.8,26.8,3,0,4.6,2024-02-02,Plus,55+,Pacífica,Chile,Valparaíso,Hogar,Cocina,Andes,Cocina Andes 691,Referidos,Lanzamiento,Desktop,0.3059,Rápido (<=3d),Alto
4242,502144,2025-12-05,100417,2038,15,2,58.07,0.1,116.14,59.74,56.4,3,0,3.4,2025-12-19,Básico,18-24,Centroamérica,Guatemala,Ciudad de Guatemala,Hogar,Cocina,Orion,Cocina Orion 295,Orgánico,Seasonal,Mobile,0.4856,Rápido (<=3d),Alto
4243,502144,2025-12-05,100417,2055,15,2,53.17,0.05,106.34,78.16,28.18,1,0,4.2,2025-12-19,Básico,18-24,Centroamérica,Guatemala,Ciudad de Guatemala,Deportes,Outdoor,Río,Outdoor Río 996,Orgánico,Seasonal,Mobile,0.265,Rápido (<=3d),Alto
4244,502144,2025-12-05,100417,2056,15,1,20.6,0.1,20.6,9.12,11.48,5,0,3.6,2025-12-19,Básico,18-24,Centroamérica,Guatemala,Ciudad de Guatemala,Libros,No ficción,CaliCo,No ficción CaliCo 105,Orgánico,Seasonal,Mobile,0.5573,Normal (4-7d),Bajo
4245,502145,2025-01-23,100370,2037,11,3,27.32,0.0,81.96,42.98,38.98,1,0,4.5,2025-12-16,Básico,25-34,Centroamérica,Honduras,San Pedro Sula,Libros,Educación,Pacífico,Educación Pacífico 282,Afiliados,Always-on,Desktop,0.4756,Rápido (<=3d),Alto
4246,502145,2025-01-23,100370,2040,11,1,62.87,0.0,62.87,38.67,24.2,2,0,4.6,2025-12-16,Básico,25-34,Centroamérica,Honduras,San Pedro Sula,Hogar,Organización,Orion,Organización Orion 767,Afiliados,Always-on,Desktop,0.3849,Rápido (<=3d),Medio
4247,502145,2025-01-23,100370,2013,11,1,89.14,0.0,89.14,52.89,36.25,6,0,4.5,2025-12-16,Básico,25-34,Centroamérica,Honduras,San Pedro Sula,Deportes,Ciclismo,Río,Ciclismo Río 503,Afiliados,Always-on,Desktop,0.4067,Normal (4-7d),Alto
4248,502146,2024-06-10,101845,2045,21,2,96.03,0.08,192.06,123.65,68.41,2,0,4.4,2026-02-08,Premium,35-44,Pacífica,Chile,Valparaíso,Deportes,Running,Pacífico,Running Pacífico 366,Referidos,Lanzamiento,Desktop,0.3562,Rápido (<=3d),Muy alto
